id,name,name_alternative,location,parent_id,parent_name
8565-kotwica-mma-team,Kotwica MMA Team,,"Kraków, Poland",,
8603-agoge-combatives,Agoge Combatives,,"Chattanooga, Tennessee",,
863-nor-cal-fighting-alliance,Nor-Cal Fighting Alliance,NCFA,"Santa Rosa, California",,
8649-pete-spratt-muay-thai,Spratt Hybrid Systems,,"San Antonio, Texas",,
8676-zenith-mma,Zenith MMA,,"Las Vegas, Nevada",,
870-pro-buhawa,Pro Buhawe,,"Fresno, California",,
8712-gintas-combat,Gintas Combat,,England,,
881-shark-tank-mma,Shark Tank MMA,,"Rancho Cucamonga, California",,
8849-elemental-dojo,Elemental Dojo,,"Temuco, Chile",,
885-socal-fight-factory,SoCal Fight Factory,So Cal Fight Factory,"Palmdale, California",,
8895-all-american-mma-academy,All-American MMA Academy,,"Connellsville, Pennsylvania",,
8896-lg-system,LG System,,"Salvador, Bahia Brazil",,
890-subfighter-mma,SubFighter MMA,,"Laguna Hills, California",,
894-systems-training-center,Systems Training Center,Systems 8,"Hawthorne, California",,
895-tapout-la,Tapout LA,Tapout Los Angeles,"Los Angeles, California",731-tapout-training-center,Tapout Training Center Las Vegas
898-team-ochoa,Team Ochoa,Ochoa Training Center,"Lemoore, California",,
899-team-oyama,Team Oyama,,"Irvine, California",,
8998-powell-s-martial-arts-complex,Powell’s Martial Arts Concepts,,"Chattanooga, Tennessee",,
9-gracie-barra-d,Gracie Barra Łódź,GBŁ,"Łódź, Poland",271-gracie-barra,Gracie Barra
901-team-punishment,Team Punishment,Punishment Training Center,"Huntington Beach, California",,
902-team-quest,Team Quest,Team Quest Murrieta,"Murrieta, California",,
903-team-quest-encinitas,Team Quest Encinitas,,"Encinitas, California",902-team-quest,Team Quest
9099-niceguy-submission-fighting,Nice Guy Submission Fighting,,"Evansville, Indiana",,
9102-team-stun-gun,Team Stun Gun,,"Seoul, South Korea",,
9111-team-quest-athletic-center,Team Quest Athletic Center,,"Hemet, California",902-team-quest,Team Quest
915-victory-mma,Victory MMA,Victory Athletics,"San Diego, California",,
9162-the-goat-shed-academy,The Goat Shed,,"Miami, Florida",,
92-ufc-gym-winter-springs,UFC Gym Winter Springs,,"Winter Springs, Florida",4276-ufc-gym,UFC Gym
9202-team-maximo,Team Máximo,Team Maximo,"Araraquara, Sao Paulo, Brazil",,
9213-gile-ribeiro-team,Gile Ribeiro Team,,"Curitiba, Paraná, Brazil",,
9214-noguchi-team,Noguchi Team,CT Noguchi,"Curitiba, Paraná, Brazil",,
9215-ifteam,IFTeam,Império Fight Team,"Barra de São João, Rio de Janeiro, Brazil",,
9216-capital-da-luta,Capital da Luta,,"São Paulo, São Paulo, Brazil",,
9217-top-brother-mma,Top Brother MMA,,"Rio de Janeiro, RJ, Brazil",,
9218-full-house,Full House,,"Belo Horizonte, MG, Brazil",,
9219-five-rounds-brasil,Five Rounds Brasil,,"Brasília, Federal District, Brazil",,
9220-chute-boxe-monstro,Chute Boxe Monstro,Chute Boxe Praça do Japão,"Curitiba, Paraná, Brazil",9533-chute-boxe,Chute Boxe
9221-team-borracha,Team Borracha,,"Contagem, MG, Brazil",,
9222-fronteira-fight-team,Fronteira Fight Team,,"Rivera, Uruguay",,
9223-ribas-family,Ribas Family,,"Varginha, MG, Brazil",,
9224-boca-boxing-district,Boca Boxing District,,"Boca Raton, Florida",,
9226-nova-geracao-muay-thai,Nova Geração Muay Thai,,"Campinas, SP, Brazil",,
9229-baixinho-team,Baixinho Team,,"Rio de Janeiro, RJ, Brazil",,
9233-msp,MSP,,"Rio de Janeiro, Rio de Janeiro, Brazil",,
9237-inside-muay-thai,Inside Muay Thai,,"Braganca Paulista, Sao Paulo, Brazil",,
9239-revira-black-team,Revira Black Team,,"São Paulo, São Paulo, Brazil",,
9248-sanford-mma,Kill Cliff FC,Kill Cliff Fight Club,"Deerfield Beach, Florida",,
9249-team-silverio,Team Silvério,,"São Paulo, Brazil",,
9258-rizzo-rvt,Refit Pro Fighters,"Rizzo Ruas Vale Tudo, Usina de Campeões, Rizzo RVT","Rio de Janeiro, RJ, Brazil",,
9263-renovacao-coari-team,Renovação Coari Team,RCT,"Coari, Amazonas, Brazil",,
9266-thaiunit,ThaiUnit,Thai Unit,"São Paulo, São Paulo, Brazil",,
9267-thai-brasil,Thai Brasil,,"Curitiba, Paraná, Brazil",,
9270-team-figueiredo,Team Figueiredo,,"Belém, Pará, Brazil",,
9271-gor-mma,GOR MMA,,"Moscow, Russia",,
9285-vale-top-team,Vale Top Team,VTT,"Taubate, Sao Paulo, Brazil",,
929-zugec-ultimate-martial-arts,Zugec Ultimate Martial Arts,ZUMA,"Victoria, British Columbia, Canada",,
9292-academia-champion,Academia Champion,Champion Team,"Salvador, Bahia, Brazil",,
9296-wanshi-fight-gym,Wanshi Fight Gym,Wanshi Fight Fitness Center,"Hebei, China",,
9303-xinjiang-fight-gym,Sunkin Fight,"青岛鑫江, Xinjiang MMA Club, Xinjiang Fight Gym","Pattaya, Thailand",,
9315-arlan-mma-pro-team,Arlan MMA Pro Team,,"Almaty, Kazakhstan",,
9319-elevate-mma,Elevate MMA,,"Jacksonville Beach, Florida",,
932-toshido-mma,Toshido MMA,,"Kelowna, British Columbia, Canada",,
9335-team-thriving-training-center,Team Thriving Training Center,,"Heerlen, Limburg, The Netherlands",,
938-maximum-training-centre,Maximum Training Centre,,"Windsor, Ontario, Canada",,
9382-ultimate-submission-academy,Ultimate Submission Academy,,"San Antonio, Texas",,
939-united-fighter-mma,United Fighter MMA,,"Kenora, Ontario, Canada",,
9394-roxo-strike-team,Roxo Strike Team,Roxo ST,"Belem, Para, Brazil",,
9410-marajo-brothers-mma,Marajó Brothers Team,"Marajo Brothers, Marajó Brothers MMA","Belem, Para, Brazil",,
9413-shore-mixed-martial-arts,Shore Mixed Martial Arts,Shore MMA,"Abertillery, Blaenau Gwent, Wales",,
9439-mutant-mma,Mutant MMA,Gregor Gracie Jiu-Jitsu,"Oceanside, New York",,
944-titans-academy,Titans Academy,,"Montreal, Quebec, Canada",,
9459-avalanche-wrestling,Garage Crew,,"Anchorage, Alaska",,
9460-ak-49-martial-arts,AK-49 Martial Arts,,"Soldotna, Alaska",,
947-fight-move-academy-switzerland,Fight Move Academy,,"Neuchatel, Switzerland",,
9470-indio-dojo,Indio Dojo,,"Pittsburgh, Pennsylvania",,
9479-team-bronx,Team Bronx,,"Curitiba, Parana, Brazil",,
948-free-fight-academy,Free Fight Academy,FFA,France,,
9496-uulu-kyrgyz-team,Uluu Kyrgyz Team,,"Osh, Kyrgyzstan",,
9499-team-quannum,Team Quannum,,"Huddersfield, England",,
95-twin-wolves-mma,Twin Wolves MMA,TWMMA,"Harker Heights, Texas",,
9514-climent-club,Climent Club,,"Alicante, Spain",,
952-gracie-barra,Gracie Barra Portland,,"Portland, Oregon",271-gracie-barra,Gracie Barra
9532-chute-boxe-bauru,Chute Boxe João Emilio,Chute Boxe Bauru,"Bauru, Sao Paulo, Brazil",9533-chute-boxe,Chute Boxe
9534-gracie-barra-curitiba,Gracie Barra Curitiba,,"Curitiba, Parana, Brazil",,
9539-ct-allan-popeye,CT Allan Popeye,Team Popeye,"Sao Caetano do Sul, Sao Paulo, Brazil",,
954-maxum-brazilian-jiu-jitsu,Maxum Brazilian Jiu Jitsu,,"Bohemia, New York",,
955-budokan-martial-arts-academy,Budokan Martial Arts Academy,,"Lynnbrook, New York",,
9554-panda-kickboxing-grappling,Panda Kickboxing & Grappling,,"Oklahoma City, Oklahoma",,
9555-legacy-martial-arts,Legacy Martial Arts,,"Oklahoma City, Oklahoma",,
956-team-top-notch,Team Top Notch,Top Notch Fight Team,"Villa Park, Illinois",,
9628-vos-gym-amsterdam,Vos Gym Amsterdam,,"Amsterdam, Netherlands",,
963-michigan-top-team,Michigan Top Team,,"Southfield, Michigan",,
964-oplot,Oplot,Sport Club Oplot,"Kharkiv, Ukraine (temporarily Moscow, Russia)",,
9644-hulett-house-mma,Hulett House MMA,,"Columbia, Missouri",,
9646-dyincredible-fighting-and-fitness-center,DYincredible Fighting and Fitness Center,,"Santa Fe, Dasmariñas, Calabarzon, Philippines",,
9658-base-training-centre,Base Training Centre,,"North Brisbane, Queensland, Australia",,
9681-pound-4-pound,Pound 4 Pound Muay Thai,,"Englewood, Colorado",,
97-kukje-gym,Kukje Gym/Ryeong Promotions,국제체육관/령프로모션/kukjegym/ryeong promotion International Gym,"Seoul, South Korea",,
971-team-curran-mma,Team Curran MMA,,"Crystal Lake, Illinois",,
9711-cobrinha-bjj-academy-las-vegas,Cobrinha BJJ Academy Las Vegas,,"Las Vegas, Nevada",,
977-complete-fitness-and-martial-arts,Complete Fitness and Martial Arts,,"St Albert, Alberta, Canada",,
9783-rogo-team,Rogo Team,Shaolin Pai,"Tucuman, Argentina",,
98-team-nogueira,Team Nogueira,,"Rio de Janeiro, Rio de Janeiro, Brasil",,
9804-wanderley-jiu-jitsu,Wanderley Jiu-Jitsu,,"Wauwatosa, Wisconsin",,
9829-shogun-team,Shogun Team,,"Curitiba, Parana, Brazil",,
9837-synergy-martial-arts-academy,Synergy Martial Arts Academy,"SMAA, Soul Fighters Louisiana","Bossier City, Louisiana, USA",,
9862-luistro-combat-academy,Luistro Combat Academy,,"Perth, Australia",,
9879-team-felipe-rego,Team Felipe Rego,,"Manaus, Amazonas, Brazil",,
99-tiger-muay-thai,Tiger Muay Thai,"TMT, Tiger Muay Thai & MMA","Phuket, Thailand",,
9964-pohang-team-mad,Pohang Team MAD,포항 Team MAD,"Pohang, South Korea",5-busan-team-mad,Busan Team MAD
9988-kickside-martial-arts,Kickside Martial Arts,,"Princeton, New Jersey",,
