id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,name,event_order
22108-ufc-fight-night,d5f820c11a121050,35299,784,ufn-natal-brazil,UFC Fight Night 38: Shogun vs. Henderson 2,267
22403-ufc-fight-night-39-nogueira-vs-nelson,d632d156c0549e07,35669,790,ufc-abu-dhabi-minotauro-nelson,UFC Fight Night 39: Nogueira vs. Nelson,268
22061-tuf-nations-finale-canada-vs-australia,f9f07bb5a43535ed,35503,806,ufc-fight-night-quebec-city,UFC Fight Night: Bisping vs. Kennedy,269
22127-ufc-on-fox-11,a421465acbe59c77,35107,779,FOX11,UFC on FOX 11: Werdum vs. Browne,270
21832-ufc-172-jones-vs-teixeira,4f2fcbefb668689d,34401,772,UFC172,UFC 172: Jones vs. Teixeira,271
22778-ufc-fight-night,579fcdfcabd23a7b,36085,794,ufn-cincinnati-fs1,UFC Fight Night 40: Brown vs. Silva,272
22469-ufc-173-weidman-vs-belfort,9ca265dfe8323db3,35617,786,UFC173,UFC 173: Barao vs. Dillashaw,273
23130-ufc-fight-night,b757c73f443d4fca,36427,799,fight-night-berlin,UFC Fight Night 41: Munoz vs. Mousasi,274
22697-ufc-fight-night,59aaf2730b84698a,35955,812,ufn-sao-paulo-tuf-brazil,UFC Fight Night: Miocic vs. Maldonado,275
23441-ufc-fight-night-henderson-vs-khabilov,1fcfc3709fe58151,36711,822,ufn-albuquerque-fs1,UFC Fight Night 42: Henderson vs. Khabilov,276
22389-ufc-174,5b5307450405abf0,35505,807,UFC174,UFC 174: Johnson vs. Bagautinov,277
23781-ufc-fight-night-45-te-huna-vs-marquardt,ac9521250dc1a14c,37109,823,ufn-auckland-nz,UFC Fight Night 43: Te Huna vs. Marquardt,278
23349-ufc-fight-night,c0ed7b208197e8de,36731,800,ufn-san-antonio-fs1,UFC Fight Night 44: Swanson vs. Stephens,279
23324-ufc-175,53adf5b845d91e4a,36735,805,UFC175,UFC 175: Weidman vs. Machida,280
23323-the-ultimate-fighter-19-finale,1c5879330d42255f,36737,832,TUF19-Finale,The Ultimate Fighter 19 Finale,281
23965-ufc-fight-night,79ded75550efc139,37359,826,ufc-fight-night-atlantic-city,UFC Fight Night 45: Cerrone vs. Miller,282
23131-ufc-fight-night,073eee4e62f0d988,36425,827,ufn-dublin-ireland,UFC Fight Night 46: McGregor vs. Brandao,283
23617-ufc-on-fox-12,05fbfe628658c538,37719,829,FOX12,UFC on FOX 12: Lawler vs. Brown,284
24351-ufc-fight-night-47,fd7acf42bd6e7e95,37727,845,ufn-bangor-maine-fs1,UFC Fight Night 47: Bader vs. St. Preux,285
23028-ufc-fight-night,770b9d4813c25902,37741,835,ufc-fight-night-macao-cotai-arena,UFC Fight Night 48: Bisping vs. Le,286
23966-ufc-fight-night,063649e21bc9d6d5,37361,846,ufc-fight-night-bok-center-tulsa,UFC Fight Night 49: Henderson vs. dos Anjos,287
24694-ufc-177-jones-vs-gustafsson-2,269d103c96a4c3a5,38011,849,UFC177,UFC 177: Dillashaw vs. Soto,288
24825-ufc-fight-night-50,9bcfb40dbcd50568,38431,851,ufc-fight-night-ledyard,UFC Fight Night 50: Jacare vs. Mousasi 2,289
24352-ufc-fight-night,a71feb7ea7592a71,37743,850,ufc-fight-night-brasilia,UFC Fight Night 51: Bigfoot vs. Arlovski 2,290
23029-ufc,2dea80c069847321,37745,847,ufc-fight-night-saitama-arena-japan,UFC Fight Night 52: Hunt vs. Nelson,291
22390-ufc-178,3bb030257966b022,35507,836,UFC178,UFC 178: Johnson vs. Cariaso,292
23133-ufc-fight-night,8dc4f34c1f50d00d,37747,860,ufc-fight-night-stockholm,UFC Fight Night 53: Nelson vs. Story,293
22391-ufc-fight-night,0313bf497de9c470,35509,861,ufc-fight-night-halifax,UFC Fight Night 54: MacDonald vs. Saffiedine,294
24353-ufc-179,53f02bbc41d99432,37749,855,UFC179,UFC 179: Aldo vs. Mendes 2,295
26376-ufc-fight-night-55,371a1c91b24dec2b,40339,894,ufc-fight-night-sydney-australia,UFC Fight Night 55: Rockhold vs. Bisping,296
25633-ufc-fight-night,6ca68b636fbc1f18,40223,893,ufc-fight-night-uberlandia,UFC Fight Night 56: Shogun vs. St. Preux,297
24140-ufc-180-velasquez-vs-werdum,59851163aaf1aed8,37549,824,UFC180,UFC 180: Werdum vs. Hunt,298
23135-ufc-fight-night,155a02a8b4311057,39915,892,ufc-fight-night-austin,UFC Fight Night 57: Edgar vs. Swanson,299
22392-ufc-181,dfdd0c5dd0d4bc23,35511,853,UFC181,UFC 181: Hendricks vs. Lawler 2,300
26091-the-ultimate-fighter-20-finale,222d6b547de2e035,40679,912,the-ultimate-fighter-a-champion-will-be-crowned,The Ultimate Fighter 20 Finale,301
24669-ufc-on-fox-13,d4a12dfa4067742f,38839,879,ufc-fight-night-phoenix,UFC on FOX 13: Dos Santos vs. Miocic,302
25634-ufc-fight-night,4e5bbc4566049cbf,40613,880,ufc-fight-night-barueri,UFC Fight Night 58: Machida vs. Dollaway,303
23598-ufc-182-pettis-vs-melendez,a72d260b436924c4,38841,864,UFC182,UFC 182: Jones vs. Cormier,304
27634-ufc-fight-night,f9aa6376ae16bfb4,41773,895,ufc-fight-night-boston-2015,UFC Fight Night 59: McGregor vs. Siver,305
27583-ufc-on-fox-14-gustafsson-vs-evans,706404da0775dcbc,42123,906,ufc-fight-night-stockholm-sweden,UFC on FOX 14: Gustafsson vs. Johnson,306
25716-ufc-183-silva-vs-diaz,43563a32c3f10e95,39291,856,UFC183,UFC 183: Silva vs. Diaz,307
28035-ufc-fight-night-60,f9c7fe2682af3802,42065,915,ufc-fight-night-broomfield,UFC Fight Night 60: Henderson vs. Thatch,308
28054-ufc-fight-night-61,0577808d22dfe79c,38843,923,ufc-fight-night-porto-alegre,UFC Fight Night 61: Bigfoot vs. Mir,309
27642-ufc-184-weidman-vs-belfort,ad4e9055bf8cd04d,41893,896,UFC184,UFC 184: Rousey vs. Zingano,310
28236-ufc-185,f54200f1dfb9b5d4,42183,925,UFC185,UFC 185: Pettis vs. Dos Anjos,311
28237-ufc-fight-night-62,fa534853eb195270,42185,934,ufc-fight-night-rio-de-janeiro-2015,UFC Fight Night 62: Maia vs. LaFlare,312
28238-ufc-fight-night-64,16d09e800ad7ec79,42187,932,ufc-fight-night-fairfax-2015,UFC Fight Night 63: Mendes vs. Lamas,313
28239-ufc-fight-night-65,5de61b03868035ff,42189,936,ufc-fight-night-krakow-poland-2015,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,314
28240-ufc-fight-night-66,bc7cf284c1c2f16e,42191,927,ufc-fight-night-newark-new-jersey,UFC on FOX 15: Machida vs. Rockhold,315
28241-ufc-186,997b4f52f76a0b53,42193,929,UFC186,UFC 186: Johnson vs. Horiguchi,316
30291-ufc-fight-night-65-hunt-vs-miocic,8a1b4330c7957961,42195,950,ufc-fight-night-adelaide-australia-2015,UFC Fight Night 65: Miocic vs. Hunt,317
29712-ufc-fight-night,b1605ea39fba6af6,42197,946,ufc-fight-night-manila-2015,UFC Fight Night 66: Edgar vs. Faber,318
29455-ufc-187-aldo-vs-mcgregor,4f7e290e71d60f87,42199,945,UFC187,UFC 187: Johnson vs. Cormier,319
30066-ufc-fight-night-67,aae0897825336b1a,42201,957,ufc-fight-night-goiania-2015,UFC Fight Night 67: Condit vs. Alves,320
30065-ufc-fight-night-68-cormier-vs-bader,06dc1a58663579d2,42203,947,ufc-fight-night-new-orleans-2015,UFC Fight Night 68: Boetsch vs. Henderson,321
29313-ufc-188-velasquez-vs-werdum,a58114c6dd0add64,42205,930,UFC188,UFC 188: Velasquez vs. Werdum,322
29537-ufc-fight-night,194fc025f9355db6,42207,964,ufc-fight-night-berlin-germany-2015,UFC Fight Night 69: Jędrzejczyk vs. Penne,323
30909-ufc-fight-night-70,86e388ed20761ad9,42209,973,ufc-fight-night-hollywood-florida-2015,UFC Fight Night 70: Machida vs. Romero,324
26946-ufc-189,3be081c29bf734d9,42211,942,UFC189,UFC 189: Mendes vs. McGregor,325
31723-ufc-fight-night-71,a890f9a791ed615d,42213,971,sunday-july-12,The Ultimate Fighter 21 Finale,326
31105-ufc-fight-night,36877f0e62b25b96,42215,965,ufc-fight-night-san-diego-2015,UFC Fight Night 71: Mir vs. Duffee,327
29538-ufc-fight-night,ef7fa30364cbe7f2,42217,975,ufc-fight-night-glasgow-2015,UFC Fight Night 72: Bisping vs. Leites,328
29323-ufc-on-fox-16,0c3838c8f7c620c2,42219,967,ufc-fight-night-chicago-2015,UFC on FOX 16: Dillashaw vs. Barao 2,329
31250-ufc-190-rousey-vs-correia,a9c45a8b21eabadc,42221,960,UFC190,UFC 190: Rousey vs. Correia,330
31106-ufc-fight-night,b71667c778b6d9e5,42223,979,ufc-fight-night-nashville-2015,UFC Fight Night 73: Teixeira vs. St. Preux,331
33357-ufc-fight-night-74-holloway-vs-oliveira,2ce6541127b0e232,42225,984,ufc-fight-night-saskatoon-canada-2015,UFC Fight Night 74: Holloway vs. Oliveira,332
33167-ufc-191,82f5c81f4e3c3eb5,42229,992,UFC-191,UFC 191: Johnson vs. Dodson 2,333
32823-ufc-fight-night-78-nelson-vs-barnett,a4dd5c9a75763295,45847,1003,ufc-fight-night-japan-2015,UFC Fight Night 75: Barnett vs. Nelson,334
31112-ufc-192,119ebea97e914dcf,42235,990,UFC192,UFC 192: Cormier vs. Gustafsson,335
33860-ufc,f3155a94ca420126,47107,976,ufc-fight-night-dublin-2015,UFC Fight Night 76: Holohan vs. Smolka,336
34071-ufc-fight-night,5345f86680378fc1,42237,997,ufc-fight-night-sao-paulo-2015,UFC Fight Night 77: Belfort vs. Henderson 3,337
30831-ufc-193,8d04923f2db59b7f,42239,1002,UFC193,UFC 193: Rousey vs. Holm,338
34434-ufc-fight-night,243b07fc65ccbb16,42241,999,ufc-fight-night-monterrey-mexico-2015,UFC Fight Night 78: Magny vs. Gastelum,339
32865-ufc-fight-night-83,4d636c3aa1105950,42243,1013,,UFC Fight Night 79: Henderson vs. Masvidal,340
35219-ufc-fight-night-80,dd39f1ca787a3d9d,47669,1023,,UFC Fight Night 80: Namajunas vs. VanZant,341
34765-the-ultimate-fighter-22-finale,20fbff570c678e1c,47439,1011,,The Ultimate Fighter 22 Finale,342
34444-ufc-195-aldo-vs-mcgregor,354808cf38d9d73c,42245,1005,UFC194,UFC 194: Aldo vs. McGregor,343
34696-ufc-on-fox-17,80d918336163b80c,42249,1008,ufc-fight-night-orlando-2015,UFC on FOX 17: Dos Anjos vs. Cowboy 2,344
34862-ufc-195-rousey-vs-holm,380e8b023290d091,47465,1012,,UFC 195: Lawler vs. Condit,345
35374-ufc-fight-night-pettis-vs-alvarez,c6becb722706c7d8,47783,1022,,UFC Fight Night 81: Dillashaw vs. Cruz,346
35501-ufc-on-fox-18,b3fb8d2293e17a59,47933,1038,ufc-fight-night-new-jersey,UFC on FOX 18: Johnson vs. Bader,347
36542-ufc-196,de99da2c0d18d34a,47929,1056,fight-night-hendricks-vs-thompson,UFC Fight Night 82: Hendricks vs. Thompson,348
35520-ufc-fight-night-82,d56bb6dff2ae77eb,47935,1057,ufc-fight-night-pittsburgh-2016,UFC Fight Night 83: Cowboy vs. Cowboy,349
35496-ufc-fight-night,39c568f8c579913e,47937,1052,ufc-fight-night-london-2016,UFC Fight Night 84: Silva vs. Bisping,350
36627-ufc-197,db1f2ed63b54b9a7,47931,1060,UFC196,UFC 196: McGregor vs. Diaz,351
36756-ufc-fight-night,e60201cfab7d656d,47939,1062,ufc-fight-night-brisbane-2016,UFC Fight Night 85: Hunt vs. Mir,352
37670-ufc-fight-night-85,4887e5bc4dbb73ff,50295,1077,ufc-fight-night-zagreb-2016,UFC Fight Night 86: Rothwell vs. Dos Santos,353
38076-ufc-on-fox-19,e7e970d508529bf3,50261,1073,ufc-fight-night-tampa,UFC on FOX 19: Teixeira vs. Evans,354
36847-ufc-198,3d481aa374c954a1,50485,1080,UFC197,UFC 197: Jones vs. Saint Preux,355
37671-ufc-fight-night,a314687f372b2cec,50621,1088,ufc-fight-night-rotterdam-2016,UFC Fight Night 87: Overeem vs. Arlovski,356
37906-ufc-fight-night-87-jacare-vs-belfort,a4bf17bd3ba3423b,50217,1070,ufc198,UFC 198: Werdum vs. Miocic,357
38669-ufc-fight-night-88,990060b2a68a7b82,50941,1104,ufc-fight-night-las-vegas-may-2016,UFC Fight Night 88: Almeida vs. Garbrandt,358
38668-ufc-199-rockhold-vs-weidman-2,ff4c3ab594c7fac3,50937,1081,ufc-199,UFC 199: Rockhold vs. Bisping 2,359
38667-ufc-fight-night,563d051c9e769b24,50939,1098,ufc-fight-night-ottawa,UFC Fight Night 89: MacDonald vs. Thompson,360
38670-ufc-fight-night,45a2ba3ef82b9700,50943,1118,ufc-fight-night-las-vegas-july-2016,UFC Fight Night 90: Dos Anjos vs. Alvarez,361
37873-the-ultimate-fighter-22-finale,cd42bbe8887bba90,50075,1067,the-ultimate-fighter-finale-team-joanna-team-claudia,The Ultimate Fighter 23 Finale,362
35220-ufc-200,aa5b4eff51bdc7d1,47285,1102,UFC-200,UFC 200: Tate vs. Nunes,363
39393-ufc-fight-night-91,5e7a28f20927d64a,51841,1120,ufc-fight-night-sioux-falls,UFC Fight Night 91: McDonald vs. Lineker,364
39076-ufc-on-fox-20,8a028648f3f0761d,51563,1114,ufc-fight-night-chicago-2016,UFC on FOX 20: Holm vs. Shevchenko,365
39712-ufc-201,72cbe507644a587c,52199,1129,UFC-201,UFC 201: Lawler vs. Woodley,366
40152-ufc-fight-night-92,232c582f29f8f65e,52851,1146,ufc-fight-night-salt-lake-city,UFC Fight Night 92: Caceres vs. Rodriguez,367
39739-ufc-202,5da4e8dc02e50ac0,52567,1143,UFC-202,UFC 202: Diaz vs. McGregor 2,368
40403-ufc-on-fox-21,cfbccfed4e4796fe,52945,1150,ufc-fight-night-vancouver-2016,UFC on FOX 21: Maia vs. Condit,369
39753-ufc-fight-night,2b4faacc16d66898,52185,1139,ufc-fight-night-hamburg-2016,UFC Fight Night 93: Arlovski vs. Barnett,370
40102-ufc-203-miocic-vs-overeem,2dc7f1762dc0a7ef,52565,1138,UFC-203,UFC 203: Miocic vs. Overeem,371
40816-ufc-fight-night-94,d6455cb4bee503ce,53639,1160,ufc-fight-night-hidalgo,UFC Fight Night 94: Poirier vs. Johnson,372
40418-ufc-fight-night,e18012194473e8b0,53641,1167,ufc-fight-night-brasilia-2016,UFC Fight Night 95: Cyborg vs. Lansberg,373
40949-ufc-fight-night,a196332ee4aa8a82,54089,1165,ufc-fight-night-portland,UFC Fight Night 96: Lineker vs. Dodson,374
40792-ufc-204,154a6b3ffae264cd,54381,1168,ufc-204,UFC 204: Bisping vs. Henderson 2,375
41075-ufc-fight-night,6083f497c22cc075,51653,1164,ufc-fight-night-mexico-city-2016,UFC Fight Night 98: Dos Anjos vs. Ferguson,376
39362-ufc,4956f60b7fa57c1a,52249,1188,ufc-205,UFC 205: Alvarez vs. McGregor,377
41367-ufc-fight-night,6810d8d2dd557cf9,54983,1184,,UFC Fight Night 99: Mousasi vs. Hall 2,378
41368-ufc-fight-night,5cde96e0a1a1fffe,54993,1185,ufc-fight-night-brazil-nov-19-2016,UFC Fight Night 100: Bader vs. Nogueira 2,379
41369-ufc-fight-night,73e09f837f3b5ecc,54995,1191,,UFC Fight Night 101: Whittaker vs. Brunson,380
41342-the-ultimate-fighter-24-finale,bd4389b71fdc0ce2,54997,1135,the-ultimate-fighter-24-finale,The Ultimate Fighter 24 Finale,381
41370-ufc-fight-night,7139cd2ae4bf6a29,54999,1203,ufc-fight-night-albany,UFC Fight Night 102: Lewis vs. Abdurakhimov,382
41371-ufc-206,6e3282d57d2467a0,55001,1204,ufc-206,UFC 206: Holloway vs. Pettis,383
41372-ufc-fight-night,32541eb5d12668b4,55003,1207,ufc-fight-night-sacramento,UFC on FOX 22: VanZant vs. Waterson,384
41373-ufc-207,4b2390cfaceb91d8,55005,1210,ufc-207,UFC 207: Nunes vs. Rousey,385
42582-ufc-fight-night,46effbd1135423c5,56239,1219,ufc-fight-night-phoenix-2016,UFC Fight Night 103: Rodriguez vs. Penn,386
42697-ufc-on-fox-23,4512e46543b960ad,56245,1225,ufc-fight-night-denver-2017,UFC on FOX 23: Shevchenko vs. Peña,387
42635-ufc,6a8a06b542e1516d,56247,1226,ufc-fight-night-houston-2017,UFC Fight Night 104: Bermudez vs. Korean Zombie,388
42698-ufc-209,865aa315ea62c511,56249,1229,ufc-208,UFC 208: Holm vs. de Randamie,389
42677-ufc-fight-night,b4ad3a06ee4d660c,56251,1228,ufc-fight-night-halifax-2017,UFC Fight Night 105: Lewis vs. Browne,390
42699-ufc-210,20e403a1acfef130,56255,1234,ufc-209,UFC 209: Woodley vs. Thompson 2,391
42700-ufc-fight-night,47b7e4e60813b7b2,56257,1231,ufc-fight-night-brazil-march-2017,UFC Fight Night 106: Belfort vs. Gastelum,392
42681-ufc,c0231720fe516994,56259,1246,ufc-fight-night-london-2017,UFC Fight Night 107: Manuwa vs. Anderson,393
43812-ufc-210,e7bfdb5e0112891e,57531,1248,ufc-210,UFC 210: Cormier vs. Johnson 2,394
43966-ufc-fight-night,ed069a95aaaf4f56,57971,1259,,UFC on FOX 24: Johnson vs. Reis,395
44240-ufc-fight-night-108,bc7f7f0ba3db74d2,57969,1258,ufc-fight-night-nashville-2017,UFC Fight Night 108: Swanson vs. Lobov,396
43945-ufc-211,5df10509264586e5,57823,1252,ufc-211,UFC 211: Miocic vs. Dos Santos 2,397
44414-ufc-fight-night,1c7cce2f5c17160d,58405,1265,ufc-fight-night-stockholm-2017,UFC Fight Night 109: Gustafsson vs. Teixeira,398
44080-ufc-212,1507214bbc7a79e2,57993,1257,ufc-212,UFC 212: Aldo vs. Holloway,399
44562-ufc-fight-night-110,90e7447d8b7f3f35,58411,1275,ufc-fight-night-auckland-2017,UFC Fight Night 110: Lewis vs. Hunt,400
44376-ufc-fight-night,353de740bb6c7e75,58241,1277,ufc-fight-night-singapore-2017,UFC Fight Night 111: Holm vs. Correia,401
44840-ufc-fight-night-112,99bf06f20491cb54,58847,1276,ufc-fight-night-oklahoma-city-2017,UFC Fight Night 112: Chiesa vs. Lee,402
44082-the-ultimate-fighter-25-finale,23bd78c3f89bdb54,59007,1289,the-ultimate-fighter-redemption-finale,The Ultimate Fighter 25 Finale,403
44083-ufc-213,686cccbf1a4de453,59011,1282,ufc-213,UFC 213: Romero vs. Whittaker,404
44634-ufc-fight-night,d7907a9a968e4d29,58749,1293,ufc-fight-night-glasgow-2017,UFC Fight Night 113: Nelson vs. Ponzinibbio,405
44942-ufc-fight-night,9f3d6ddef3d3cccc,59505,1292,ufc-fight-night-long-island-2017,UFC on FOX 25: Weidman vs. Gastelum,406
44395-ufc-214,ff9578cdbfabd323,57825,1303,ufc-214,UFC 214: Cormier vs. Jones 2,407
45713-ufc-fight-night,f4a031ac205ac580,60029,1307,ufc-fight-night-mexico-city-2017,UFC Fight Night 114: Pettis vs. Moreno,408
44728-ufc-fight-night,a3244e3238541482,58751,1310,ufc-fight-night-rotterdam-2017,UFC Fight Night 115: Volkov vs. Struve,409
44084-ufc-216,d86e913c548c07c2,59759,1308,UFC-215,UFC 215: Nunes vs. Shevchenko 2,410
46943-ufc-fight-night-116,1979c80150f630c4,61995,1343,ufc-fight-night-pittsburgh-2017,UFC Fight Night 116: Rockhold vs. Branch,411
45800-ufc-fight-night,9211aae062b799d6,60113,1332,ufc-fight-night-japan-2017,UFC Fight Night 117: St. Preux vs. Okami,412
46805-ufc-216,cc5834a495d1ea08,61983,1341,UFC-216,UFC 216: Ferguson vs. Lee,413
44729-ufc-fight-night,d6b68eaf4b68b160,58753,1356,ufc-fight-night-poland-2017,UFC Fight Night 118: Cowboy vs. Till,414
47279-ufc-fight-night-119,a7724f51e32e763e,61997,1352,ufc-fight-night-brazil-oct-28-2017,UFC Fight Night 119: Machida vs. Brunson,415
46980-ufc,a25b71fe5e31fa97,61989,1348,UFC-217,UFC 217: Bisping vs. St. Pierre,416
47253-ufc-fight-night,d856a0080ac09ed7,62649,1353,ufc-fight-night-norfolk-nov-11-2017,UFC Fight Night 120: Poirier vs. Pettis,417
46847-ufc-fight-night,caced97768818230,61985,1354,ufc-fight-night-sydney-2017,UFC Fight Night 121: Werdum vs. Tybura,418
47252-ufc-fight-night,e7bc606d269896aa,62001,1363,ufc-fight-night-shanghai-nov-25-2017,UFC Fight Night 122: Bisping vs. Gastelum,419
47254-the-ultimate-fighter-26-finale,30e8b4505f5ccf92,61987,1364,the-ultimate-fighter-finale-dec-1-2017,The Ultimate Fighter 26 Finale,420
47255-ufc-218,9e30f69cc0869301,61991,1368,UFC-218,UFC 218: Holloway vs. Aldo 2,421
47256-ufc-fight-night,bcd124bcd3d5be46,62623,1386,ufc-fight-night-fresno-dec-9-2017,UFC Fight Night 123: Swanson vs. Ortega,422
47257-ufc-fight-night,eaa0a728cc91ef60,62621,1365,ufc-fight-night-winnipeg-dec-16-2017,UFC on FOX 26: Lawler vs. Dos Anjos,423
47258-ufc-219,04076783ca83d6ae,61993,1387,UFC-219,UFC 219: Cyborg vs. Holm,424
48676-ufc,fc1868f56d3036eb,63765,1408,ufc-fight-night-st-louis-january-14-2018,UFC Fight Night 124: Stephens vs. Choi,425
48687-ufc-220,02177caefe7c07d4,63763,1406,UFC-220,UFC 220: Miocic vs. N'Gannou,426
49007-ufc-fight-night-125,602bb270f2bdbf02,63969,1413,ufc-fight-night-charlotte-january-27-2018,UFC on FOX 27: Jacare vs. Brunson 2,427
48880-ufc-fight-night-125,7cf20446453f852b,63767,1418,ufc-fight-night-belem-february-3-2018,UFC Fight Night 125: Machida vs. Anders,428
48688-ufc-221,15515e797aedc137,63769,1411,UFC-221,UFC 221: Romero vs. Rockhold,429
49027-ufc-fight-night-127,d181689653115b6a,63971,1412,ufc-fight-night-austin-february-18-2018,UFC Fight Night 126: Cowboy vs. Medeiros,430
49028-ufc-fight-night-128,daa89f01e1c0f42a,63973,1425,ufc-fight-night-orlando-february-24-2018,UFC on FOX 28: Emmett vs. Stephens,431
48689-ufc-222,7929be8290289a47,63771,1422,UFC-222,UFC 222: Cyborg vs. Kunitskaya,432
49029-ufc-fight-night-129,eed2b71d77d95416,63975,1423,ufc-fight-night-london-march-17-2018,UFC Fight Night 127: Werdum vs. Volkov,433
50149-ufc-223,49e7e05f902479ca,65291,1444,UFC-223,UFC 223: Khabib vs. Iaquinta,434
50283-ufc-fight-night,620be7e0712d431b,65327,1446,ufc-fight-night-april-14-2018,UFC on FOX 29: Poirier vs. Gaethje,435
50670-ufc-fight-night,ad99fa5325519169,65387,1455,fight-night-atlantic-city-2018,UFC Fight Night 128: Barboza vs. Lee,436
50243-ufc-224,67ec58d7cf599835,65419,1453,UFC-224,UFC 224: Nunes vs. Pennington,437
50992-ufc-fight-night,3144121470023e9a,65581,1468,fight-night-santiago-2018,UFC Fight Night 129: Maia vs. Usman,438
51805-ufc-fight-night,f5990c11974d8e9c,66253,1478,fight-night-liverpool-2018,UFC Fight Night 130: Thompson vs. Till,439
50754-ufc-fight-night,d29b5c4f22c6357d,65423,1467,fight-night-utica-2018,UFC Fight Night 131: Rivera vs. Moraes,440
50751-ufc-225,2eae41f61776c60f,65421,1459,UFC-225,UFC 225: Whittaker vs. Romero 2,441
51323-ufc-fight-night,ac5f67109accb482,67121,1475,fight-night-asia-june-2018,UFC Fight Night 132: Cowboy vs. Edwards,442
49920-the-ultimate-fighter-27-finale,8215e4fe24e8e81b,65583,1503,the-ultimate-fighter-finale-july-6-2018,The Ultimate Fighter 27 Finale,443
49921-ufc-226,35585d970300d45a,65367,1447,Ufc-226,UFC 226: Miocic vs. Cormier,444
52391-ufc-fight-night-133,b45d6b73f4ca4467,66971,1504,fight-night-boise-2018,UFC Fight Night 133: Dos Santos vs. Ivanov,445
52081-ufc-fight-night,4f732e58ed907eff,66973,1507,fight-night-hamburg-2018,UFC Fight Night 134: Shogun vs. Smith,446
52629-ufc-on-fox-30,322a56923b396b4d,66975,1502,fight-night-canada-july-28-2018,UFC on FOX 30: Alvarez vs. Poirier 2,447
52344-ufc-227,03b1e846b09f721d,66977,1492,ufc-227,UFC 227: Dillashaw vs. Garbrandt 2,448
52393-ufc-fight-night,c0342805a1948cbb,66979,1528,fight-night-lincoln-2018,UFC Fight Night 135: Gaethje vs. Vick,449
53597-ufc-228,d5ae8074631762fc,69273,1530,ufc-228,UFC 228: Woodley vs. Till,450
53264-ufc-fight-night,8d49545dadf9b919,68195,1539,fight-night-moscow-sept-15-2018,UFC Fight Night 136: Hunt vs. Oleinik,451
53984-ufc-fight-night-137,852454c572675334,69275,1544,fight-night-sao-paulo-sept-22-2018,UFC Fight Night 137: Santos vs. Anders,452
49922-ufc-229,1ef0eae31904e534,69277,1566,UFC-229,UFC 229: Khabib vs. McGregor,453
53697-ufc-fight-night,33a331684283900f,69279,1564,ufc-moncton-2018,UFC Fight Night 138: Volkan vs. Smith,454
53519-ufc-230,20821819c401ced8,69281,1562,UFC-230,UFC 230: Cormier vs. Lewis,455
53520-ufc-fight-night,42c96a9c4802e2e1,69283,1559,ufc-denver-2018,UFC Fight Night 139: Korean Zombie vs. Rodriguez,456
54134-ufc-fight-night-140,aa3153a9941b4d44,69285,1578,ufc-south-america-2018,UFC Fight Night 140: Magny vs. Ponzinibbio,457
54135-ufc-fight-night-141,de25520d54eab12d,69287,1579,ufc-china-2018,UFC Fight Night 141: Blaydes vs. N'Gannou 2,458
54136-the-ultimate-fighter-28-finale,c7ac79839e86ce33,69289,1586,tuf-28-finale-2018,The Ultimate Fighter 28 Finale,459
54137-ufc-fight-night-142,d1d20e651e6cbc02,69291,1574,ufc-australia-2018,UFC Fight Night 142: Dos Santos vs. Tuivasa,460
54119-ufc-231,2a74bbba57058f12,69293,1584,UFC-231,UFC 231: Holloway vs. Ortega,461
54138-ufc-fight-night-143,7a703c565ccaa18f,69295,1587,ufc-milwaukee-2018,UFC on FOX 31: Lee vs. Iaquinta 2,462
49923-ufc-232,c046100aea0dba9a,69297,1583,UFC-232,UFC 232: Jones vs. Gustafsson 2,463
55048-ufc-fight-night,d4da8995fc91e7ef,72019,1623,ufc-fight-night-brooklyn-jan-19-2019,UFC on ESPN+ 1: Cejudo vs. Dillashaw,464
56348-ufc-fight-night-144,84283233ec42be5f,72023,1628,ufc-fight-night-brazil-2019,UFC on ESPN+ 2: Assunção vs. Moraes 2,465
56334-ufc-234,b5882371e2a3900d,72011,1620,ufc-234,UFC 234: Adesanya vs. Silva,466
56349-ufc-fight-night-145,a7a79b8efbceaaac,72025,1637,ufc-fight-night-phoenix-2019,UFC on ESPN 1: N'Gannou vs. Velasquez,467
56350-ufc-fight-night-146,6546af7ab545b90c,72051,1638,ufc-fight-night-czech-republic-2019,UFC on ESPN+ 3: Błachowicz vs. Santos,468
56351-ufc-235,2d5fbe2103f97053,72027,1625,ufc-235,UFC 235: Jones vs. Smith,469
56352-ufc-fight-night-147,e96d8538d3f9d0ed,72029,1639,ufc-fight-night-march-9-2019,UFC on ESPN+ 4: Lewis vs. Dos Santos,470
56327-ufc-fight-night,80eacd4da0617c57,72031,1626,ufc-fight-night-london-2019,UFC on ESPN+ 5: Till vs. Masvidal,471
56353-ufc-fight-night-149,487c170da059857d,72033,1654,ufc-fight-night-march-23-2019,UFC on ESPN+ 6: Thompson vs. Pettis,472
56354-ufc-fight-night-150,9649d75defe0dedb,72035,1648,ufc-fight-night-march-30-2019,UFC on ESPN 2: Barboza vs. Gaethje,473
57504-ufc-236,b0550072e5f0afa7,73333,1666,ufc-236,UFC 236: Holloway vs. Poirier 2,474
