id,event_id,bout_order,fighter_1_id,fighter_2_id,fighter_1_weight_lbs,fighter_2_weight_lbs,fighter_1_fighting_out_of,fighter_2_fighting_out_of,decision_type
1914,199,6,514,955,155.0,155.0,"San Jose, CA","San Francisco, CA",Unanimous Decision
1036,112,1,348,277,155.0,155.0,"Las Vegas, NV","Coconut Creek, FL",Unanimous Decision
1037,112,2,290,241,170.0,170.0,"Fresno, CA","Indianapolis, IN",Unanimous Decision
1039,112,3,283,327,185.0,185.0,"Montreal, Quebec, Canada","Hamilton, NJ",Split Decision
1040,112,4,354,273,205.0,205.0,"Las Vegas, NV","Irvine, CA",Unanimous Decision
1049,113,1,310,319,155.0,155.0,"Toms River, NJ","Jupiter, FL",Unanimous Decision
1050,113,2,435,618,204.0,206.0,"San Diego, CA","Renton, WA",Unanimous Decision
1656,170,1,855,861,135.5,135.5,"Boise, ID","Tokyo, Japan",Unanimous Decision
1062,114,1,586,621,170.0,170.0,"Portland, OR","Coconut Creek, FL",Unanimous Decision
1063,114,2,623,622,205.0,205.0,"Endicott, NY","New York, NY",Unanimous Decision
1057,114,3,373,300,170.0,167.0,"Cortland, NY","Long Island, NY",Unanimous Decision
1053,114,4,308,287,155.0,155.0,"Boston, MA","Minneapolis, MN",Unanimous Decision
1055,114,5,582,318,265.0,250.0,"Minneapolis, MN","Las Vegas, NV",Unanimous Decision
1056,114,6,289,352,170.0,170.0,"Montreal, Quebec, Canada","San Jose, CA",Unanimous Decision
1064,115,1,556,379,170.0,170.0,"Yamagata City, Japan","Atlanta, GA",Split Decision
1067,115,2,286,349,156.0,155.0,"Point Pleasant, NJ","Florianopolis, Brazil",Unanimous Decision
1068,115,3,594,601,170.0,170.0,"Busan, South Korea","Cincinnati, OH",Split Decision
1070,115,4,154,596,185.0,184.5,"Temecula, CA","Rio de Janeiro, Brazil",Unanimous Decision
3903,401,1,2269,2270,,,,,Unanimous Decision
3904,401,2,2271,1234,,,,,Unanimous Decision
3906,401,3,1152,2274,,,,,Unanimous Decision
3907,401,4,2275,2276,,,,,Unanimous Decision
1081,116,1,385,362,185.0,185.0,"Biloxi, MS","Portland, OR",Unanimous Decision
1082,116,2,276,572,155.0,155.0,"Johnsburg, IL","Los Angeles, CA",Unanimous Decision
1083,116,3,304,451,155.0,155.0,"Stockton, CA","Bettendorf, IA",Split Decision
1915,200,1,1006,1003,194.0,190.5,,,Split Decision
1916,200,2,1004,1005,172.0,170.5,,,Split Decision
1917,200,3,476,1002,203.0,204.0,"San Jose, CA","Coarsegold, CA",Unanimous Decision
1918,201,1,984,370,155.0,155.0,"Fresno, CA","North Platte, NE",Unanimous Decision
1919,201,2,498,532,183.8,185.6,"Rochester, NY","Honolulu, HI",Unanimous Decision
1088,117,1,266,381,155.0,155.0,,,Unanimous Decision
1089,117,2,587,259,156.0,155.0,"Rio de Janeiro, Brazil","London, England",Unanimous Decision
1092,117,3,632,554,169.0,171.0,"Nottingham, England","Niiza, Saitama, Japan",Split Decision
1094,117,4,241,274,170.0,170.0,"Indianapolis, IN","Walsall, England",Unanimous Decision
1096,117,5,356,435,205.0,203.0,"Albuquerque, NM","San Diego, CA",Split Decision
1097,117,6,271,306,185.0,186.0,"Manchester, England","Oahu, HI",Unanimous Decision
1098,118,1,302,391,170.0,171.0,"Westbury, NY","Las Vegas, NV",Unanimous Decision
1099,118,2,319,277,156.0,156.0,"Jupiter, FL","Coconut Creek, FL",Unanimous Decision
1101,118,3,625,634,185.0,186.0,"Whippany, NJ","Gresham, OR",Unanimous Decision
1104,118,4,251,348,156.0,155.0,"Oak Grove, MN","Las Vegas, NV",Unanimous Decision
1106,118,5,296,346,155.0,156.0,"Las Vegas, NV","Slidell, LA",Unanimous Decision
1107,118,6,294,290,171.0,170.0,"Coconut Creek, FL","Fresno, CA",Unanimous Decision
1666,171,1,384,709,206.0,202.0,,,Split Decision
1667,171,2,844,800,156.0,155.5,"Albuquerque, NM","Huntington Beach, CA",Unanimous Decision
1668,171,3,472,840,184.5,189.0,"West Linn, OR","Rio de Janeiro, Brazil",Unanimous Decision
1112,119,1,487,313,156.0,155.0,,,Unanimous Decision
1920,202,1,1007,1008,136.0,134.0,,,Unanimous Decision
1921,202,2,488,462,163.0,164.0,"Denver, CO","Coconut Creek, FL",Unanimous Decision
1922,202,3,999,997,155.0,156.0,,,Unanimous Decision
1669,172,1,806,857,145.0,146.0,"Palm Springs, CA","Chiba, Japan",Unanimous Decision
1670,172,2,874,875,146.0,146.0,,,Unanimous Decision
1671,172,3,878,876,135.0,136.0,"Sacramento, CA","Tempe, AZ",Unanimous Decision
1122,120,1,396,359,228.0,246.0,"Maui, HI","Temecula, CA",Unanimous Decision
1127,120,2,375,614,173.5,173.5,"Coconut Creek, FL","Carlsbad, CA",Unanimous Decision
1119,120,3,629,331,156.0,156.0,"Whippany, NJ","Dallas, TX",Unanimous Decision
1132,121,1,643,644,156.0,153.0,"Hilo, HI","Tucson, AZ",Split Decision
1133,121,2,645,646,204.0,205.0,"Orlando, FL","San Jose, CA",Unanimous Decision
1141,121,3,655,656,156.0,156.0,"Tempe, AZ","Brooklyn, NY",Unanimous Decision
1143,122,1,609,556,170.0,171.0,"Olympia, WA","Yamagata, Japan",Unanimous Decision
1146,122,2,368,421,185.0,186.0,"Kanagawa, Japan","San Diego, CA",Unanimous Decision
1157,123,1,275,241,169.0,171.0,"Bangor, ME","Indianapolis, IN",Split Decision
1159,123,2,596,162,184.0,185.0,"Rio de Janeiro, Brazil","Salt Lake City, UT",Unanimous Decision
1161,123,3,154,357,202.0,203.0,"Temecula, CA","Cincinnati, OH",Split Decision
1672,173,1,805,877,134.0,136.0,,,Unanimous Decision
1673,173,2,813,841,135.0,135.5,,,Unanimous Decision
1674,173,3,407,844,155.0,154.5,"Tempe, AZ","Albuquerque, NM",Split Decision
1162,124,1,666,562,171.0,171.0,"Bethel, CT","Tampa, FL",Split Decision
1163,124,2,420,344,205.0,206.0,"Indianapolis, IN","Sacramento, CA",Split Decision
1164,124,3,665,586,171.0,170.0,"Boston, MA","Rio de Janeiro, Brazil",Split Decision
1165,124,4,349,341,155.0,155.0,"Florianopolis, Brazil","Hollywood, CA",Unanimous Decision
1166,124,5,352,554,171.0,171.0,"San Jose, CA","Nakano, Tokyo, Japan",Unanimous Decision
1167,124,6,276,304,156.0,156.0,"Johnsburg, IL","Stockton, CA",Split Decision
1169,124,7,623,315,206.0,206.0,"Endicott, NY","Las Vegas, NV",Unanimous Decision
1172,125,1,603,621,171.0,171.0,"Las Vegas, NV","Coconut Creek, FL",Unanimous Decision
1183,126,1,578,564,169.0,168.0,,,Unanimous Decision
1194,126,2,353,285,156.0,155.0,"San Diego, CA","Victorville, CA",Unanimous Decision
1675,174,1,879,871,145.0,145.2,,,Split Decision
1676,174,2,861,880,135.2,135.2,,,Split Decision
1677,174,3,703,804,171.0,171.0,,,Unanimous Decision
1678,174,4,869,881,156.0,155.5,,,Split Decision
1679,174,5,800,817,156.0,155.5,"Huntington Beach, CA","Dallas, TX",Majority Decision
1680,174,6,882,883,154.5,156.0,"Chicago, IL","Wonder Lake, IL",Unanimous Decision
1197,127,1,627,583,204.0,205.0,,,Unanimous Decision
1200,127,2,296,629,155.0,154.5,"Las Vegas, NV","Whippany, NJ",Unanimous Decision
1204,127,3,273,356,205.0,204.0,"Irvine, CA","Albuquerque, NM",Unanimous Decision
1208,128,1,414,682,185.0,186.0,"Milford, MA","Myrtle Beach, SC",Split Decision
1211,128,2,327,634,185.5,185.0,"Hamilton, NJ","Gresham, OR",Unanimous Decision
1212,128,3,265,345,156.5,158.0,"Coconut Creek, FL","Des Moines, IA",Unanimous Decision
1214,128,4,348,635,156.0,156.0,"Las Vegas, NV","Rio de Janeiro, Brazil",Unanimous Decision
1215,128,5,653,384,206.0,205.0,"Tempe, AZ","Coconut Creek, FL",Unanimous Decision
1217,128,6,411,684,170.0,170.5,"Las Vegas, NV","Albuquerque, NM",Split Decision
2824,293,1,1732,1611,145.8,145.0,"Phoenix, AZ","Miami, FL",Split Decision
1681,175,1,884,871,145.0,149.0,,,Unanimous Decision
1682,175,2,885,816,135.5,135.5,,,Unanimous Decision
1683,175,3,886,887,146.0,144.0,,,Unanimous Decision
1684,175,4,813,888,135.0,134.5,,,Unanimous Decision
1685,175,5,889,890,145.5,146.0,"Atlanta, GA","Kenosha, WI",Unanimous Decision
1686,175,6,878,527,134.0,135.0,"Sacramento, CA","Island Lake, IL",Unanimous Decision
1687,175,7,849,891,135.0,135.0,"East Chicago, IN","Kanagawa, Japan",Unanimous Decision
2809,292,1,1699,1752,170.2,169.0,,,Unanimous Decision
2811,292,2,1701,1724,169.2,168.8,,,Unanimous Decision
2813,292,3,960,1754,168.0,165.5,"Ciudad Juárez, Chihuahua, Mexico","Denver, CO",Unanimous Decision
2815,292,4,1446,1755,144.8,146.2,"Sao Paulo, Brazil","Albuquerque, NM",Unanimous Decision
2816,292,5,1385,1756,155.8,154.2,,,Unanimous Decision
1923,203,1,1010,1009,170.0,170.0,,,Unanimous Decision
2798,291,1,1741,1742,145.0,147.0,"Rio de Janeiro, Brazil","Albuquerque, NM",Unanimous Decision
2805,291,2,1713,232,185.0,185.0,,,Unanimous Decision
1218,129,1,647,654,205.0,204.0,"Boulder, CO","Murrieta, CA",Unanimous Decision
1219,129,2,685,556,169.0,171.0,"Cole Harbour, Nova Scotia, Canada","Yamagata City, Japan",Split Decision
1221,129,3,362,447,186.0,185.0,"Portland, OR","Montreal, Quebec, Canada",Unanimous Decision
1223,129,4,660,686,185.0,185.0,"Montreal, Quebec, Canada","Paris, France",Unanimous Decision
1224,129,5,574,638,206.0,205.0,"Sao Paulo, Brazil","Las Vegas, NV",Unanimous Decision
1556,129,6,381,331,155.0,155.0,"London, Ontario, Canada","Dallas, TX",Unanimous Decision
1228,129,7,321,278,182.0,185.0,"Curitiba, Brazil","Rio de Janeiro, Brazil",Unanimous Decision
2788,290,1,769,1733,155.0,154.5,,,Unanimous Decision
2783,289,1,1708,1648,146.0,145.0,"San Bernardino, CA","Houston, TX",Unanimous Decision
2787,289,2,1580,1446,145.8,145.5,"Santa Rosa, CA","Sao Paulo, Brazil",Unanimous Decision
2122,226,1,1141,1142,155.6,155.4,,,Unanimous Decision
2137,226,2,1143,1144,180.6,184.0,,,Majority Decision
2138,226,3,1145,1146,145.8,145.6,"Irvine, CA","Sacramento, CA",Unanimous Decision
2139,226,4,1147,1001,135.0,135.4,"Victoria, British Columbia, Canada","Tacoma, WA",Unanimous Decision
2774,288,1,1300,1721,136.0,136.0,,,Unanimous Decision
2778,288,2,1687,1726,155.5,154.0,,,Unanimous Decision
1229,130,1,644,652,154.0,156.0,"Tucson, AZ","Las Vegas, NV",Split Decision
1237,130,2,310,251,155.0,156.0,"Toms River, NJ","Oak Grove, MN",Unanimous Decision
1238,130,3,472,625,186.0,185.0,"West Linn, OR","Whippany, NJ",Unanimous Decision
1240,130,4,204,329,170.0,171.0,"Hillsboro, IL","East Meadow, NY",Unanimous Decision
2757,286,1,1646,1652,155.0,154.0,,,Split Decision
2761,286,2,1679,1711,145.0,145.0,,,Unanimous Decision
2750,285,1,1217,1682,175.0,173.0,,,Unanimous Decision
2751,285,2,776,1135,254.0,217.0,"Honolulu, HI","Tacoma, WA",Unanimous Decision
2754,285,3,846,634,184.2,184.5,,,Unanimous Decision
2755,285,4,1446,1708,145.5,145.5,"Sao Paulo, Brazil","San Bernardino, CA",Split Decision
1924,204,1,483,180,206.0,204.0,"Las Vegas, NV","Las Vegas, NV",Unanimous Decision
1925,204,2,432,253,170.0,168.0,"Phoenix, AZ","Long Island, NY",Unanimous Decision
1688,176,1,801,855,135.5,134.0,,,Split Decision
1689,176,2,341,879,144.0,145.5,,,Unanimous Decision
1690,176,3,522,791,144.0,143.5,"Coconut Creek, FL","Sacramento, CA",Unanimous Decision
2742,284,1,1694,1695,136.0,136.0,,,Unanimous Decision
2745,284,2,1037,1388,169.5,170.0,,,Unanimous Decision
2746,284,3,1662,1699,170.0,170.2,"Springfield, MA","Philadelphia, PA",Unanimous Decision
1242,131,1,662,690,170.0,169.0,"Brighton, Sussex, England","Vancouver, WA",Unanimous Decision
1244,131,2,578,641,156.0,155.0,"Liverpool, England","Little Rock, AK",Unanimous Decision
1245,131,3,274,691,169.0,169.0,"Walsall, England","Geislingen, Germany",Unanimous Decision
1248,131,4,632,275,170.0,171.0,"Nottingham, England","Bangor, ME",Split Decision
1249,131,5,380,258,154.0,155.0,"Bettendorf, IA","Kanagawa, Japan",Unanimous Decision
1252,131,6,590,269,239.0,230.0,"San Jose, CA","Paris, France",Unanimous Decision
1253,131,7,357,169,194.0,194.0,"Cincinnati, OH","Las Vegas, NV",Unanimous Decision
2140,227,1,1158,1159,155.5,154.5,,,Unanimous Decision
2141,227,2,1160,1161,185.5,184.0,,,Unanimous Decision
2142,227,3,917,1162,145.0,144.0,,,Unanimous Decision
2143,227,4,1147,1163,134.0,134.5,"Victoria, British Columbia, Canada","Sioux Falls, SD",Unanimous Decision
2144,227,5,313,1034,157.5,158.5,"Cincinnati, OH","Hollywood, CA",Unanimous Decision
2145,227,6,1033,1164,184.5,185.0,"Albuquerque, NM","Rondonopolis, Mato Grosso, Brazil",Split Decision
2734,283,1,1611,1687,149.0,150.5,,,Unanimous Decision
1258,132,1,609,695,171.0,171.0,"Olympia, WA","Yuma, AZ",Split Decision
1259,132,2,398,265,155.0,155.0,"New Orleans, LA","Coconut Creek, FL",Split Decision
1260,132,3,285,304,155.0,156.0,"Victorville, CA","Stockton, CA",Unanimous Decision
1261,132,4,696,697,156.0,155.0,"Sunderland, England","Leicester, England",Unanimous Decision
1262,132,5,241,599,170.0,171.0,"Indianapolis, IN","Des Moines, IA",Unanimous Decision
1264,132,6,353,276,156.0,155.0,"San Diego, CA","Johnsburg, IL",Split Decision
1267,133,1,594,685,171.0,170.0,"Busan, South Korea","Cole Harbour, Nova Scotia, Canada",Unanimous Decision
1269,133,2,629,572,155.0,154.0,"Whippany, NJ","Las Vegas, NV",Unanimous Decision
1270,133,3,95,315,205.0,205.0,"Columbus, OH","Las Vegas, NV",Unanimous Decision
1272,133,4,700,385,185.0,186.0,"Osaka, Japan","Biloxi, MS",Split Decision
1274,133,5,289,294,170.0,170.0,"Montreal, Quebec, Canada","Coconut Creek, FL",Unanimous Decision
1276,133,6,352,677,170.0,170.0,"San Jose, CA","Brasilia, Brazil",Unanimous Decision
1280,134,1,603,666,170.0,169.5,"Las Vegas, NV","Bethel, CT",Unanimous Decision
1281,134,2,268,278,185.5,185.0,"Miami, FL","Rio de Janeiro, Brazil",Split Decision
1282,134,3,665,373,169.5,170.0,"Boston, MA","Cortland, NY",Split Decision
1283,134,4,286,451,154.5,155.5,"Point Pleasant, NJ","Des Moines, IA",Unanimous Decision
1284,134,5,327,284,185.0,185.5,"Hamilton, NJ","Maui, HI",Unanimous Decision
1286,134,6,487,643,154.0,156.0,"Albuquerque, NM","Hilo, HI",Unanimous Decision
1691,177,1,892,893,145.0,146.0,,,Split Decision
1692,177,2,874,884,145.0,145.0,,,Unanimous Decision
1693,177,3,815,881,155.0,155.0,,,Unanimous Decision
1694,177,4,873,817,156.0,159.0,,,Unanimous Decision
1695,177,5,299,890,145.0,146.0,"Lubbock, TX","Kenosha, WI",Split Decision
1696,177,6,891,527,135.0,136.0,"Kanagawa, Japan","Island Lake, IL",Split Decision
1697,177,7,813,878,135.0,135.0,"San Diego, CA","Sacramento, CA",Unanimous Decision
1926,205,1,497,617,169.0,169.5,,,Unanimous Decision
1289,135,1,672,277,155.0,155.0,,,Split Decision
1290,135,2,679,667,185.5,185.5,"Vallejo, CA","Brick, NJ",Split Decision
1292,135,3,705,396,260.0,238.0,"Chicago, IL","Las Vegas, NV",Unanimous Decision
1295,135,4,435,649,205.0,205.0,"San Diego, CA","Temecula, CA",Unanimous Decision
1299,135,5,317,120,231.0,220.0,"Rio de Janeiro, Brazil","Las Vegas, NV",Unanimous Decision
1308,136,1,710,428,169.5,171.0,"Vancouver, WA","Brainerd, MN",Unanimous Decision
1346,136,2,602,721,186.0,185.0,"Tempe, AZ","Huntington Beach, CA",Unanimous Decision
1348,136,3,687,638,205.5,206.0,"Scranton, PA","Las Vegas, NV",Unanimous Decision
1300,136,4,303,615,184.0,186.0,"Gresham, OR","Breaux Bridge, LA",Unanimous Decision
1302,136,5,684,708,171.0,170.5,"Albuquerque, NM","Omaha, NE",Split Decision
1303,136,6,296,287,155.5,156.0,"Las Vegas, NV","Minneapolis, MN",Split Decision
1309,137,1,635,334,155.5,155.5,,,Unanimous Decision
1310,137,2,454,711,205.0,203.0,"El Segundo, CA","Zagreb, Croatia",Unanimous Decision
1311,137,3,647,627,205.0,205.0,"Boulder, CO","Omaha, NE",Split Decision
1313,137,4,714,713,155.0,155.2,,,Unanimous Decision
2157,230,1,1176,1177,176.6,175.4,,,Unanimous Decision
2158,230,2,1178,1179,148.0,146.6,,,Unanimous Decision
1698,178,1,894,893,144.5,145.0,,,Split Decision
1699,178,2,805,842,134.5,135.0,,,Unanimous Decision
1700,178,3,808,816,135.5,135.5,,,Unanimous Decision
1701,178,4,889,895,146.0,146.0,"Atlanta, GA","Montreal, Quebec, Canada",Split Decision
1702,178,5,896,557,156.0,156.0,"Troutdale, OR","New Smyrna Beach, FL",Unanimous Decision
1703,178,6,897,844,155.0,154.5,"Glendale, AZ","Albuquerque, NM",Unanimous Decision
1323,138,1,646,639,205.5,204.5,,,Split Decision
1325,138,2,472,368,185.0,185.0,,,Unanimous Decision
1327,138,3,653,424,205.0,205.5,"Tempe, AZ","Milwaukee, WI",Unanimous Decision
1330,138,4,265,451,157.0,156.5,"Coconut Creek, FL","Des Moines, IA",Unanimous Decision
1332,138,5,350,355,202.5,204.5,"Belem, Brazil","Curitiba, Brazil",Unanimous Decision
2159,231,1,1180,1152,171.0,170.5,,,Unanimous Decision
2160,231,2,1181,1182,155.5,154.0,,,Unanimous Decision
2161,231,3,1184,1183,132.5,134.5,"Fresno, CA","Coeur d'Alene, ID",Unanimous Decision
2162,231,4,984,313,159.0,159.0,"Fresno, CA","Cincinnati, OH",Unanimous Decision
1927,206,1,1011,1012,156.0,155.5,,,Unanimous Decision
1928,206,2,1013,563,170.0,171.0,,,Unanimous Decision
1929,206,3,403,1015,242.0,263.0,"Marina del Rey, CA","Coconut Creek, FL",Unanimous Decision
1930,206,4,1014,502,184.5,184.0,"San Francisco, CA",Parts Unknown,Unanimous Decision
1338,139,1,662,274,170.0,170.0,"Brighton, Sussex, England","Walsall, England",Unanimous Decision
1342,139,2,632,406,171.0,170.0,"Nottingham, England","San Jose, CA",Unanimous Decision
1343,139,3,120,435,204.0,204.0,"Las Vegas, NV","San Diego, CA",Unanimous Decision
1704,179,1,898,877,136.0,136.0,,,Unanimous Decision
1705,179,2,882,899,155.0,156.0,,,Unanimous Decision
1706,179,3,801,861,136.0,136.0,,,Unanimous Decision
1707,179,4,892,874,146.0,146.0,,,Unanimous Decision
1708,179,5,900,800,156.0,155.0,"North Hollywood, CA","Huntington Beach, CA",Split Decision
1709,179,6,341,299,146.0,146.0,"Hollywood, CA","Lubbock, TX",Unanimous Decision
2163,232,1,1028,1185,184.0,185.0,,,Split Decision
1350,140,1,258,722,155.5,155.5,"Kanagawa, Japan","San Diego, CA",Majority Draw
1354,140,2,604,253,170.0,170.0,"Richmond, VA","Las Vegas, NV",Unanimous Decision
1357,140,3,677,723,169.0,170.0,"Brasilia, Brazil","White Bear Lake, MN",Unanimous Decision
1359,140,4,354,113,205.0,204.0,"Las Vegas, NV","Huntington Beach, CA",Split Decision
1362,141,1,687,726,205.0,203.0,,,Unanimous Decision
1363,141,2,727,728,247.0,251.0,"Granite City, IL","Denver, CO",Split Decision
1367,141,3,733,267,212.0,208.0,"Miami, FL","Omaha, NE",Unanimous Decision
1373,142,1,703,737,171.0,171.0,"Las Vegas, NV","Ludlow, MA",Unanimous Decision
1374,142,2,331,643,156.0,156.0,"Dallas, TX","Hilo, HI",Unanimous Decision
1376,142,3,674,484,247.0,255.0,"Beverwijk, Netherlands","San Jose, CA",Majority Decision
1378,142,4,352,710,171.0,171.0,"San Jose, CA","Vancouver, WA",Unanimous Decision
1931,207,1,986,1016,145.6,143.2,,,Unanimous Decision
1932,207,2,1017,1018,155.5,154.5,,,Unanimous Decision
1933,207,3,955,514,154.0,153.0,"San Francisco, CA","San Jose, CA",Unanimous Decision
1710,180,1,901,890,146.0,145.0,,,Unanimous Decision
1711,180,2,902,903,135.0,135.0,,,Unanimous Decision
1712,180,3,904,905,155.0,156.0,,,Unanimous Decision
1713,180,4,883,906,155.0,155.0,,,Split Decision
1714,180,5,855,891,135.0,135.0,"Boise, ID","Kanagawa, Japan",Unanimous Decision
1386,143,1,713,738,156.0,155.0,,,Unanimous Decision
1389,143,2,381,336,155.0,155.0,"London, Ontario, Canada","Bridgewater, MA",Unanimous Decision
1391,143,3,320,263,205.0,205.0,"Albuquerque, NM","Sao Paulo, Brazil",Unanimous Decision
1715,181,1,907,842,136.0,136.0,"Dallas, TX","Albuquerque, NM",Unanimous Decision
1716,181,2,808,644,135.0,135.5,"Chesterton, IN","Las Vegas, NV",Unanimous Decision
1717,181,3,886,908,136.0,135.5,"Rio de Janeiro, Brazil","Rapid City, SD",Unanimous Decision
1718,181,4,805,885,134.0,135.0,"Ontario, CA","Osaka, Japan",Split Decision
1719,181,5,894,909,146.0,144.5,"Copiague, NY","Virginia Beach, VA",Unanimous Decision
1720,181,6,910,896,155.0,156.0,"Austin, TX","Troutdale, OR",Unanimous Decision
1396,144,1,667,468,185.0,185.0,"Brick, NJ","Tempe, AZ",Split Decision
1398,144,2,635,584,155.0,155.0,"Rio de Janeiro, Brazil","Baton Rouge, LA",Unanimous Decision
1400,144,3,349,714,155.0,155.0,"Florianopolis, Brazil","Eden Prairie, MN",Majority Draw
1401,144,4,690,701,170.0,170.0,"Vancouver, WA","Bettendorf, IA",Split Decision
1402,144,5,306,721,185.0,185.0,"Oahu, HI","Huntington Beach, CA",Unanimous Decision
1392,144,6,604,609,170.0,170.0,"Richmond, VA","Olympia, WA",Unanimous Decision
1393,144,7,681,645,185.0,185.0,"Phoenix, AZ","Orlando, FL",Split Decision
1395,144,8,296,304,155.0,155.0,"Las Vegas, NV","Stockton, CA",Split Decision
1934,208,1,1019,1020,144.5,144.8,,,Unanimous Decision
1935,208,2,497,432,170.2,170.5,"Las Vegas, NV","Phoenix, AZ",Unanimous Decision
1936,208,3,1021,1022,154.5,154.0,,,Majority Decision
1405,145,1,706,688,263.0,263.0,"Fargo, ND","Edmonton, Alberta, Canada",Majority Decision
1406,145,2,746,687,205.0,205.0,,,Unanimous Decision
1407,145,3,334,656,155.0,155.0,"Irvine, CA","Brooklyn, NY",Unanimous Decision
1409,145,4,398,747,155.0,156.0,"Albuquerque, NM","Rio de Janeiro, Brazil",Unanimous Decision
1410,145,5,572,580,156.0,156.0,"Los Angeles, CA","Sacramento, CA",Unanimous Decision
1412,145,6,552,625,186.0,185.0,"Sao Paulo, Brazil","Whippany, NJ",Unanimous Decision
1414,145,7,472,322,185.0,186.0,"West Linn, OR","Denver, CO",Unanimous Decision
1417,146,1,602,598,185.0,185.0,"Tempe, AZ","Zadar, Croatia",Unanimous Decision
1422,146,2,568,285,155.0,155.0,"Vancouver, WA","Albuquerque, NM",Unanimous Decision
1423,146,3,169,271,185.0,185.0,"Las Vegas, NV","Manchester, England",Unanimous Decision
2164,233,1,1186,1060,185.5,183.0,"Waianae, HI","Half Moon Bay, CA",Unanimous Decision
2165,233,2,1187,1010,170.0,169.0,"Temecula, CA","San Jose, CA",Unanimous Decision
2166,233,3,1147,1188,134.0,132.0,"Victoria, British Columbia, Canada","Tokyo, Japan",Unanimous Decision
1721,182,1,644,299,145.5,145.0,"Las Vegas, NV","Lubbock, TX",Split Draw
1722,182,2,911,901,145.0,144.0,"Sacramento, CA","Cedar Rapids, IA",Unanimous Decision
1723,182,3,892,894,144.5,145.0,"Kansas City, MO","Copiague, NY",Majority Decision
1431,147,1,627,424,205.0,205.0,"Omaha, NE","Milwaukee, WI",Unanimous Decision
1432,147,2,710,750,170.0,170.0,"Vancouver, WA","Anchorage, AK",Unanimous Decision
1435,147,3,454,647,205.0,204.0,"El Segundo, CA","Boulder, CO",Split Decision
2167,234,1,1017,1013,160.8,161.0,"San Jose, CA","Indianapolis, IN",Unanimous Decision
2168,234,2,1189,969,170.5,171.2,"Rio de Janeiro, Brazil","San Francisco, CA",Split Decision
1438,148,1,720,726,205.0,206.0,,,Unanimous Decision
1442,148,2,629,311,155.0,154.0,"Whippany, NJ","Woodbridge, Ontario, Canada",Unanimous Decision
