id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
1423-ufc-fight-night-1-the-american-psycho-stephan-bonnar-vs-sam-alaskan-assassin-hoger,994739f676c2105f,ufc-fight-night-1,6,stephan-bonnar-the-american-psycho,sam-hoger-alaskan-assassin,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 6 of 8),205 lbs (93.0 kg),,,206.0 lbs (93.4 kgs),205.0 lbs (93.0 kgs),Xtreme Couture,724-xtreme-couture,Hoger MMA,282-hoger-mma
1427-ufc-fight-night-1-chris-the-crippler-leben-vs-patrick-the-predator-cote,389b7ca84b333c4c,ufc-fight-night-1,7,chris-leben-the-crippler,patrick-cote-the-predator,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 7 of 8),185 lbs (83.9 kg),,,185.5 lbs (84.1 kgs),185.0 lbs (83.9 kgs),Arena Gym,7917-arena-gym,Brazilian Top Team Canada (Primary); Speedy Gym (Other),246-brazilian-top-team-canada; 376-speedy-gym
1430-ufc-fight-night-1-nate-the-great-marquardt-vs-ivan-salaverry,fd2f0f36b1eb5f83,ufc-fight-night-1,8,nate-marquardt-the-great,ivan-salaverry,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Event (fight 8 of 8),185 lbs (83.9 kg),,,184.0 lbs (83.5 kgs),184.0 lbs (83.5 kgs),Genesis Training Academy,201-grudge-tc,AMC Pankration,1066-amc-pankration
1432-ufc-54-james-the-sandman-irvin-vs-dangerous-terry-martin,42957e04417af1d8,ufc-54-boiling-point,1,james-irvin-the-sandman,terry-martin-dangerous,"KO/TKO, Flying Knee","0:09 Round 2 of 3, 5:09 Total",Preliminary Card (fight 1 of 8),205 lbs (93.0 kg),-110 (Near Even),-110 (Near Even),205.0 lbs (93.0 kgs),206.0 lbs (93.4 kgs),Capital City Fighting Alliance,781-capital-city-fighting-alliance,Iron Academy,
1435-ufc-54-trevor-prangley-vs-travis-the-serial-killer-lutter,ee69302c232e0909,ufc-54-boiling-point,2,trevor-prangley,travis-lutter-the-serial-killer,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 8),185 lbs (83.9 kg),-125 (Slight Favorite),-105 (Near Even),184.5 lbs (83.7 kgs),186.0 lbs (84.4 kgs),American Kickboxing Academy,63-american-kickboxing-academy,Lion's Den Texas,299-lions-den-texas
2920-ufc-54-matt-the-law-lindland-vs-joe-el-dirte-doerksen,adc0b9c6afe76c23,ufc-54-boiling-point,3,matt-lindland-the-law,joe-doerksen-el-dirte,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),185 lbs (83.9 kg),-325 (Moderate Favorite),+250 (Moderate Underdog),185.5 lbs (84.1 kgs),185.5 lbs (84.1 kgs),Team Quest Portland,1059-team-quest-portland,Canadian Fighting Center,681-canadian-fighting-center
2923-ufc-54-georges-rush-st-pierre-vs-frank-twinkle-toes-trigg,beaa6ae419b8c8c6,ufc-54-boiling-point,4,georges-st-pierre-rush,frank-trigg-twinkle-toes,"Submission, Rear Naked Choke",4:09 Round 1 of 3,Main Card (fight 4 of 8),170 lbs (77.1 kg),-175 (Slight Favorite),+155 (Slight Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Tristar Gym,1-tristar-gym,Xtreme Couture,724-xtreme-couture
2926-ufc-54-diego-nightmare-sanchez-vs-brian-mandingo-gassaway,d250a9d1c602e266,ufc-54-boiling-point,5,diego-sanchez-nightmare,brian-gassaway-mandingo,"Submission, Punches","1:56 Round 2 of 3, 6:56 Total",Main Card (fight 5 of 8),170 lbs (77.1 kg),-600 (Huge Favorite),+450 (Heavy Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Jackson Wink MMA Academy,60-jacksons-mma,N/A,
2930-ufc-54-randy-the-natural-couture-vs-mike-van-arsdale,093ef5ab2081cf65,ufc-54-boiling-point,6,randy-couture-the-natural,mike-van-arsdale,"Submission, Anaconda Choke","0:52 Round 3 of 3, 10:52 Total",Co-Main Event (fight 6 of 8),205 lbs (93.0 kg),-400 (Heavy Favorite),+300 (Moderate Underdog),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Xtreme Couture,724-xtreme-couture,N/A,
2937-ufc-54-tim-the-maine-iac-sylvia-vs-tra-trauma-telligman,8a380b11aaf82c49,ufc-54-boiling-point,7,tim-sylvia-the-maine-iac,tra-telligman-trauma,"KO/TKO, Head Kick",4:59 Round 1 of 3,Main Card (fight 7 of 8),265 lbs (120.2 kg),-205 (Moderate Favorite),+175 (Slight Underdog),264.0 lbs (119.7 kgs),229.0 lbs (103.9 kgs),Champions Gym,,Lion's Den Texas,299-lions-den-texas
2941-ufc-54-chuck-the-iceman-liddell-vs-jeremy-gumby-horn-ii,5a3fcd3d3a1e1c38,ufc-54-boiling-point,8,chuck-liddell-the-iceman,jeremy-horn-gumby,"KO/TKO, Punches","2:46 Round 4 of 5, 17:46 Total",Main Event (fight 8 of 8),205 lbs (93.0 kg),-200 (Moderate Favorite),+170 (Slight Underdog),204.0 lbs (92.5 kgs),203.0 lbs (92.1 kgs),The Pit,717-the-pit,Jeremy Horn's Elite Performance,713-jeremy-horns-elite-performance-fitness-gym
2944-ufc-fight-night-2-jonathan-the-road-warrior-goulet-vs-jay-the-thoroughbred-hieron,c25a97523bf56e49,ufc-fight-night-2,1,jonathan-goulet-the-road-warrior,jay-hieron-the-thoroughbred,"KO/TKO, Cut","1:05 Round 3 of 3, 11:05 Total",Preliminary Card (fight 1 of 7),170 lbs (77.1 kg),,,169.0 lbs (76.7 kgs),168.0 lbs (76.2 kgs),Team Legion,144-team-legion,Xtreme Couture,724-xtreme-couture
2947-ufc-fight-night-2-jon-fitch-vs-brock-larson,5f2240d94375f907,ufc-fight-night-2,2,jon-fitch,brock-larson,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 7),185 lbs (83.9 kg),,,185.5 lbs (84.1 kgs),184.0 lbs (83.5 kgs),American Kickboxing Academy,63-american-kickboxing-academy,The Academy MN,501-minnesota-martial-arts-academy
2950-ufc-fight-night-2-spencer-the-king-fisher-vs-thiago-pitbull-alves,926091425f88d038,ufc-fight-night-2,3,spencer-fisher-the-king,thiago-alves-pitbull,"Submission, Triangle Choke","4:43 Round 2 of 3, 9:43 Total",Preliminary Card (fight 3 of 7),170 lbs (77.1 kg),,,167.0 lbs (75.7 kgs),170.0 lbs (77.1 kgs),Sityodtong Boston,212-sityotdong-boston,American Top Team,29-american-top-team
2953-ufc-fight-night-2-drew-the-master-fickett-vs-josh-kos-koscheck,f5cb6cbb09ee8a16,ufc-fight-night-2,4,drew-fickett-the-master,josh-koscheck-kos,"Submission, Rear Naked Choke","4:38 Round 3 of 3, 14:38 Total",Main Card (fight 4 of 7),170 lbs (77.1 kg),,,171.0 lbs (77.6 kgs),170.0 lbs (77.1 kgs),Team Scrub,,N/A,
1324-ufc-fight-night-2-brandon-the-truth-vera-vs-fabiano-pega-leve-scherner,6ddabf12abd6fe25,ufc-fight-night-2,5,brandon-vera-the-truth,fabiano-scherner-pega-leve,"KO/TKO, Knees","3:22 Round 2 of 3, 8:22 Total",Main Card (fight 5 of 7),265 lbs (120.2 kg),,,225.0 lbs (102.1 kgs),257.0 lbs (116.6 kgs),Alliance MMA,233-alliance-mma,American Top Team Portland,8093-american-top-team-portland
1329-ufc-fight-night-2-chris-the-crippler-leben-vs-edwin-bam-bam-dewees,0731a4519d64df6d,ufc-fight-night-2,6,chris-leben-the-crippler,edwin-dewees-babyface,"Submission, Armbar",3:26 Round 1 of 3,Main Card (fight 6 of 7),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),Arena Gym,7917-arena-gym,Lions Den Arizona,
1331-ufc-fight-night-2-david-the-crow-loiseau-vs-evan-tanner,5521b9bb8f220993,ufc-fight-night-2,7,david-loiseau-the-crow,evan-tanner,"KO/TKO, Cuts","4:15 Round 2 of 3, 9:15 Total",Main Event (fight 7 of 7),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),186.0 lbs (84.4 kgs),Tristar Gym,1-tristar-gym,Hard Knocks Kickboxing,
1336-ufc-55-alessio-legionarius-sakara-vs-ron-faircloth,2aa175f3ebffcdf2,ufc-55-fury,1,alessio-sakara-legionarius,ron-faircloth,,,Preliminary Card (fight 1 of 8),205 lbs (93.0 kg),,,,,American Top Team,29-american-top-team,Capital City MMA & BJJ,1154-chosen-few-gym
1340-ufc-55-marcio-pe-de-pano-cruz-vs-keigo-kunihara,fea1931b041cc5ff,ufc-55-fury,2,marcio-cruz-pe-de-pano,keigo-kunihara,"Submission, Rear Naked Choke","1:02 Round 2 of 3, 6:02 Total",Preliminary Card (fight 2 of 8),265 lbs (120.2 kg),,,,,Kings MMA,,N/A,
1345-ufc-55-jorge-el-conquistador-rivera-vs-dennis-superman-hallman,06a75406d3dd5cfd,ufc-55-fury,3,jorge-rivera-el-conquistador,dennis-hallman-superman,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),185 lbs (83.9 kg),,,184.0 lbs (83.5 kgs),,Sityodtong Boston,212-sityotdong-boston,AMC Pankration,1066-amc-pankration
1348-ufc-55-joe-diesel-riggs-vs-chris-lights-out-lytle,f15be91b30b11e0c,ufc-55-fury,4,joe-riggs-diesel,chris-lytle-lights-out,"KO/TKO, Cut","2:00 Round 2 of 3, 7:00 Total",Main Card (fight 4 of 8),170 lbs (77.1 kg),,,170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),N/A,,Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling
1350-ufc-55-renato-babalu-sobral-vs-chael-sonnen,75926dd5b984aa06,ufc-55-fury,5,renato-sobral-babalu,chael-sonnen,"Submission, Triangle Choke","1:20 Round 2 of 3, 6:20 Total",Main Card (fight 5 of 8),205 lbs (93.0 kg),,,205.0 lbs (93.0 kgs),198.0 lbs (89.8 kgs),Gracie Barra,271-gracie-barra,American Top Team Portland,8093-american-top-team-portland
1354-ufc-55-forrest-griffin-vs-elvis-the-king-of-rock-n-rumble-sinosic,e917559aedf85a98,ufc-55-fury,6,forrest-griffin,elvis-sinosic-the-king-of-rock-n-rumble,"KO/TKO, Punches",3:22 Round 1 of 3,Co-Main Event (fight 6 of 8),205 lbs (93.0 kg),,,203.0 lbs (92.1 kgs),203.0 lbs (92.1 kgs),Xtreme Couture,724-xtreme-couture,N/A,
1358-ufc-55-branden-lee-the-iron-lion-hinkle-vs-sean-the-cannon-gannon,f8a90f8a7beaa330,ufc-55-fury,7,branden-lee-hinkle-the-iron-lion,sean-gannon-the-cannon,"KO/TKO, Punches",4:14 Round 1 of 3,Main Card (fight 7 of 8),265 lbs (120.2 kg),,,235.0 lbs (106.6 kgs),265.0 lbs (120.2 kgs),Hammer House,,N/A,
2830-ufc-55-andrei-the-pitbull-arlovski-vs-paul-the-headhunter-buentello,1c45d0feab67364f,ufc-55-fury,8,andrei-arlovski-the-pitbull,paul-buentello-the-headhunter,"KO/TKO, Punch",0:15 Round 1 of 5,Main Event (fight 8 of 8),265 lbs (120.2 kg),,,236.0 lbs (107.0 kgs),251.0 lbs (113.9 kgs),American Top Team,29-american-top-team,Bastos BJJ Midland,238-bastos-bjj-midland
2835-the-ultimate-fighter-2-finale-the-dean-of-mean-keith-jardine-vs-kerry-meat-truck-schall,39c4f4a1aff68189,the-ultimate-fighter-2-finale,1,keith-jardine-the-dean-of-mean,kerry-schall-meat-truck,"KO/TKO, Leg Kicks","3:28 Round 2 of 3, 8:28 Total",Preliminary Card (fight 1 of 7),265 lbs (120.2 kg),,,222.0 lbs (100.7 kgs),265.0 lbs (120.2 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Meat Truck Inc.,
2839-the-ultimate-fighter-2-finale-melvin-the-young-assassin-guillard-vs-the-irish-hand-grenade-marcus-davis,f846fd001397db45,the-ultimate-fighter-2-finale,2,melvin-guillard-the-young-assassin,marcus-davis-the-irish-hand-grenade,"KO/TKO, Cut","2:55 Round 2 of 3, 7:55 Total",Preliminary Card (fight 2 of 7),170 lbs (77.1 kg),,,169.0 lbs (76.7 kgs),167.0 lbs (75.7 kgs),N/A,,Sityodtong Boston,212-sityotdong-boston
2843-the-ultimate-fighter-2-finale-josh-the-peoples-warrior-burkman-vs-sam-the-squeeze-morgan,e050c299ffa1f2d3,the-ultimate-fighter-2-finale,3,josh-burkman-the-peoples-warrior,sam-morgan-the-squeeze,"KO/TKO, Slam",0:21 Round 1 of 3,Preliminary Card (fight 3 of 7),170 lbs (77.1 kg),,,170.5 lbs (77.3 kgs),170.0 lbs (77.1 kgs),Team Quest,902-team-quest,Team Bison,
2847-the-ultimate-fighter-2-finale-kenny-kenflo-florian-vs-kit-cope,19646a0c8baee966,the-ultimate-fighter-2-finale,4,kenny-florian-kenflo,kit-cope,"Submission, Rear Naked Choke","0:37 Round 2 of 3, 5:37 Total",Main Card (fight 4 of 7),170 lbs (77.1 kg),,,170.5 lbs (77.3 kgs),170.0 lbs (77.1 kgs),Florian Martial Arts Center,258-florian-martial-arts-center,N/A,
2851-the-ultimate-fighter-2-finale-joe-daddy-stevenson-vs-luke-cummo,e364cd5772cfd27c,the-ultimate-fighter-2-finale,5,joe-stevenson-daddy,luke-cummo,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 7),170 lbs (77.1 kg),,,170.0 lbs (77.1 kgs),169.0 lbs (76.7 kgs),Joe Stevenson's Cobra Kai,841-joe-stevensons-cobra-kai,Serra Jiu-Jitsu,1696-serra-jiu-jitsu
2857-the-ultimate-fighter-2-finale-sugar-rashad-evans-vs-brad-the-hillbilly-heartthrob-imes,c22f4a7540cffdda,the-ultimate-fighter-2-finale,6,rashad-evans-sugar,brad-imes-the-hillbilly-heartthrob,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 6 of 7),265 lbs (120.2 kg),,,224.0 lbs (101.6 kgs),250.0 lbs (113.4 kgs),Blackzilians Performance Institute,31-blackzilians,N/A,
2861-the-ultimate-fighter-2-finale-diego-nightmare-sanchez-vs-nick-diaz,2eb9b36c09c00d69,the-ultimate-fighter-2-finale,7,diego-sanchez-nightmare,nick-diaz,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Event (fight 7 of 7),170 lbs (77.1 kg),,,170.5 lbs (77.3 kgs),170.0 lbs (77.1 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu
2864-ufc-56-nick-the-goat-thompson-vs-keith-the-polish-connection-wisniewski,57b5e8bda9447b77,ufc-56-full-force,1,nick-thompson-the-goat,keith-wisniewski,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 8),170 lbs (77.1 kg),+110 (Near Even),-140 (Slight Favorite),171.0 lbs (77.6 kgs),170.5 lbs (77.3 kgs),The Academy MN (Primary); Dave Strasser's Freestyle Academy of MMA (Other),501-minnesota-martial-arts-academy; 1157-dave-strassers-freestyle-academy,Duneland Vale Tudo,1209-duneland-vale-tudo
2867-ufc-56-thiago-pitbull-alves-vs-ansar-chalangov,678af75cb4c155a9,ufc-56-full-force,2,thiago-alves-pitbull,ansar-chalangov,"KO/TKO, Punches",2:25 Round 1 of 3,Preliminary Card (fight 2 of 8),170 lbs (77.1 kg),+215 (Moderate Underdog),-265 (Moderate Favorite),169.5 lbs (76.9 kgs),169.0 lbs (76.7 kgs),American Top Team,29-american-top-team,Legion Fight Team,2845-legion-fight-team
1224-ufc-56-sam-alaskan-assassin-hoger-vs-jeff-newton,84c510ab7e764598,ufc-56-full-force,3,sam-hoger-alaskan-assassin,jeff-newton,"Submission, Rear Naked Choke",2:05 Round 1 of 3,Preliminary Card (fight 3 of 8),205 lbs (93.0 kg),-260 (Moderate Favorite),+210 (Moderate Underdog),205.0 lbs (93.0 kgs),203.0 lbs (92.1 kgs),Hoger MMA,282-hoger-mma,Todd Medina Freestyle Team,
1230-ufc-56-jeremy-gumby-horn-vs-trevor-prangley,5f9d5ebe5ec28753,ufc-56-full-force,4,jeremy-horn-gumby,trevor-prangley,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 4 of 8),185 lbs (83.9 kg),-290 (Moderate Favorite),+230 (Moderate Underdog),186.0 lbs (84.4 kgs),185.0 lbs (83.9 kgs),Jeremy Horn's Elite Performance,713-jeremy-horns-elite-performance-fitness-gym,American Kickboxing Academy,63-american-kickboxing-academy
1233-ufc-56-georges-rush-st-pierre-vs-the-muscle-shark-sean-sherk,388df822e50b04f8,ufc-56-full-force,5,georges-st-pierre-rush,sean-sherk-the-muscle-shark,"KO/TKO, Punches and Elbows","2:53 Round 2 of 3, 7:53 Total",Main Card (fight 5 of 8),170 lbs (77.1 kg),-300 (Moderate Favorite),+240 (Moderate Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),Tristar Gym,1-tristar-gym,The Academy MN,501-minnesota-martial-arts-academy
1237-ufc-56-matt-hughes-vs-joe-diesel-riggs,8062a7852a8b1560,ufc-56-full-force,6,matt-hughes,joe-riggs-diesel,"Submission, Kimura",3:28 Round 1 of 3,Main Card (fight 6 of 8),173 lbs (78.5 kg) (re-scheduled from 170.0),-360 (Moderate Favorite),+290 (Moderate Underdog),170.0 lbs (77.1 kgs),172.5 lbs (78.2 kgs),Finney's HIT Squad,1170-finneys-hit-squad,N/A,
1242-ufc-56-gabriel-napo-gonzaga-vs-kevin-the-shaman-jordan,670db5afcb26df7c,ufc-56-full-force,7,gabriel-gonzaga-napao,kevin-jordan-the-shaman,"KO/TKO, Superman Punch","4:39 Round 3 of 3, 14:39 Total",Main Card (fight 7 of 8),265 lbs (120.2 kg),-350 (Moderate Favorite),+280 (Moderate Underdog),255.0 lbs (115.7 kgs),247.0 lbs (112.0 kgs),N/A,,USCAA,
1246-ufc-56-rich-ace-franklin-vs-nate-rock-quarry,2dfda46cbc17bc99,ufc-56-full-force,8,rich-franklin-ace,nate-quarry-rock,"KO/TKO, Punch",2:34 Round 1 of 5,Main Event (fight 8 of 8),185 lbs (83.9 kg),-350 (Moderate Favorite),+260 (Moderate Underdog),183.5 lbs (83.2 kgs),185.0 lbs (83.9 kgs),Team Extreme,,Team Quest Portland,1059-team-quest-portland
1251-ufc-fight-night-3-jason-livewire-von-flue-vs-alex-t-rex-karalexis,d0fcabb07a3e9500,ufc-fight-night-3,1,jason-von-flue-livewire,alex-karalexis-the-assassin,"Submission, Shoulder Choke","1:17 Round 3 of 3, 11:17 Total",Preliminary Card (fight 1 of 8),170 lbs (77.1 kg),-200 (Moderate Favorite),+160 (Slight Underdog),170.0 lbs (77.1 kgs),171.0 lbs (77.6 kgs),N/A,,N/A,
1260-ufc-fight-night-3-spencer-the-king-fisher-vs-aaron-riley,52125c3e41a1bd1e,ufc-fight-night-3,2,spencer-fisher-the-king,aaron-riley,"KO/TKO, Doctor Stoppage",5:00 Round 1 of 3,Preliminary Card (fight 2 of 8),170 lbs (77.1 kg),-220 (Moderate Favorite),+180 (Slight Underdog),169.0 lbs (76.7 kgs),169.5 lbs (76.9 kgs),Sityodtong Boston,212-sityotdong-boston,AMC Pankration,1066-amc-pankration
1264-ufc-fight-night-3-duane-bang-ludwig-vs-jonathan-the-road-warrior-goulet,392089df68b1a721,ufc-fight-night-3,3,duane-ludwig-bang,jonathan-goulet-the-road-warrior,"KO/TKO, Punch",0:11 Round 1 of 3,Preliminary Card (fight 3 of 8),170 lbs (77.1 kg),+160 (Slight Underdog),-200 (Moderate Favorite),171.0 lbs (77.6 kgs),169.5 lbs (76.9 kgs),N/A,,Team Legion,144-team-legion
1269-ufc-fight-night-3-josh-the-dentist-neer-vs-melvin-the-young-assassin-guillard,e55b69543aa74907,ufc-fight-night-3,4,josh-neer-the-dentist,melvin-guillard-the-young-assassin,"Submission, Triangle Choke",4:20 Round 1 of 3,Preliminary Card (fight 4 of 8),170 lbs (77.1 kg),-230 (Moderate Favorite),+190 (Slight Underdog),170.0 lbs (77.1 kgs),168.0 lbs (76.2 kgs),Miletich Fighting Systems,1149-miletich-fighting-systems,N/A,
2727-ufc-fight-night-3-chris-the-crippler-leben-vs-jorge-el-conquistador-rivera,0582b78dc635301b,ufc-fight-night-3,5,chris-leben-the-crippler,jorge-rivera-el-conquistador,"KO/TKO, Punches",1:44 Round 1 of 3,Main Card (fight 5 of 8),185 lbs (83.9 kg),-135 (Slight Favorite),+105 (Near Even),185.5 lbs (84.1 kgs),184.0 lbs (83.5 kgs),Arena Gym,7917-arena-gym,Sityodtong Boston,212-sityotdong-boston
2730-ufc-fight-night-3-josh-the-peoples-warrior-burkman-vs-drew-the-master-fickett,fbd75b08f377d149,ufc-fight-night-3,6,josh-burkman-the-peoples-warrior,drew-fickett-the-master,"Submission, Guillotine Choke",1:07 Round 1 of 3,Main Card (fight 6 of 8),170 lbs (77.1 kg),+185 (Slight Underdog),-225 (Moderate Favorite),170.5 lbs (77.3 kgs),169.5 lbs (76.9 kgs),Team Quest,902-team-quest,Team Scrub,
2733-ufc-fight-night-3-the-american-psycho-stephan-bonnar-vs-james-the-sandman-irvin,bd5afec6940c5d32,ufc-fight-night-3,7,stephan-bonnar-the-american-psycho,james-irvin-the-sandman,"Submission, Kimura",4:30 Round 1 of 3,Main Card (fight 7 of 8),205 lbs (93.0 kg),-175 (Slight Favorite),+145 (Slight Underdog),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),Xtreme Couture,724-xtreme-couture,Capital City Fighting Alliance,781-capital-city-fighting-alliance
2737-ufc-fight-night-3-tim-the-maine-iac-sylvia-vs-assurio-silva,537012aa6fb20f00,ufc-fight-night-3,8,tim-sylvia-the-maine-iac,assuerio-silva,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Event (fight 8 of 8),265 lbs (120.2 kg),-325 (Moderate Favorite),+250 (Moderate Underdog),263.0 lbs (119.3 kgs),236.0 lbs (107.0 kgs),Champions Gym,,N/A,
2743-ufc-57-the-dean-of-mean-keith-jardine-vs-iron-mike-whitehead,a63ed5d48f00ad18,ufc-57-liddell-vs-couture-3,1,keith-jardine-the-dean-of-mean,mike-whitehead-iron,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 9),205 lbs (93.0 kg),-170 (Slight Favorite),+140 (Slight Underdog),206.0 lbs (93.4 kgs),206.0 lbs (93.4 kgs),Jackson Wink MMA Academy,60-jacksons-mma,N/A,
2748-ufc-57-jeff-the-snowman-monson-vs-branden-lee-the-iron-lion-hinkle,d49bc8e4e5613614,ufc-57-liddell-vs-couture-3,2,jeff-monson-the-snowman,branden-lee-hinkle-the-iron-lion,"Submission, North South Choke",4:35 Round 1 of 3,Preliminary Card (fight 2 of 9),265 lbs (120.2 kg),-180 (Slight Favorite),+150 (Slight Underdog),239.0 lbs (108.4 kgs),227.0 lbs (103.0 kgs),N/A,,Hammer House,
2753-ufc-57-paul-the-headhunter-buentello-vs-gilbert-el-peligro-aldana,bb5ceaf835c0bb18,ufc-57-liddell-vs-couture-3,3,paul-buentello-the-headhunter,gilbert-aldana-el-peligro,"KO/TKO, Strikes","2:27 Round 3 of 3, 12:27 Total",Preliminary Card (fight 3 of 9),265 lbs (120.2 kg),-275 (Moderate Favorite),+235 (Moderate Underdog),254.0 lbs (115.2 kgs),257.0 lbs (116.6 kgs),Bastos BJJ Midland,238-bastos-bjj-midland,Brausa Academy,
2759-ufc-57-alessio-legionarius-sakara-vs-elvis-the-king-of-rock-n-rumble-sinosic,14850f48b2bede47,ufc-57-liddell-vs-couture-3,4,alessio-sakara-legionarius,elvis-sinosic-the-king-of-rock-n-rumble,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 4 of 9),205 lbs (93.0 kg),-392 (Moderate Favorite),+352 (Moderate Underdog),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),American Top Team,29-american-top-team,N/A,
2767-ufc-57-joe-diesel-riggs-vs-nick-diaz,d9499d55f9f53112,ufc-57-liddell-vs-couture-3,5,joe-riggs-diesel,nick-diaz,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),170 lbs (77.1 kg),+120 (Near Even),-140 (Slight Favorite),169.5 lbs (76.9 kgs),170.0 lbs (77.1 kgs),N/A,,Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu
2772-ufc-57-renato-babalu-sobral-vs-mike-van-arsdale,357f438c15e1326f,ufc-57-liddell-vs-couture-3,6,renato-sobral-babalu,mike-van-arsdale,"Submission, Rear Naked Choke",2:21 Round 1 of 3,Main Card (fight 6 of 9),205 lbs (93.0 kg),-375 (Moderate Favorite),+315 (Moderate Underdog),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Gracie Barra,271-gracie-barra,N/A,
1104-ufc-57-marcio-pe-de-pano-cruz-vs-frank-mir,44592a74cda71275,ufc-57-liddell-vs-couture-3,7,marcio-cruz-pe-de-pano,frank-mir,"KO/TKO, Punches and Elbows",4:10 Round 1 of 3,Main Card (fight 7 of 9),265 lbs (120.2 kg),+250 (Moderate Underdog),-300 (Moderate Favorite),233.0 lbs (105.7 kgs),257.0 lbs (116.6 kgs),Kings MMA,,Jackson Wink MMA Academy (Primary); Manchester Top Team (Other); Drysdale Jiu Jitsu (Jiu Jitsu),60-jacksons-mma; 3322-all-powers-gym; 723-drysdale-jiu-jitsu
1109-ufc-57-brandon-the-truth-vera-vs-justin-eilers,235e4c69d5d945e8,ufc-57-liddell-vs-couture-3,8,brandon-vera-the-truth,justin-eilers,"KO/TKO, Head Kick and Knee",1:25 Round 1 of 3,Main Card (fight 8 of 9),265 lbs (120.2 kg),-200 (Moderate Favorite),+170 (Slight Underdog),226.0 lbs (102.5 kgs),232.0 lbs (105.2 kgs),Alliance MMA,233-alliance-mma,Miletich Fighting Systems,1149-miletich-fighting-systems
1113-ufc-57-chuck-the-iceman-liddell-vs-randy-the-natural-couture-iii,0e94e0a8c2130cea,ufc-57-liddell-vs-couture-3,9,chuck-liddell-the-iceman,randy-couture-the-natural,"KO/TKO, Punch","1:28 Round 2 of 5, 6:28 Total",Main Event (fight 9 of 9),205 lbs (93.0 kg),-135 (Slight Favorite),+115 (Near Even),204.0 lbs (92.5 kgs),203.0 lbs (92.1 kgs),The Pit,717-the-pit,Xtreme Couture,724-xtreme-couture
2602-ufc-58-tom-murphy-vs-icho-el-dogo-larenas,82a5e1bba6b843be,ufc-58-usa-vs-canada,1,tom-murphy,icho-larenas,"KO/TKO, Punches","1:59 Round 3 of 3, 11:59 Total",Preliminary Card (fight 1 of 8),265 lbs (120.2 kg),,,222.0 lbs (100.7 kgs),234.0 lbs (106.1 kgs),N/A,,N/A,
2607-ufc-58-jason-the-punisher-lambert-vs-rob-maximus-macdonald,7ca8095148c23b71,ufc-58-usa-vs-canada,2,jason-lambert-the-punisher,rob-macdonald-maximus,"Submission, Kimura",1:54 Round 1 of 3,Preliminary Card (fight 2 of 8),205 lbs (93.0 kg),,,202.0 lbs (91.6 kgs),204.0 lbs (92.5 kgs),Alliance MMA,233-alliance-mma,N/A,
