id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
2126-ufc-77-yushin-thunder-okami-vs-jason-the-athlete-macdonald,c7f6da6cd8e940b2,ufc-77-hostile-territory,4,yushin-okami-thunder,jason-macdonald-the-athlete,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 4 of 9),185 lbs (83.9 kg),-264 (Moderate Favorite),+206 (Moderate Underdog),186.0 lbs (84.4 kgs),184.5 lbs (83.7 kgs),Wajutsu Keishukai Tokyo,1005-wajyutsu-keisyukai,Pure Fitness MMA,1028-pure-fitness-mma
2133-ufc-77-alan-the-talent-belcher-vs-kalib-starnes,431282ab4ee417f6,ufc-77-hostile-territory,5,alan-belcher-the-talent,kalib-starnes,"KO/TKO, Doctor Stoppage","1:39 Round 2 of 3, 6:39 Total",Main Card (fight 5 of 9),185 lbs (83.9 kg),-103 (Near Even),-123 (Near Even),186.0 lbs (84.4 kgs),186.0 lbs (84.4 kgs),"American Top Team D’Iberville, MS",1254-alan-belcher-mma-club,N/A,
2140-ufc-77-the-american-psycho-stephan-bonnar-vs-eric-red-schafer,f4e5f49ca3831e64,ufc-77-hostile-territory,6,stephan-bonnar-the-american-psycho,eric-schafer-red,"KO/TKO, Punches","2:47 Round 2 of 3, 7:47 Total",Main Card (fight 6 of 9),205 lbs (93.0 kg),-348 (Moderate Favorite),+280 (Moderate Underdog),204.0 lbs (92.5 kgs),203.0 lbs (92.1 kgs),Xtreme Couture,724-xtreme-couture,Red Schafer MMA,6630-red-schafer-mma
2148-ufc-77-alvin-kid-robinson-vs-jg-jorge-gurgel,2571e91b263df9fb,ufc-77-hostile-territory,7,alvin-robinson-kid,jorge-gurgel-jg,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),155 lbs (70.3 kg),+135 (Slight Underdog),-160 (Slight Favorite),155.5 lbs (70.5 kgs),155.0 lbs (70.3 kgs),MMA Lab,193-mma-lab,JG MMA Academy,1519-jg-mma-academy
437-ufc-77-tim-the-maine-iac-sylvia-vs-brandon-the-truth-vera,2e43a2f6e9336e2b,ufc-77-hostile-territory,8,tim-sylvia-the-maine-iac,brandon-vera-the-truth,"Decision, Unanimous","3 Rounds, 15:00 Total",Co-Main Event (fight 8 of 9),265 lbs (120.2 kg),+118 (Near Even),-143 (Slight Favorite),260.5 lbs (118.2 kgs),225.5 lbs (102.3 kgs),Champions Gym,,Alliance MMA,233-alliance-mma
444-ufc-77-anderson-the-spider-silva-vs-rich-ace-franklin-ii,3fe3208df1098fdc,ufc-77-hostile-territory,9,anderson-silva-the-spider,rich-franklin-ace,"KO/TKO, Knees","1:07 Round 2 of 5, 6:07 Total",Main Event (fight 9 of 9),185 lbs (83.9 kg),-215 (Moderate Favorite),+175 (Slight Underdog),184.5 lbs (83.7 kgs),184.0 lbs (83.5 kgs),N/A,,Team Extreme,
449-ufc-78-akihiro-the-magic-man-gono-vs-tamdan-the-barn-cat-mccrory,ec041009ce404879,ufc-78-validation,1,akihiro-gono-the-magic-man,tamdan-mccrory-the-barn-cat,"Submission, Armbar","3:19 Round 2 of 3, 8:19 Total",Preliminary Card (fight 1 of 9),170 lbs (77.1 kg),-213 (Moderate Favorite),+168 (Slight Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),GRABAKA,1756-grabaka,Central New York MMA,367-central-new-york-mma
456-ufc-78-marcus-maximus-aurelio-vs-luke-lil-hulk-caudillo,63cfbf28e44febc2,ufc-78-validation,2,marcus-aurelio-maximus,luke-caudillo-lil-hulk,"KO/TKO, Punches",4:29 Round 1 of 3,Preliminary Card (fight 2 of 9),155 lbs (70.3 kg),-411 (Heavy Favorite),+353 (Moderate Underdog),156.0 lbs (70.8 kgs),155.5 lbs (70.5 kgs),N/A,,Team Wiseman,
464-ufc-78-joe-j-lau-lauzon-vs-jason-reinhardt,71440bf87b9c58a1,ufc-78-validation,3,joe-lauzon-j-lau,jason-reinhardt,"Submission, Rear Naked Choke",1:14 Round 1 of 3,Preliminary Card (fight 3 of 9),155 lbs (70.3 kg),-441 (Heavy Favorite),+361 (Moderate Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Lauzon Mixed Martial Arts (Primary); Skill of Strength (Strength & Conditioning),133-lauzon-mixed-martial-arts; 8213-skill-of-strength,Wand Fight Team,734-wand-fight-team
471-ufc-78-thiago-pitbull-alves-vs-chris-lights-out-lytle,177201b1a7fa0dd0,ufc-78-validation,4,thiago-alves-pitbull,chris-lytle-lights-out,"KO/TKO, Doctor Stoppage","5:00 Round 2 of 3, 10:00 Total",Preliminary Card (fight 4 of 9),170 lbs (77.1 kg),-188 (Slight Favorite),+167 (Slight Underdog),171.0 lbs (77.6 kgs),170.5 lbs (77.3 kgs),American Top Team,29-american-top-team,Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling
478-ufc-78-frankie-the-answer-edgar-vs-spencer-the-king-fisher,0dddf7ec457caab3,ufc-78-validation,5,frankie-edgar-the-answer,spencer-fisher-the-king,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),155 lbs (70.3 kg),-128 (Slight Favorite),+108 (Near Even),154.0 lbs (69.9 kgs),154.5 lbs (70.1 kgs),Ricardo Almeida Jiu Jitsu,672-ricardo-almeida-jiu-jitsu,Sityodtong Boston,212-sityotdong-boston
486-ufc-78-ed-short-fuse-herman-vs-joe-el-dirte-doerksen,bdd782059be98dfb,ufc-78-validation,6,ed-herman-short-fuse,joe-doerksen-el-dirte,"KO/TKO, Punch","0:39 Round 3 of 3, 10:39 Total",Main Card (fight 6 of 9),185 lbs (83.9 kg),-148 (Slight Favorite),+133 (Slight Underdog),186.0 lbs (84.4 kgs),185.5 lbs (84.1 kgs),American Top Team Portland,8093-american-top-team-portland,Canadian Fighting Center,681-canadian-fighting-center
492-ufc-78-karo-the-heat-parisyan-vs-ryo-piranha-chonan,04995619538ae939,ufc-78-validation,7,karo-parisyan-the-heat,ryo-chonan-piranha,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),170 lbs (77.1 kg),-341 (Moderate Favorite),+296 (Moderate Underdog),170.0 lbs (77.1 kgs),169.5 lbs (76.9 kgs),Hayastan MMA,834-hayastan-mma,TRIBE TOKYO MMA,168-tribe-tokyo-mma
500-ufc-78-thiago-silva-vs-houston-the-assassin-alexander,9d59ae86a2e6c444,ufc-78-validation,8,thiago-silva,houston-alexander-the-assassin,"KO/TKO, Punches",3:25 Round 1 of 3,Co-Main Event (fight 8 of 9),205 lbs (93.0 kg),+140 (Slight Underdog),-175 (Slight Favorite),204.0 lbs (92.5 kgs),203.0 lbs (92.1 kgs),Blackzilians Performance Institute,31-blackzilians,Team Doyle,
1917-ufc-78-sugar-rashad-evans-vs-michael-the-count-bisping,0b217fc503bd0585,ufc-78-validation,9,rashad-evans-sugar,michael-bisping-the-count,"Decision, Split","3 Rounds, 15:00 Total",Main Event (fight 9 of 9),205 lbs (93.0 kg),-263 (Moderate Favorite),+217 (Moderate Underdog),206.0 lbs (93.4 kgs),205.0 lbs (93.0 kgs),Blackzilians Performance Institute,31-blackzilians,RVCA,6110-rvca
1923-the-ultimate-fighter-6-finale-jonathan-the-road-warrior-goulet-vs-paul-georgieff,e301a2c3a415cd33,the-ultimate-fighter-6-finale,1,jonathan-goulet-the-road-warrior,paul-georgieff,"Submission, Rear Naked Choke",4:42 Round 1 of 3,Preliminary Card (fight 1 of 9),170 lbs (77.1 kg),-403 (Heavy Favorite),+288 (Moderate Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Team Legion,144-team-legion,N/A,
1929-the-ultimate-fighter-6-finale-roman-the-emperor-mitichyan-vs-dorian-price,759659ca9303c720,the-ultimate-fighter-6-finale,2,roman-mitichyan-the-emperor,dorian-price,"Submission, Achilles Lock",0:23 Round 1 of 3,Preliminary Card (fight 2 of 9),170 lbs (77.1 kg),-325 (Moderate Favorite),+258 (Moderate Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),N/A,,JG MMA Academy,1519-jg-mma-academy
the-ultimate-fighter-6-finale-matt-no-regard-arroyo-vs-john-kolosci,d3e37d1c95a5f382,the-ultimate-fighter-6-finale,3,matt-arroyo-no-regard,john-kolosci,"Submission, Armbar",4:42 Round 1 of 3,Preliminary Card (fight 3 of 9),170 lbs (77.1 kg),-308 (Moderate Favorite),+256 (Moderate Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),N/A,,Gilbert Grappling,120-gilbert-grappling
1943-the-ultimate-fighter-6-finale-troy-rude-boy-mandaloniz-vs-richie-the-dirty-samurai-hightower,f62c29310e1d6253,the-ultimate-fighter-6-finale,4,troy-mandaloniz-rude-boy,richie-hightower-the-dirty-samurai,"KO/TKO, Punches",4:20 Round 1 of 3,Preliminary Card (fight 4 of 9),170 lbs (77.1 kg),+113 (Near Even),-133 (Slight Favorite),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Penn Fitness & Training Center,1847-penn-fitness-training-center,N/A,
1949-the-ultimate-fighter-6-finale-ben-killa-b-saunders-vs-daniel-barrera,7f47865cfb9b0d55,the-ultimate-fighter-6-finale,5,ben-saunders-killa-b,daniel-barrera,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),170 lbs (77.1 kg),-231 (Moderate Favorite),+201 (Moderate Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),10th Planet Jiu Jitsu,228-10th-planet-jiu-jitsu,N/A,
1956-the-ultimate-fighter-6-finale-george-sotiropoulos-vs-billy-miles,d1ce7361cb4e442b,the-ultimate-fighter-6-finale,6,george-sotiropoulos,billy-miles,"Submission, Rear Naked Choke",1:36 Round 1 of 3,Main Card (fight 6 of 9),170 lbs (77.1 kg),-361 (Moderate Favorite),+331 (Moderate Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),Fisticuff/Purebred Omiya,,Capital City Fighting Alliance,781-capital-city-fighting-alliance
1963-the-ultimate-fighter-6-finale-war-machine-vs-jared-j-roc-rollins,fc1f199c8ba32a19,the-ultimate-fighter-6-finale,7,war-machine,jared-rollins-j-roc,"KO/TKO, Punches","2:01 Round 3 of 3, 12:01 Total",Main Card (fight 7 of 9),170 lbs (77.1 kg),+111 (Near Even),-131 (Slight Favorite),170.0 lbs (77.1 kgs),169.0 lbs (76.7 kgs),N/A,,Team Oyama,899-team-oyama
1969-the-ultimate-fighter-6-finale-mac-danzig-vs-thomas-the-farmboy-speer,0fd639e6e28c51bb,the-ultimate-fighter-6-finale,8,mac-danzig,tom-speer-the-farmboy,"Submission, Rear Naked Choke",2:01 Round 1 of 3,Main Card (fight 8 of 9),170 lbs (77.1 kg),-178 (Slight Favorite),+148 (Slight Underdog),168.5 lbs (76.4 kgs),170.0 lbs (77.1 kgs),Danzig MMA,4603-danzig-mma,N/A,
1975-the-ultimate-fighter-6-finale-roger-el-matador-huerta-vs-clay-the-carpenter-guida,6ed5847dd874d2d2,the-ultimate-fighter-6-finale,9,roger-huerta-el-matador,clay-guida-the-carpenter,"Submission, Rear Naked Choke","0:31 Round 3 of 3, 10:31 Total",Main Event (fight 9 of 9),155 lbs (70.3 kg),+109 (Near Even),-129 (Slight Favorite),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Tiger Muay Thai,99-tiger-muay-thai,N/A,
290-ufc-79-mark-bocek-vs-douglas-evans,c1b59b145d064048,ufc-79-nemesis,1,mark-bocek,douglas-evans,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 10),155 lbs (70.3 kg),-118 (Near Even),-103 (Near Even),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Tristar Gym,1-tristar-gym,AK Wolfpack,
295-ufc-79-roan-juco-carneiro-vs-tony-the-peruvian-savage-desouza,b03816c9ccd089d7,ufc-79-nemesis,2,roan-carneiro-jucao,tony-desouza-the-peruvian-savage,"KO/TKO, Punches","3:33 Round 2 of 3, 8:33 Total",Preliminary Card (fight 2 of 10),170 lbs (77.1 kg),-145 (Slight Favorite),+121 (Near Even),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),American Top Team,29-american-top-team,N/A,
302-ufc-79-dean-the-boogeyman-lister-vs-jordan-radev,afedd038b986cebc,ufc-79-nemesis,3,dean-lister-the-boogeyman,jordan-radev,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 10),185 lbs (83.9 kg),-305 (Moderate Favorite),+245 (Moderate Underdog),186.0 lbs (84.4 kgs),185.0 lbs (83.9 kgs),City Boxing,786-city-boxing,Sportcentrum KOPS,
307-ufc-79-manny-the-anvil-gamburyan-vs-nate-mohr,478b0eaf22475be0,ufc-79-nemesis,4,manvel-gamburyan-the-anvil,nate-mohr,"Submission, Achilles Lock",1:31 Round 1 of 3,Preliminary Card (fight 4 of 10),155 lbs (70.3 kg),-423 (Heavy Favorite),+358 (Moderate Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Hayastan MMA,834-hayastan-mma,Team Curran MMA,971-team-curran-mma
313-ufc-79-james-the-sandman-irvin-vs-luiz-banha-can,2b2a50d442da2b84,ufc-79-nemesis,5,james-irvin-the-sandman,luis-cane-banha,"Disqualification, Illegal Knee to the Head",1:51 Round 1 of 3,Preliminary Card (fight 5 of 10),205 lbs (93.0 kg),+158 (Slight Underdog),-173 (Slight Favorite),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Capital City Fighting Alliance,781-capital-city-fighting-alliance,N/A,
318-ufc-79-rich-no-love-clementi-vs-melvin-the-young-assassin-guillard,17404e252bdab9e7,ufc-79-nemesis,6,rich-clementi-no-love,melvin-guillard-the-young-assassin,"Submission, Rear Naked Choke",4:40 Round 1 of 3,Main Card (fight 6 of 10),155 lbs (70.3 kg),+168 (Slight Underdog),-193 (Slight Favorite),155.0 lbs (70.3 kgs),156.0 lbs (70.8 kgs),Team Voodoo,,N/A,
323-ufc-79-lyoto-the-dragon-machida-vs-the-african-assassin-rameau-thierry-sokoudjou,2886e831af3994b7,ufc-79-nemesis,7,lyoto-machida-the-dragon,rameau-thierry-sokoudjou-the-african-assassin,"Submission, Arm Triangle Choke","4:20 Round 2 of 3, 9:20 Total",Main Card (fight 7 of 10),205 lbs (93.0 kg),-105 (Near Even),-116 (Near Even),204.0 lbs (92.5 kgs),205.0 lbs (93.0 kgs),Black House MMA,779-black-house-mma,Team Quest Encinitas,903-team-quest-encinitas
328-ufc-79-eddie-the-manic-hispanic-sanchez-vs-soa-the-hulk-palelei,6d691b736d8c98b0,ufc-79-nemesis,8,eddie-sanchez-the-manic-hispanic,soa-palelei-the-hulk,"KO/TKO, Punches","3:24 Round 3 of 3, 13:24 Total",Main Card (fight 8 of 10),265 lbs (120.2 kg),+163 (Slight Underdog),-188 (Slight Favorite),239.0 lbs (108.4 kgs),262.0 lbs (118.8 kgs),NCFC Fight Team,,Team Hulk,
333-ufc-79-chuck-the-iceman-liddell-vs-the-axe-murderer-wanderlei-silva,2c9ddc75869894c5,ufc-79-nemesis,9,chuck-liddell-the-iceman,wanderlei-silva-the-axe-murderer,"Decision, Unanimous","3 Rounds, 15:00 Total",Co-Main Event (fight 9 of 10),205 lbs (93.0 kg),+118 (Near Even),-143 (Slight Favorite),204.0 lbs (92.5 kgs),205.0 lbs (93.0 kgs),The Pit,717-the-pit,Wand Fight Team,734-wand-fight-team
339-ufc-79-georges-rush-st-pierre-vs-matt-hughes-iii,71e3272f7ebcca26,ufc-79-nemesis,10,georges-st-pierre-rush,matt-hughes,"Submission, Armbar","4:54 Round 2 of 5, 9:54 Total",Main Event (fight 10 of 10),170 lbs (77.1 kg),-199 (Moderate Favorite),+174 (Slight Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Tristar Gym,1-tristar-gym,Finney's HIT Squad,1170-finneys-hit-squad
588-ufc-80-sam-hands-of-stone-stout-vs-per-eklund,db68ff7bf2487971,ufc-80-rapid-fire,1,sam-stout-hands-of-stone,per-eklund,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),-243 (Moderate Favorite),+208 (Moderate Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Adrenaline MMA Training & Fitness,543-adrenaline-mma-training-fitness,Hilti NHB,
2312-ufc-80-alessio-legionarius-sakara-vs-james-lee,1197b94bb4b56cc2,ufc-80-rapid-fire,2,alessio-sakara-legionarius,james-lee,"KO/TKO, Punches",1:30 Round 1 of 3,Preliminary Card (fight 2 of 9),205 lbs (93.0 kg),-145 (Slight Favorite),+125 (Slight Underdog),206.0 lbs (93.4 kgs),206.0 lbs (93.4 kgs),American Top Team,29-american-top-team,Mash Fight Team,66-mash-fight-team
2296-ufc-80-paul-tellys-kelly-vs-relentless-paul-taylor,cfca060f39db1742,ufc-80-rapid-fire,3,paul-kelly-tellys,paul-taylor-relentless,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 9),170 lbs (77.1 kg),+196 (Moderate Underdog),-231 (Moderate Favorite),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Wolfslair Academy,,Team Kaobon Liverpool,5035-team-kaobon-liverpool
2304-ufc-80-antoni-hardonk-vs-colin-big-c-robinson,26ad51050ea55600,ufc-80-rapid-fire,4,antoni-hardonk,colin-robinson-big-c,"KO/TKO, Leg Kicks",0:17 Round 1 of 3,Preliminary Card (fight 4 of 9),265 lbs (120.2 kg),-333 (Moderate Favorite),+303 (Moderate Underdog),244.0 lbs (110.7 kgs),238.0 lbs (108.0 kgs),Vos Gym Amsterdam,9628-vos-gym-amsterdam,Next Generation I.M.M.A,527-next-generation-imma
593-ufc-80-jorge-el-conquistador-rivera-vs-kendall-da-spyder-grove,74c98716b4a74a3d,ufc-80-rapid-fire,5,jorge-rivera-el-conquistador,kendall-grove-da-spyder,"KO/TKO, Punches",1:20 Round 1 of 3,Main Card (fight 5 of 9),185 lbs (83.9 kg),+248 (Moderate Underdog),-368 (Moderate Favorite),185.0 lbs (83.9 kgs),186.0 lbs (84.4 kgs),Sityodtong Boston,212-sityotdong-boston,Straight Rootless Jiu Jitsu,
601-ufc-80-wilson-gouveia-vs-jason-the-punisher-lambert,0e37ea649c51fba9,ufc-80-rapid-fire,6,wilson-gouveia,jason-lambert-the-punisher,"KO/TKO, Punch","0:37 Round 2 of 3, 5:37 Total",Main Card (fight 6 of 9),205 lbs (93.0 kg),-133 (Slight Favorite),+118 (Near Even),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),American Top Team,29-american-top-team,Alliance MMA,233-alliance-mma
614-ufc-80-the-irish-hand-grenade-marcus-davis-vs-jess-joker-liaudin,524ce5c0d6db74bb,ufc-80-rapid-fire,7,marcus-davis-the-irish-hand-grenade,jess-liaudin-joker,"KO/TKO, Punch",1:04 Round 1 of 3,Main Card (fight 7 of 9),170 lbs (77.1 kg),-333 (Moderate Favorite),+258 (Moderate Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),Sityodtong Boston,212-sityotdong-boston,Pancrase London,
621-ufc-80-fabrcio-vai-cavalo-werdum-vs-gabriel-napo-gonzaga-ii,f9b600343a31227b,ufc-80-rapid-fire,8,fabricio-werdum-vai-cavalo,gabriel-gonzaga-napao,"KO/TKO, Punches","4:34 Round 2 of 3, 9:34 Total",Main Card (fight 8 of 9),265 lbs (120.2 kg),+200 (Moderate Underdog),-240 (Moderate Favorite),247.0 lbs (112.0 kgs),255.0 lbs (115.7 kgs),Kings MMA,845-kings-mma,N/A,
629-ufc-80-bj-the-prodigy-penn-vs-joe-daddy-stevenson,d98d5a3800cd21fb,ufc-80-rapid-fire,9,bj-penn-the-prodigy,joe-stevenson-daddy,"Submission, Rear Naked Choke","4:02 Round 2 of 5, 9:02 Total",Main Event (fight 9 of 9),155 lbs (70.3 kg),-340 (Moderate Favorite),+265 (Moderate Underdog),154.0 lbs (69.9 kgs),154.0 lbs (69.9 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Joe Stevenson's Cobra Kai,841-joe-stevensons-cobra-kai
833-ufc-fight-night-12-handsome-matt-wiman-vs-justin-buchholz,fc0d77057ec806fe,ufc-fight-night-12-swick-vs-burkman,1,matt-wiman-handsome,justin-buchholz,"Submission, Rear Naked Choke",2:56 Round 1 of 3,Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),-223 (Moderate Favorite),+193 (Slight Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Tulsa Top Team,,Team Alpha Male,108-team-alpha-male
840-ufc-fight-night-12-corey-the-real-deal-hill-vs-joe-veres,e1c333892d395a35,ufc-fight-night-12-swick-vs-burkman,2,corey-hill-the-real-deal,joe-veres,"KO/TKO, Punches","0:37 Round 2 of 3, 5:37 Total",Preliminary Card (fight 2 of 9),155 lbs (70.3 kg),-178 (Slight Favorite),+153 (Slight Underdog),154.0 lbs (69.9 kgs),155.0 lbs (70.3 kgs),Team TCH MMA,,MMA Lab,
2231-ufc-fight-night-12-jeremy-lil-heathen-stephens-vs-cole-magrinho-miller,c4b0ef8f42eecbcc,ufc-fight-night-12-swick-vs-burkman,3,jeremy-stephens-lil-heathen,cole-miller-magrinho,"KO/TKO, Punches and Elbows","4:44 Round 2 of 3, 9:44 Total",Preliminary Card (fight 3 of 9),155 lbs (70.3 kg),+143 (Slight Underdog),-173 (Slight Favorite),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Alliance MMA,233-alliance-mma,American Top Team,29-american-top-team
2239-ufc-fight-night-12-gray-the-bully-maynard-vs-dennis-siver,804eff79a58ad250,ufc-fight-night-12-swick-vs-burkman,4,gray-maynard-the-bully,dennis-siver,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 4 of 9),155 lbs (70.3 kg),-331 (Moderate Favorite),+301 (Moderate Underdog),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Power MMA,194-power-mma,Team KiBoJu,3447-team-kiboju
2254-ufc-fight-night-12-kurt-batman-pellegrino-vs-alberto-crane,3957d820e11275f7,ufc-fight-night-12-swick-vs-burkman,5,kurt-pellegrino-batman,alberto-crane,"KO/TKO, Punches","1:55 Round 2 of 3, 6:55 Total",Preliminary Card (fight 5 of 9),155 lbs (70.3 kg),-320 (Moderate Favorite),+260 (Moderate Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Pellegrino Mixed Martial Arts,745-pellegrino-mixed-martial-arts,N/A,
2261-ufc-fight-night-12-nate-diaz-vs-alvin-kid-robinson,d9decf169a2da676,ufc-fight-night-12-swick-vs-burkman,6,nate-diaz,alvin-robinson-kid,"Submission, Triangle Choke",3:39 Round 1 of 3,Main Card (fight 6 of 9),155 lbs (70.3 kg),-166 (Slight Favorite),+150 (Slight Underdog),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu,MMA Lab,193-mma-lab
2271-ufc-fight-night-12-thiago-tavares-vs-michihiro-michi-omigawa,b5bef60f79b38e69,ufc-fight-night-12-swick-vs-burkman,7,thiago-tavares,michihiro-omigawa,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 9),155 lbs (70.3 kg),-725 (Huge Favorite),+475 (Heavy Underdog),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Ataque Duplo,,Neo Judo Academy Omigawa Dojo,3736-neo-judo-academy-omigawa-dojo
2281-ufc-fight-night-12-patrick-the-predator-cote-vs-drew-the-massacre-mcfedries,d470bb3cb98d9ed7,ufc-fight-night-12-swick-vs-burkman,8,patrick-cote-the-predator,drew-mcfedries-the-massacre,"KO/TKO, Punches",1:44 Round 1 of 3,Main Card (fight 8 of 9),185 lbs (83.9 kg),-141 (Slight Favorite),+121 (Near Even),184.0 lbs (83.5 kgs),185.5 lbs (84.1 kgs),Brazilian Top Team Canada (Primary); Speedy Gym (Other),246-brazilian-top-team-canada; 376-speedy-gym,Champions MMA,
2289-ufc-fight-night-12-mike-quick-swick-vs-josh-the-peoples-warrior-burkman,20fc3b3ab2d2fecf,ufc-fight-night-12-swick-vs-burkman,9,mike-swick-quick,josh-burkman-the-peoples-warrior,"Decision, Majority","3 Rounds, 15:00 Total",Main Event (fight 9 of 9),170 lbs (77.1 kg),-196 (Moderate Favorite),+166 (Slight Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),AKA Thailand,2539-aka-thailand,Team Quest,902-team-quest
2487-ufc-81-the-saint-rob-emerson-vs-keita-k-taro-nakamura,c5f56797c68ecbeb,ufc-81-breaking-point,1,rob-emerson-the-saint,keita-nakamura-k-taro,"Decision, Split","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),+238 (Moderate Underdog),-283 (Moderate Favorite),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Team Oyama,899-team-oyama,K-Taro Dojo,252-k-taro-dojo
782-ufc-81-marvin-the-beastman-eastman-vs-dangerous-terry-martin,7929542a0003799f,ufc-81-breaking-point,2,marvin-eastman-the-beastman,terry-martin-dangerous,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 9),185 lbs (83.9 kg),+170 (Slight Underdog),-210 (Moderate Favorite),185.0 lbs (83.9 kgs),186.0 lbs (84.4 kgs),J-Sect MMA,,Iron Academy,
768-ufc-81-tim-the-barbarian-boetsch-vs-david-the-headhunter-heath,d9a8d19107d2bd9e,ufc-81-breaking-point,3,tim-boetsch-the-barbarian,david-heath-the-headhunter,"KO/TKO, Slam and Punches",4:52 Round 1 of 3,Preliminary Card (fight 3 of 9),205 lbs (93.0 kg),+231 (Moderate Underdog),-271 (Moderate Favorite),205.0 lbs (93.0 kgs),205.0 lbs (93.0 kgs),Barbarian Combat Sports,5434-barbarian-combat-sports,Absolute Combat Alliance,420-absolute-combat-alliance
790-ufc-81-chris-lights-out-lytle-vs-kyle-bradley,bb6eacc986791dcd,ufc-81-breaking-point,4,chris-lytle-lights-out,kyle-bradley,"KO/TKO, Punches",0:33 Round 1 of 3,Preliminary Card (fight 4 of 9),170 lbs (77.1 kg),-488 (Heavy Favorite),+388 (Moderate Underdog),170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling,Team Voodoo,
797-ufc-81-tyson-griffin-vs-gleison-tibau,dd47c3359dc1b7d0,ufc-81-breaking-point,5,tyson-griffin,gleison-tibau,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),155 lbs (70.3 kg),-358 (Moderate Favorite),+303 (Moderate Underdog),155.0 lbs (70.3 kgs),156.0 lbs (70.8 kgs),American Kickboxing Academy,63-american-kickboxing-academy,American Top Team,29-american-top-team
805-ufc-81-ricardo-cachorro-almeida-vs-rob-yundt,96828ec042f211bf,ufc-81-breaking-point,6,ricardo-almeida-cachorrao,rob-yundt,"Submission, Guillotine Choke",1:08 Round 1 of 3,Main Card (fight 6 of 9),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),185.0 lbs (83.9 kgs),Renzo Gracie Academy,322-renzo-gracie-academy,N/A,
