id,name,nickname,date_of_birth,reach_inches,height_inches,stance,team_id,nationality,fighting_style
2354133,Osami Shibuya,,1976-01-07,,73,,,,
2354137,Paul Rodriguez,,1975-05-18,,68,Orthodox,,,
2354140,Mark Gearhart,,,,,,,,
2354141,TJ Waldburger,The Modern Day Warrior,1988-04-25,75.0,71,Orthodox,978,,
2354170,Josh Grispi,The Fluke,1988-10-14,74.0,71,Orthodox,1149,,
2354186,Justin Haskins,,1979-08-30,,,Orthodox,,,
2354187,Richard Gamble,,,,,,,,
2354190,Alex Serdyukov,The Russian Crusher,1980-05-24,74.0,74,Orthodox,,,
2354193,Thiago Tavares,,1984-11-08,68.5,67,Orthodox,153,Brazil,Brazilian Jiu-Jitsu
2354194,Alberto Crane,,1976-07-14,,65,Orthodox,,,
2354195,Steve Vigneault,Lion,,,70,Orthodox,,,
2354196,Gideon Ray,,1973-05-27,,70,Southpaw,,,
2354197,Ryan Thomas,The Tank Engine,1984-11-05,,72,Orthodox,,USA,
2354198,Dan Barrera,The Fireman,1980-12-23,,69,Orthodox,,,
2354202,Reggie Pena,The Regulator,1983-04-09,,72,,,USA,
2354204,Crafton Wallace,,,,,Orthodox,,,
2354205,Dan Hardy,The Outlaw,1982-05-17,74.0,72,Orthodox,911,,
2354206,Pete Spratt,The Secret Weapon,1971-01-09,,69,Orthodox,,,
2354207,Shonie Carter,Mr. International,1972-05-03,,69,Southpaw,,USA,
2354208,Forrest Petz,The Meat Cleaver,1975-09-22,71.5,69,Orthodox,,,
2354210,Daniel Weichel,Drake,1984-11-22,70.0,70,,2106,Germany,Brazilian Jiu-Jitsu
2354211,Chad Reiner,The Grinder,,,71,Orthodox,,,
2354212,Manuel Garcia,Manu,,,69,,,,
2354215,Willy Ni,,,,70,,2586,,
2354217,Dan Lauzon,The Upgrade,1988-03-30,,70,Orthodox,5992,USA,Brazilian Jiu-Jitsu
2354218,Matt Wiman,Handsome,1983-09-19,68.0,70,Orthodox,144,USA,
2354219,Randy Hauer,,,,69,,,,
2354220,Junior Assuncao,,1981-06-24,72.0,69,Orthodox,,Brazil,Brazilian Jiu-Jitsu
2354221,Drew Fickett,The Master,1979-12-14,70.0,70,Orthodox,,USA,
2354224,Chris Price,Exorcist,,,74,Southpaw,,,
2354228,James McSweeney,,1980-10-24,77.0,76,Switch,966,England,
2354229,Gary Turner,,,,,,,,
2354230,Tengiz Tedoradze,,,,,,,,
2354231,Mark Kerr,The Smashing Machine,1968-12-21,,75,Switch,,,
2354232,Henry Miller,Sentoryu,1969-07-16,,69,Southpaw,,,
2354233,Martin Thompson,,1985-03-31,,73,,,England,
2354234,Fereidoun Naghizadeh,,,,,,,,
2354235,Kassim Annan,Hulk,1980-12-18,,74,,,,
2354236,Mike Ward,,,,,,,,
2354237,Hong Man Choi,Techno Goliath,1980-10-30,,86,Orthodox,,,
2354238,Tatsuya Mizuno,,1981-06-02,,73,Southpaw,,,
2354239,Gabriel Gonzaga,Napao,1979-05-18,76.0,74,Orthodox,867,Brazil,Brazilian Jiu-Jitsu
2354240,Eddie Sanchez,The Manic Hispanic,1982-04-11,74.0,75,Orthodox,,,
2354241,Josh Barnett,The Warmaster,1977-11-10,78.0,75,Orthodox,5777,USA,Wrestling
2354242,Ikuhisa Minowa,Minowaman,1976-01-12,,69,Orthodox,,,
2354243,Caol Uno,Uno Shoten,1975-05-08,70.0,67,Southpaw,106,Japan,Brazilian Jiu-Jitsu
2354244,Shinya Aoki,Tobikan Judan,1983-05-09,,71,Southpaw,,,
2354245,Mitsuhiro Ishida,Endless Fighter,1978-12-29,,66,Southpaw,,,
2354247,Katsuhiko Nagata,,,,,Southpaw,,,
2354249,Gesias Cavalcante,JZ,1983-07-06,71.0,68,Orthodox,1071,Brazil,Brazilian Jiu-Jitsu
2354252,Tommy Speer,,1984-08-20,,71,,,,
2354254,John Mahlow,,1980-06-28,,67,,,,
2354258,Bart Palaszewski,Bartimus,1983-05-30,70.0,69,Orthodox,,,
2354259,Chris Liguori,The Story,,,70,Orthodox,,,
2354262,Al Buck,,,,,,,,
2354264,Parker Porter,,1985-04-22,75.0,72,Orthodox,2025,USA,Mixed Martial Artist
2354267,Carlos Eduardo,,1981-12-09,,74,,301,,Brazilian Jiu-Jitsu
2354269,Andrei Arlovski,The Pitbull,1979-02-04,77.0,75,Orthodox,25,USA,Striker
2354271,Kristof Midoux,The French Hurricane,,,73,Orthodox,,,
2354275,Johnathan Ivey,,,,69,,,,
2354276,Masanori Tonooka,,,,,Orthodox,,,
2354277,Katsuyori Shibata,The Mad Dog Wrestler,1979-11-17,,72,Orthodox,,,
2354278,Paul Georgieff,,1982-09-22,,,Orthodox,,,
2354279,Kazushi Sakuraba,The Gracie Hunter,1969-07-14,,72,Southpaw,,,Brazilian Jiu-Jitsu
2354281,Melvin Manhoef,No Mercy,1976-05-11,72.0,68,Orthodox,2586,Netherlands,
2354284,Jesse Bongfeldt,Water,,,72,Orthodox,,,
2354285,Thomas Schulte,,1981-01-13,,69,,,,
2354293,Jesse Taylor,JT Money,1983-01-02,73.0,73,Orthodox,1056,USA,Brazilian Jiu-Jitsu
2354295,Bill Smallwood,,1981-10-23,,72,,2246,USA,
2354296,Hans Marrero,,,,69,,,,
2354297,Joe Bunch,,1984-01-09,,72,,,,
2354298,George Hartman,,,,,,,,
2354299,Levi LaLonde,,,,,,,,
2354300,Chuck Pablo,,,,,,,,
2354302,Shane Primm,,,,,Orthodox,,,
2354307,Matt Veach,,,,67,Orthodox,,,
2354308,Jason Black,The Black Legion,1972-08-15,,70,Orthodox,,,
2354309,Clint Kerley,,,,,,,,
2354310,Jason Anderson,,,,,,,,
2354311,Dan Marks,,,,68,,,,
2354312,Joe Davis,,,,,,,,
2354313,Shervin Alavi,,,,,,,,
2354314,Matt Grey,,,,,,,,
2354319,Rob Yundt,,1980-05-05,,,Orthodox,,,
2354324,Andrei Semenov,,1977-06-17,,72,Orthodox,,,
2354332,Kestutis Smirnovas,,,,70,Orthodox,,,
2354333,Taiei Kin,,,,,Orthodox,,,
2354334,Tokimitsu Ishizawa,Kendo Kashin,1968-08-05,,72,Orthodox,,,
2354335,Brian Gassaway,Mandingo,1972-08-07,,72,Orthodox,,,
2354336,Gleison Tibau,,1983-07-10,68.0,68,Southpaw,25,Brazil,Brazilian Jiu-Jitsu
2354337,Diego Saraiva,The Octopus,1982-04-23,,66,Orthodox,,Brazil,
2354338,Nick Walker,,,,,,,,
2354339,Vern Jefferson,,,,69,,,,
2354340,Norm Alexander,,,,,,,,
2354341,Samy Schiavo,The Dog,1975-12-24,,,Orthodox,,,
2354342,Justin James,,,,70,Orthodox,,,
2354343,Joe Martin,,,,69,,,,
2354346,Matt Lindland,The Law,1970-05-17,74.0,72,Southpaw,282,,
2354347,Mark Hunt,Super Samoan,1974-03-23,72.0,70,Orthodox,25,New Zealand,Kickboxing
2354349,Tsuyoshi Kosaka,TK,1970-03-06,,71,Orthodox,,Japan,
2354350,Dong Sik Yoon,,1972-08-24,,72,Orthodox,,,
2354351,Hirotaka Yokoi,,1978-06-08,,71,Orthodox,,,
2354352,TJ Grant,,1984-02-26,72.5,70,Orthodox,833,,Brazilian Jiu-Jitsu
2354357,Kevin Manderson,,,,,,,,
2354359,Jason Reinhardt,,,,66,Orthodox,,,
2354360,Brandon Melendez,The Murderer,1983-03-24,,70,Southpaw,,,
2354361,Douglas Brown,,,,,,,,
2354362,Zane Baker,,,,,,,,
2354363,Adam Comfort,,,,,,,,
2354364,Raphael Assuncao,,1982-07-19,66.5,65,Orthodox,1022,Brazil,Brazilian Jiu-Jitsu
2354368,David Lee,,,,70,Orthodox,,England,
2354369,Chuck Kim,,,,,,,,
2354370,Dennis Davis,Piranha,1978-03-15,,67,,61,,
2354371,Joe Hurley,,1978-06-24,,68,,,,
2354435,Douglas Evans,,1980-10-10,,69,,,,
2354436,John Halverson,,1972-09-08,,,Southpaw,,,
2354437,Jason Dent,Dynamite,1980-06-12,71.0,70,Orthodox,,,
2354439,Dan Swift,The Pennsylvania Hitman,1975-01-15,,68,,,,
2354522,Ryan Roberts,Are You Ready?,1978-07-18,,66,Orthodox,,USA,
2354523,Luke Caudillo,Lil Hulk,1980-11-30,,67,Orthodox,,,
2354524,Takanori Gomi,The Fireball Kid,1978-09-22,70.0,68,Southpaw,161,Japan,Wrestling
2354525,Jutaro Nakao,,1970-11-30,,69,Southpaw,,,
2354527,Igor Vovchanchyn,Ice Cold,1973-08-06,,68,Orthodox,,,
2354532,Mike Van Arsdale,,1965-06-20,,74,Switch,,,
2354533,Fabricio Werdum,Vai Cavalo,1977-07-30,77.0,76,Orthodox,970,Brazil,Brazilian Jiu-Jitsu
2354534,Kiyoshi Tamura,,1969-12-17,,71,Southpaw,,,
2354535,Pawel Nastula,,1970-06-26,,,Southpaw,,,
2354536,Mike Whitehead,Iron,1981-06-29,,73,Orthodox,61,USA,
2354537,Kerry Schall,Meat Truck,1971-08-09,,74,Orthodox,,,
2354539,Gabe Ruediger,Godzilla,1977-08-29,,70,Orthodox,,USA,
2354540,Rick Davis,,,,,Orthodox,,,
2354541,Eric Regan,,,,69,,,,
2354544,Jamie Varner,,1984-10-12,71.5,68,Orthodox,424,,Brazilian Jiu-Jitsu
2354545,Joe Jordan,Porkchop,1978-07-27,,66,Orthodox,,,
2354547,Toby Imada,,1979-07-16,,68,,,,
2354548,Ryan Schultz,The Lion,1977-04-07,,,,,,
2354553,Kevin Ferguson,Kimbo Slice,1974-02-08,77.0,74,Orthodox,25,,
2354554,Seth Petruzelli,The Silverback,1979-12-03,76.0,72,Orthodox,830,,
2354555,James Thompson,The Colossus,1978-12-16,,77,Orthodox,788,,Striker
2354556,Kelly Kobold,,,,66,Orthodox,,,
2354558,Tonya Evinger,Triple Threat,1981-06-04,70.0,67,Orthodox,282,USA,"Brazilian Jiu-Jitsu,Striker"
2354560,Julie Kedzie,Fireball,1981-03-18,64.5,65,Orthodox,81,USA,"Brazilian Jiu-Jitsu,Muay Thai,Taekwondo"
2354562,Rosi Sexton,The Surgeon,1977-07-16,63.0,63,Orthodox,,,
2354563,Leiticia Pestova,,,,,Orthodox,,,
2354564,Cris Cyborg,,1985-07-09,69.0,68,Orthodox,443,Brazil,Striker
2354567,Shayna Baszler,The Queen of Spades,1980-08-08,67.8,67,Orthodox,,USA,
2354571,Vanessa Porto,,1984-03-16,64.5,62,,,Brazil,Brazilian Jiu-Jitsu
2354572,Erica Paes,,,,,,,,
2354575,Jeff Cox,,1969-12-31,,,Orthodox,,,
2354579,Joe Veres,,1977-11-09,,66,Orthodox,,,
2354580,Stryder Fann,,,,,,,,
2381659,Rogerio Nogueira,Minotouro,1976-06-02,75.0,74,Southpaw,24,Brazil,"Brazilian Jiu-Jitsu,Boxing"
2381666,Joey Gorczynski,,,,70,,,,
2381676,Dwayne Shelton,,,,,,,,
2381679,Luciano Azevedo,,1981-06-25,,68,Orthodox,,,
2396132,Kyle Jensen,,,,69,Orthodox,,,
2396134,Antoine Skinner,Lil Rampage,,,66,,,,
2396136,Takafumi Otsuka,,1986-08-22,,66,Orthodox,5068,Japan,
2396139,Danilo Cherman,,1983-01-21,,68,,,,
2396140,Mauricio Reis,,,,67,,,,
2396144,Mark Colangelo,,,,68,,,,
2396146,Garrett Davis,,1976-12-12,,70,,,,
2410613,Jorge Gurgel,J.G.,1977-01-25,69.0,69,Orthodox,967,,
2410614,Andy Wang,,,,66,Orthodox,,,
2410621,Neil Wain,Old Skool,,,70,Orthodox,,England,
2410622,Sherman Pendergarst,The Tank,,,73,Orthodox,151,,
2410623,Rex Richards,,,,77,,,,
2410624,Rick Slaton,BadBoy,,,,,,,
2410625,Chris Guillen,,1972-12-09,,72,Orthodox,,,
2412445,Pedro Rizzo,The Rock,1974-05-03,,73,Orthodox,,Brazil,
2412446,Jeff Monson,The Snowman,1971-01-18,74.0,69,Orthodox,25,USA,Wrestling
2412447,Aleksander Emelianenko,,1981-08-02,,78,Orthodox,,Russia,
2412448,Vitor Vianna,,1979-11-02,,71,Orthodox,,,
2412449,Claudio Godoi,,,,,,,,
2412450,Dino Pezao,,,,,Orthodox,,,
2431250,Terry Martin,,1980-10-10,71.0,68,Orthodox,,,
2431251,Edwin Dewees,Babyface,1982-08-07,,73,Orthodox,,,
2431252,Jason Thacker,,,,,Orthodox,,,
2431253,Dave Menne,The Warrior,1974-07-29,,70,Orthodox,,,
2431254,Jeff Joslin,The Inferno,1975-04-30,,72,Orthodox,,,
2431255,Danny Babcock,,,,,,,,
2431256,Falaniko Vitale,Niko,,,70,Orthodox,,,
2431257,Makoto Takimoto,,1974-08-12,,,Southpaw,,,
2431258,Robbie Lawler,Ruthless,1982-03-20,74.0,71,Southpaw,10967,USA,Striker
2431259,Reese Andy,Riptide,1973-03-31,,72,Orthodox,,,
2431261,Fabiano Scherner,Pega-Leve,1972-06-30,,75,Orthodox,,,
2431262,Rex Holman,,,,75,Southpaw,,,
2431263,Jesse Forbes,Kid Hercules,1984-10-24,75.0,74,Southpaw,,,
2431264,Robert Hitte,,,,,,,,
2431268,Josh Hendricks,Heavy,1976-08-28,,,Southpaw,,,
2431272,Kevin Jordan,The Shaman,1970-12-31,,75,Orthodox,,,
2431276,Chris Tuchscherer,The Crowbar,1975-09-08,76.0,74,Orthodox,,,
2431277,William Hill,,1974-10-11,,73,,,,
2431279,Rob MacDonald,Maximus,1978-09-05,78.5,75,Orthodox,,Canada,
2431281,Colin Robinson,Big C,1968-11-27,,76,Orthodox,,,
2431283,Kevin Burns,The Fire,,74.0,72,Orthodox,,,
2431284,Keith Wilson,,,,,,,,
2431285,Rich Moskowitz,,,,,,,,
2431286,Jonathan Romero,,,,,,,,
2431287,Tim Hague,The Thrashing Machine,1983-05-09,76.0,76,Orthodox,2446,Canada,Striker
2431289,Simon Diouf,,,,,,,,
2431290,John George,Lionheart,,,71,,,,
2431291,Mike Delaney,,1974-08-10,,71,,,,
2431292,Tony Lopez,Kryptonite,1973-11-28,,77,,,USA,
2431296,Rocky Batastini,,,,74,,,,
2431303,Edwin Aguilar,,,,70,,,,
2431305,Matt Ewin,The Hardest,,,,,,,
2431306,Eiji Ishikawa,,1979-10-12,,70,,,,
2431308,Wes Combs,Soldier,1973-06-18,,74,Orthodox,,,
2431311,Bobby Southworth,,1969-12-16,,74,Orthodox,22,,
2431312,Lodune Sincaid,,,,69,Orthodox,,,
2431313,Gegard Mousasi,The Dreamcatcher,1985-08-01,76.0,74,Orthodox,10289,Netherlands,Striker
2431314,Jacare Souza,Jacare,1979-12-07,72.0,73,Orthodox,7928,Brazil,Brazilian Jiu-Jitsu
2431315,Steve Mensing,Machine,1977-12-06,,71,Orthodox,,,
2431316,Evangelista Santos,Cyborg,1977-12-12,76.0,70,Orthodox,443,,
2431319,Rodney Glunder,,1975-01-03,,72,,,,
2431320,Travis Wiuff,Diesel,1978-03-15,,75,Orthodox,,USA,
2431321,James Zikic,The Messenger,1977-03-01,,74,Orthodox,,England,
2431322,Kazuo Takahashi,,1969-03-13,,70,,,,
2431328,Michal Kita,Masakra,1980-05-18,75.0,73,,,Poland,
2431330,Paul Buentello,The Headhunter,1974-01-16,77.0,75,Orthodox,426,USA,Striker
2431332,David Gardner,,,,,Orthodox,,,
2431333,Eddie Alvarez,The Underground King,1984-01-11,69.0,69,Orthodox,162,USA,
2431334,Todd Moore,Maniac,1983-12-30,71.0,69,Southpaw,2326,,
2431335,Joachim Hansen,Hellboy,1979-05-26,,70,Southpaw,,,
2431337,Ray Steinbeiss,C4,1979-09-12,,71,Orthodox,,,
2431339,KJ Noons,,1982-12-07,70.0,70,Orthodox,1056,,
2431340,Katsuya Inoue,,1979-08-10,,69,Southpaw,,,
2431342,Thomas Denny,Wildman,,,70,Orthodox,,,
2431343,Frank Shamrock,,1972-12-08,,70,Orthodox,,,
2431344,Scott Smith,Hands of Steel,1979-05-21,70.0,72,Orthodox,1111,,
2431356,TBA,,,,,,,,
2431357,Siyar Bahadurzada,The Great,1984-04-17,73.0,71,Orthodox,81,Afghanistan,Striker
2431358,Logan Clark,The Pink Pounder,1985-02-12,,74,Orthodox,,,
2431359,Trevor Prangley,,1972-08-24,75.0,72,Orthodox,22,,
2431360,Jay Hieron,The Thoroughbred,1976-07-29,75.0,71,Orthodox,61,,
2431361,Jason High,The Kansas City Bandit,1981-10-12,73.0,68,Southpaw,25,USA,Brazilian Jiu-Jitsu
2431362,Chris Kennedy,,,,,,,,
2431363,Delson Heleno,Pe de Chumbo,1977-11-16,,71,Orthodox,,Brazil,
2447600,Amos Sotelo,,,,,,,,
2447601,Paul Daley,Semtex,1983-02-21,76.0,69,Orthodox,911,England,"Boxing,Striker"
2447602,Chris Horodecki,The Polish Hammer,1987-09-24,69.5,69,Orthodox,151,,
2447604,Nate Lamotte,The Future,,,71,,,,
2447605,Shad Lierley,,,,67,,,,
2447607,Ed West,Wild,1983-10-30,,69,,,,
2447620,Anthony Peters,,,,,,,,
2447621,Jason Harris,,,,,,,,
2447622,Leonard Wilson,,,,,,,,
2447623,Dyrell Walker,,,,,,,,
2447624,James Meals,Mad Dog,1982-07-27,,68,,,,
2447631,Jeff Bedard,Little Popeye,1970-02-06,,66,Orthodox,,,
2447633,Yoshiro Maeda,,1981-10-31,68.0,67,Southpaw,,Japan,
2447635,Takeya Mizugaki,,1983-12-16,68.5,67,Orthodox,,Japan,
2447636,Brian Bowles,,1980-06-22,70.5,67,Orthodox,25,,
2447637,Cung Le,,1972-05-25,70.0,70,Southpaw,148,,Sanshou
2447638,Jason Von Flue,Livewire,,,72,Orthodox,,,
2447639,Brian Warren,Mr. Unbreakable,,,,Orthodox,,,
2447641,José Aldo,Junior,1986-09-09,70.0,67,Orthodox,301,Brazil,Striker
2447646,Gustavo Machado,Ximu,1975-05-17,,72,,,,
2447647,Fabio Nascimento,Negao,,,,Orthodox,,,
2465506,Hiroyuki Takaya,Streetfight Bancho,1977-06-10,,66,Orthodox,,Japan,
2465553,Damacio Page,The Angel of Death,1982-09-30,66.0,66,Orthodox,81,USA,"Wrestling,Striker"
2465554,Marcos Galvao,Louro,1981-06-23,,67,Orthodox,301,Brazil,
2465555,Charlie Valencia,,,64.5,63,Orthodox,,,
2465558,Tim Honeycutt,,1977-03-13,,70,,,,
2470332,Josh Thomson,The Punk,1978-09-21,71.0,70,Orthodox,22,USA,
2470334,Harris Sarmiento,The Hitman,1983-09-09,,66,Orthodox,,USA,
2470335,Nam Phan,,1983-03-13,70.0,66,Orthodox,1016,USA,"Brazilian Jiu-Jitsu,Karate"
2470336,Nick Gonzalez,,1981-03-03,,66,Orthodox,,,
2470338,Gilbert Melendez,El Nino,1982-04-12,73.0,69,Orthodox,7387,USA,Striker
2473325,Ricco Rodriguez,Suave,1977-08-19,,76,Orthodox,,USA,
2473326,Valentijn Overeem,The Python,1976-08-17,,75,Orthodox,181,,
2473327,Tony Halme,The Viking,,,76,Orthodox,,,
2473328,Steven Graham,,,,73,Orthodox,,,
2473329,Maurice Smith,Mo,1961-12-13,,74,Orthodox,,,
2473330,Enson Inoue,Yamato Damashi,1967-04-15,,70,Orthodox,,,
2473332,Ryushi Yanagisawa,,1972-06-22,,75,,,,
2473333,Travis Galbraith,The Gladiator,,,72,Orthodox,,,
2473720,Ben Rothwell,,1981-10-17,78.5,76,Orthodox,905,USA,Striker
2473804,Gary Goodridge,Big Daddy,1966-01-17,,75,Orthodox,,,
2473805,Egidijus Valavicius,,1978-12-23,,72,Orthodox,2666,,
2473989,Semmy Schilt,Hightower,1973-10-27,,83,Orthodox,,,
2473990,Chris Haseman,The Hammer,1969-06-02,,71,Orthodox,,,
2475111,Sergei Kharitonov,The Paratrooper,1980-08-18,75.0,76,Orthodox,181,Russia,"Boxing,Kickboxing"
2475116,Sanae Kikuta,,1971-09-10,,69,Orthodox,,,
2475132,David Dodd,,,,,Orthodox,,,
2475133,Nate Schroeder,,,,,,,,
2475134,Iouri Kotchkine,,,,,Orthodox,,,
2475325,Branko Busick,,1990-07-15,74.0,73,,,USA,
2476787,Sam Greco,,1967-05-03,,74,Orthodox,,,
2478987,Eric McConico,,,75.0,72,,23,USA,
2479466,Luiz Azeredo,,,,,Orthodox,,,
2479469,Jose Barreto,,,,,Southpaw,,,
2479471,Claudionor Fontinelle,Demolition Man,,,,Orthodox,,,
2479472,Curtis Stout,,,,,Southpaw,,,
2479910,Tetsuji Kato,,,,,Orthodox,,,
2479911,Israel Albuquerque,,,,,Orthodox,,,
2479912,Alex Stiebling,The Brazilian Killa,,,,Southpaw,,,
2479913,Alexander Otsuka,The Diet Butcher,,,,Orthodox,,,
2479914,Carlos Newton,The Ronin,,,,Orthodox,,,
2479915,Daiju Takase,,,,,Southpaw,,,
2479916,Waldir dos Anjos,Diamante Negro,,,,,,,
2479917,Lee Murray,Lightning,,,,Orthodox,,,
2479918,Donald Cerrone,Cowboy,1983-03-29,73.0,73,Orthodox,6807,USA,Brazilian Jiu-Jitsu
2483867,Jay Coleman,,,,,,,,
2483868,Abner Lloveras,,1982-09-04,71.0,71,,,Spain,
2483869,Dave Drago,,,,,,,,
2483870,Michael McQuade,,,,,,,,
2483871,Jason Dublin,,,,,,,,
2483872,Ron Stallings,The Choir Boy,1983-02-25,75.0,72,Southpaw,,USA,
2483881,Todd Carney,Crazy T,,,,,,,
2486931,Hiromitsu Miura,Last Samurai,1981-09-22,71.5,69,Orthodox,,Japan,
2486932,Carlo Prater,Neo,1981-06-25,72.0,72,Switch,1306,Brazil,Brazilian Jiu-Jitsu
2486933,Tatsunori Tanaka,,1978-12-14,,67,,,,
2486934,Takuya Wada,,1978-02-14,,67,,,,
2486935,Koji Oishi,,1977-05-31,,68,Orthodox,,,
2486936,Pat Healy,Bam Bam,1983-07-20,74.0,72,Orthodox,1525,USA,Brazilian Jiu-Jitsu
2486937,Jake Shields,,1979-01-09,72.0,72,Orthodox,146,USA,Brazilian Jiu-Jitsu
2486942,Jake Ellenberger,The Juggernaut,1985-03-28,71.5,70,Orthodox,121,,
2486955,Paul Jenkins,Hands of Stone,,,69,,,,
2486958,Nick Thompson,The Goat,1981-06-23,74.0,73,Orthodox,,,
2486959,Aurelijus Kerpe,,,,,Orthodox,,,
2486961,Cruz Chacon,The Saint,,,,,,,
2486964,Jesse Brock,,,,64,,4607,,Brazilian Jiu-Jitsu
2486965,Anthony Njokuani,The Assassin,1980-03-01,75.5,72,Orthodox,1001,USA,
2486967,Danny Castillo,Last Call,1979-08-25,71.0,69,Orthodox,82,USA,Wrestling
2486968,Rob McCullough,Razor,,69.0,,Orthodox,,,
2486970,James Krause,The James Krause,1986-06-04,73.5,74,Orthodox,5647,USA,Brazilian Jiu-Jitsu
2487019,Benson Henderson,Smooth,1983-11-16,70.0,69,Southpaw,23,USA,Wrestling
2487259,Jay Silva,,1981-05-25,75.0,74,Southpaw,,USA,
2487588,Steve Lopez,,1984-07-30,,71,Orthodox,,,
2487699,Brian Heden,,1985-04-26,,72,,,USA,Striker
2487702,Ralph Kelly,,,,,,,,
2487705,Brett Rogers,Da Grim,1981-02-17,81.5,77,Orthodox,25,USA,Striker
2487720,Travis Fulton,The Ironman,1977-05-29,,72,Orthodox,,USA,
2487721,Roy Nelson,Big Country,1976-06-20,72.0,72,Orthodox,885,USA,Striker
2487722,Matt Thompson,,,,,,,,
2487726,Wojtek Kaszowski,,,,,,,,
2487728,Wagnney Fabiano,,1975-07-14,69.0,66,Southpaw,301,,
2487730,Ali Nestor Charles,,,,,,,,
2487732,Bao Quach,,,,,Orthodox,,,
2487733,Ian Loveland,The Barn Owl,1983-09-07,,68,Orthodox,,USA,
2487735,John Gunderson,Quick Guns,1979-01-05,69.0,69,Orthodox,2246,,
2487736,L.C. Davis,,1980-10-28,69.0,68,Southpaw,,,
2487738,Fredson Paixao,,,66.0,,Orthodox,,,
2487838,Vladimir Matyushenko,The Janitor,1971-01-04,74.0,73,Orthodox,806,,Wrestling
2487839,Yuki Kondo,,1975-07-17,,71,Southpaw,,Japan,
2487840,Jerry Bohlander,,,,,Orthodox,,,
2487845,Ebenezer Fontes Braga,Pitbull,,,,Orthodox,,,
2487847,Joey Gilbert,,,,,Orthodox,,,
2487848,Paul Creighton,,,,,Southpaw,,,
2488102,Dennis Reed,,,,,Orthodox,,,
2488174,Shungo Oyama,,1974-04-11,,71,Southpaw,,,
2488175,Murilo Rua,Ninja,1980-05-22,,71,Orthodox,382,,
2488177,Eric Smith,,,,72,Southpaw,2246,,
2488353,Rafael Freitas,,,,,Orthodox,,,
2488368,Kotetsu Boku,,1977-05-27,,69,Orthodox,,,
2488369,Kazuyuki Miyata,Little Hercules,1976-01-29,,67,Orthodox,,,
2488370,Eiji Mitsuoka,,1976-01-01,,67,Southpaw,106,,
2488371,Tatsuya Kawajiri,The Crusher,1978-05-08,69.0,67,Orthodox,,Japan,
2488455,Chris Sanford,,,,68,Orthodox,,,
2488461,Solomon Hutcherson,King,1972-08-13,,71,Southpaw,,,
2488463,Dan Hart,,,,,,,,
2488464,Mike Pyle,Quicksand,1975-09-18,74.0,73,Orthodox,61,USA,Brazilian Jiu-Jitsu
2488472,Mike Guymon,The Joker,1974-09-17,74.0,,Orthodox,,,
2488474,Shannon Ritch,The Cannon,1970-09-27,,69,Orthodox,,USA,
2488476,Michael Johnson,,1986-06-04,73.5,70,Southpaw,10967,USA,Wrestling
2488532,Wes Albritton,,,,,Orthodox,,,
2488536,Alejandro Garcia,,,,,,,,
2488539,Gilbert Rael,,,,,,,,
2488557,Jerome LeBanner,Geronimo,1972-12-26,,75,Southpaw,,,
2488558,Carl Toomey,,,,,,,,
2488559,Michael Lerma,Body Snatcher,,,,,,,
2488560,Masakatsu Okuda,,,,,,,,
2488561,Francois Botha,The White Buffalo,,,,Orthodox,,,
2488568,Eugene Jackson,,,,,Orthodox,,,
2488573,Mackens Semerzier,Mack da Menace,1980-11-03,72.0,69,Orthodox,,USA,
2488773,Kenneth Williams,,,,,,,,
2488775,Daijiro Matsui,,,,,Orthodox,,,
2488776,Masaaki Satake,,,,,Orthodox,,,
2488849,Phil Baroni,New York Bad Ass,1976-04-16,72.0,69,Orthodox,22,USA,
2488859,Victor Hunsaker,,,,,,,,
2488860,Dennis Hallman,Superman,1975-12-02,72.0,69,Orthodox,123,USA,Wrestling
2488862,Valeri Ignatov,,,,,Orthodox,,,
2488864,LaVerne Clark,,,,,Orthodox,,,
2488867,Eric DaVila,Bighead,1976-10-25,,69,,,,
2488869,Marcelo Aguiar,,,,,Orthodox,,,
2488876,Scott Johnson,The Body,,,,,,,
2488880,Gil Castillo,,,,,Southpaw,,,
2488903,Todd Medina,"""El Tiburon""",,,,Southpaw,,,
2488904,Bob Schrijber,Dirty Bob,,,,Orthodox,,,
2488905,Tony Petarra,,,,,Orthodox,,,
2488906,Adrian Serrano,,,,,,,,
2492783,Steve Berger,Red Nose,,,,Orthodox,,,
2492784,Hector Urbina,El Toro,1987-09-17,73.5,72,Orthodox,25,USA,
2492785,Tim Kennedy,,1979-09-01,74.0,71,Orthodox,81,USA,
2492786,Kala Hose,Kolohe,,,,,,,
2493016,Mike Kyle,MAK,1980-03-31,77.0,75,Orthodox,22,USA,Striker
2493017,John-Olav Einemo,The Viking,1975-12-10,,78,Orthodox,,Norway,
2493018,Antonio Silva,Bigfoot,1979-09-14,80.0,76,Orthodox,24,Brazil,Striker
2494133,Jae Young Kim,MMA Panda,1983-09-19,,67,,,Korea,
2494733,Chris Mickle,Mad Dog,1983-10-07,,69,Orthodox,,USA,
2494735,Jonathan Brookins,,1985-08-13,74.0,72,Southpaw,1085,USA,Brazilian Jiu-Jitsu
2494738,Fabio Mello,,1975-06-28,,66,Southpaw,141,,
2494739,Thiago Meller,Minu,,,70,,,,
2494740,Micky Young,,,,,,,,
