id,name,nickname,date_of_birth,height,reach,stance,team_id,nationality,fighting_style
3104861,Thomas Jones,,,"5' 9""",,--,,,
3104862,Miles Marshall,,7/8/1988,"6' 0""",,--,,,
3104905,Caio Machado,Lionheart,29/5/1993,"5' 9""","72""",--,11807.0,Brazil,
3105013,Niklas Backstrom,,22/8/1989,"6' 0""","74""",Orthodox,,Sweden,Striker
3105014,Max Coga,Mad Max,24/6/1989,"5' 8""",,--,2106.0,Germany,
3105015,Jaakko Vayrynen,,,,,--,,,
3105016,Thomas Hytten,,,,,--,,,
3105017,Adam Edwards,,,,,--,,,
3105018,Elias Kunnas,,,,,--,,,
3105019,Simon Skold,,,,,--,,,
3105020,Gabriel Mboge Nesje,,,,,--,,,
3105157,Rodrigo Almeida,The Young Lion,6/3/1986,"5' 7""",,--,3787.0,,
3106171,Dashon Johnson,Fly Boy,25/1/1988,"5' 9""","70.5""",Orthodox,1015.0,USA,
3106279,Kenny Kilgore,,,,,--,,,
3106280,Phelan Fleming,,,,,--,,,
3106281,Randall Adams,,,,,--,,,
3106282,Tomy Franklin,,,,,--,,,
3106310,James Moontasri,Moonwalker,10/4/1988,"5' 10""","71""",Switch,948.0,USA,
3106617,Joanna Jedrzejczyk,,18/8/1987,"5' 6""","65.5""",Orthodox,25.0,Poland,Striker
3106764,Austen Heidlage,,12/11/1989,"5' 11""",,--,,USA,
3107471,Christopher Thad Schlichter,,18/5/1983,"6' 3""",,--,,,
3107533,Cully Butterfield,The Mason,,"6' 0""",,--,,,
3107710,Wayman Carter,,21/7/1978,"6' 4""",,--,3266.0,USA,
3107734,Liliya Kazak,Lily,19/1/1990,"5' 4""",,--,,France,
3107993,Paulo Muniz,,,,,--,,,
3108772,Antonio Carlos Jr.,Shoeface,16/3/1990,"6' 2""","79""",Orthodox,25.0,Brazil,Brazilian Jiu-Jitsu
3108775,Warlley Alves,,4/1/1991,"5' 11""","72""",Orthodox,5776.0,Brazil,Brazilian Jiu-Jitsu
3108776,Marcio Alexandre Jr.,Lyoto,3/5/1989,"6' 1""","75""",Southpaw,3667.0,Brazil,
3108777,Richardson Moreira,Rick Monstro,31/3/1984,"6' 2""","72""",Orthodox,,Brazil,
3108778,Ricardo Abreu,Demente,27/4/1984,"5' 11""",,Orthodox,,,
3108781,Wagner Silva,Wagnao,7/2/1987,"6' 0""",,Orthodox,,,
3108811,Edinaldo Novaes,,,,,--,,,
3108813,Celivaldo Pereira da Silva,,,,,--,,,
3108814,Joao Paulo Pereira,,,,,--,,,
3108815,Elton Rodrigues,,,,,--,,,
3108817,Rivanildo Riva,,,,,--,,,
3108846,Ederson Moreira,,,,,--,,,
3108847,Anderson Joao,,,,,--,,,
3108848,Morris Albert Lins,,9/9/1982,"6' 2""",,--,,Brazil,
3108849,Rubens dos Santos,,,,,--,,,
3108850,Fleizer Farias,,,,,--,,,
3108851,Andrei Nicoceli,,,,,--,,,
3108852,Felipe Rosa,,,,,--,,,
3108853,Andrei dos Santos,,,,,--,,,
3108854,Mario Kleber Ferreira,,,,,--,,,
3108855,Mario Julio Cesar,,,,,--,,,
3108856,Nelson Rodrigues de Andrade Jr.,,,,,--,,,
3108857,Douglas Penning Pilati,,,,,--,,,
3108862,Alberto Uda,,8/8/1984,"6' 3""","77.5""",Orthodox,301.0,Brazil,
3108863,Rodolfo de Souza,,,,,--,,,
3108868,Antonio Silva Jr.,,,,,--,,,
3108869,Ben Reiter,,27/6/1987,"6' 3""",,--,,,
3108873,Marcos Wilson da Silva,,,,,--,,,
3108874,Leo Rocha,,,,,--,,,
3108875,Leandro Souza,Leandrinho,5/12/1989,"5' 9""",,--,10148.0,Brazil,
3109134,Ian Entwistle,Enty,19/11/1986,"5' 9""","64""",Orthodox,868.0,England,Brazilian Jiu-Jitsu
3109135,Dan Hooker,The Hangman,13/2/1990,"6' 0""","75""",Switch,5308.0,New Zealand,Striker
3109274,Will Cairns,,,,,--,,England,
3109275,Andy Green,,,,,--,,,
3109276,Patrick Vickers,,,,,--,,,
3109277,Liam Bennett,,,"5' 7""",,--,,Wales,
3109278,Anthony Jeffries,,,,,--,,,
3109294,Chengjie Wu,,,,,--,,,
3109427,Matt DiMarcantonio,,26/1/1990,"6' 0""",,--,,Canada,
3110326,Roldan Sangcha'an,The Executioner,4/12/1990,"5' 5""","65""",Orthodox,2113.0,Philippines,
3110330,Rodrigo de Lima,Monstro,19/5/1992,"5' 9""",,Orthodox,2686.0,,
3110353,Ernesto Montilla,,,,,--,,,
3110354,Adam Cacay,,,,,--,,,
3110355,Carlo Mabilin,,,,,--,,,
3110400,Gabriel Toussaint,,,,,--,,,
3110401,Zozimar de Oliveira Silva Jr.,,31/8/1988,"5' 6""",,--,,,
3110402,Silas Silva,,,,,--,,,
3110404,Genival Santos,,,,,--,,,
3110405,Elielson Fortunato,,,,,--,,,
3110406,Willian Silva,,,,,--,,,
3110833,Matheus Scheffel,Buffa,4/11/1992,"6' 2""","76""",Orthodox,1367.0,Brazil,
3110836,Volkan Oezdemir,No Time,19/9/1989,"6' 2""","75""",Orthodox,5961.0,Switzerland,Striker
3110849,Ryan Janes,,22/8/1981,"6' 2""","76.5""",Orthodox,1072.0,,
3111141,Valmir Lazaro,Bidu,15/8/1985,"6' 0""","73""",Orthodox,301.0,Brazil,
3111192,E.J. Brooks,,27/11/1985,"5' 8""",,--,965.0,,
3111300,Wande Lopes Santana,,,,,--,,,
3111301,Rogerio Matias da Conceicao,,7/2/1986,"6' 0""",,--,,,
3111302,David Mendes,,,,,--,,,
3111303,Robert Buiu,,,,,--,,,
3111304,Diego Maximo,,,,,--,,,
3111305,Vinicius Loureiro,,,,,--,,,
3111306,Franc Kroozer,,,,,--,,,
3111309,Maicon Bastos,,,,,--,,,
3111334,Alfonso Gonzales,,,"6' 2""",,--,2706.0,,
3111338,Elias Garcia,El Pescador,13/9/1992,"5' 5""","67""",Southpaw,361.0,USA,
3111339,Joel Scholin,,,,,--,,,
3111759,Amber Brown,The Bully,14/12/1988,"5' 4""","65""",--,1000.0,USA,
3111873,Tina Lahdemaki,Jelly Bean,28/5/1988,"5' 3""",,Orthodox,2726.0,,
3111927,Bryan Barberena,Bam Bam,3/5/1989,"6' 0""","72.5""",Southpaw,7967.0,USA,Striker
3111962,Ed Carpenter,,,,,--,,,
3111966,Kaileb Cummins,,,,,--,,,
3111967,Anthony Tatum,,5/10/1988,,,--,,,
3111968,Mark Garcia,,,,,--,,,
3111973,Alex Black,,11/11/1987,"6' 0""",,--,912.0,,Brazilian Jiu-Jitsu
3111986,James Gonzales,,20/11/1979,"5' 7""",,--,,USA,
3111997,Geoff Neal,Handz of Steel,28/8/1990,"5' 11""","75""",Southpaw,6088.0,USA,Striker
3111999,Chris Pham,,,"5' 7""",,--,3387.0,,Brazilian Jiu-Jitsu
3112000,Tony Kelley,PrimeTime,21/1/1987,"5' 9""","70""",Switch,82.0,USA,Freestyle
3112007,Timur Valiev,Lucky,19/1/1990,"5' 6""","67""",Orthodox,81.0,Russia,
3112008,Adam Acquaviva,,10/7/1992,"5' 6""",,--,2246.0,USA,
3112009,Justin Jaynes,The Guitar Hero,10/8/1989,"5' 7""","68""",Orthodox,61.0,USA,
3112018,Eddie Gordon,Truck,22/7/1983,"6' 0""","76.5""",Orthodox,402.0,USA,
3112019,Patrick Walsh,The Beast of the East,28/11/1988,"6' 0""","71.5""",--,2929.0,USA,
3112020,Corey Anderson,Overtime,22/9/1989,"6' 3""","79""",Orthodox,2926.0,USA,Striker
3112021,Roger Zapata,Viva,9/5/1986,"5' 11""","74""",Southpaw,,USA,Striker
3112187,Patrick Holohan,The Hooligan,3/5/1988,"5' 9""","69""",Orthodox,2786.0,Ireland,
3112785,Martin Sano,Spartan,30/5/1991,"5' 11""","75""",Orthodox,9027.0,USA,
3112995,Marvin Babe,,,"6' 1""",,--,,,
3113204,Andrew Hellner,,,"5' 10""",,--,,,
3113306,Gadzhimurad Gasanov,,,,,--,,,
3113307,Fernando Cosenday,,,"5' 9""",,--,,,
3113308,Algiz Vakhitov,,,,,--,,,
3113309,Oleg Borisov,,14/2/1983,"5' 3""",,--,,,
3113310,Codale Ford,,13/5/1979,"5' 9""",,--,,,
3113311,Bruno Marques,,21/3/1984,"5' 9""",,--,,,
3113313,Olle Raberg,,,,,--,,,
3113336,Rin Nakai,,22/10/1986,"5' 1""","60.5""",Orthodox,2826.0,Japan,
3113557,Mark Dobie,,,,,--,,,
3113693,Keith Berish,Sha Bang Bang,14/11/1985,"6' 0""","73.5""",Orthodox,2931.0,USA,Wrestling
3113694,Juan Puig,Fenix,23/4/1989,"6' 0""","72""",Orthodox,,Mexico,
3114113,Stephanie Ielo Page,,21/9/1988,"5' 4""","65""",--,,France,
3114114,Linn Wennergren,,,,,--,,,
3114117,Mojtaba Najim Wali,,,,,--,,,
3114118,Shawn Levesque,,,,,--,,,
3114119,Nick Nichols,,,,,--,,,
3114141,Josh Stansbury,The Sandman,19/11/1984,"6' 2""","74""",Orthodox,6029.0,USA,Brazilian Jiu-Jitsu
3114144,Dane Bonnigson,,,,,--,,,
3114147,Kelvin Tiller,Mama's Boy,26/6/1990,"6' 0""","77""",--,21.0,USA,
3114203,Josh Copeland,Cuddly Bear,20/10/1982,"6' 1""","75""",Orthodox,426.0,USA,
3114234,Victor Henry,La Mangosta,4/5/1987,"5' 7""","68""",Switch,5777.0,USA,Mixed Martial Artist
3114427,Leo Kuntz,The Lion,3/10/1983,"5' 10""","74""",Orthodox,,USA,
3114619,Michael Andrillo,,,,,--,,,
3114620,David Colabella,,,,,--,,,
3114621,Bruno Batista,,,,,--,,,
3114622,Matzya Osorio,,,,,--,,,
3114623,Tito Castro,,,,,--,,,
3114624,Juan Delgado,,,,,--,,,
3114625,Davi Ramos,Tasmanian Devil,5/11/1986,"5' 6""","70""",Orthodox,24.0,Brazil,Brazilian Jiu-Jitsu
3114626,Mehdi Baghdad,The Sultan,13/4/1985,"6' 1""","75""",Orthodox,948.0,France,Striker
3114627,Leon Lara,,,,,--,,,
3114628,Jonathan Fuentes,,,,,--,,Mexico,
3114629,Emiliano Herrera,,,,,--,,,
3114630,Raul Garcia,,,,,--,,,
3114633,Jorge Lopez,,,"5' 9""",,--,,,
3114968,John Bublich,,,,,--,,,
3114969,Jordan Shepherd,,,,,--,,,
3114970,Sean Williams,,,,,--,,,
3114971,Andrew Urban,,,,,--,,,
3114972,Bobby Taylor,,,,,--,,,
3114973,Brian Newbraugh,,,,,--,,,
3114974,Sheldon Martin,,,,,--,,,
3114975,Joseph Skorick,,,,,--,,,
3115002,Neil McGuigan,,,,,--,,,
3115003,Milan Kovach,,,,,--,,,
3115004,Ritchie Ivory,,,,,--,,,
3115005,Michael Daboville,,,,,--,5773.0,France,
3115006,Shane Bane,,,,,--,,,
3115021,Jose Beltran,,,,,--,,,
3115022,Jesse Hernandez,,,,,--,,,
3115023,Richard Foster,Frosty,24/9/1984,"6' 6""",,--,6587.0,USA,
3115024,Anjel Osiris,,,,,--,,,
3115025,Robbie Banning,,,,,--,,,
3115026,Michael Moser,,,,,--,,,
3115027,Vernon Earwood,,,,,--,,,
3115820,Brenda Gonzales,,24/3/1982,"5' 5""",,--,,,
3115821,Kyoko Kimura,,,,,--,,,
3115822,Mizuho Sato,,,,,--,,,
3115823,Kanako Takeshita,,,,,--,,,
3115826,Kazue Matake,,,,,--,,,
3115827,Asha Ingeneri,,,,,--,,,
3115828,Asuka Ito,,,,,--,,,
3115841,Frank Camacho,The Crank,18/5/1989,"5' 10""","73""",Orthodox,866.0,Guam,Striker
3115931,Angela Hill,Overkill,12/1/1985,"5' 3""","64.5""",Orthodox,147.0,USA,"Muay Thai,Striker"
3115938,Chris Dempsey,,8/9/1987,"5' 11""","72""",Orthodox,2866.0,USA,
3115941,Muhammed Abdullah,The Hurricane,1/9/1985,"6' 1""",,--,,USA,
3115950,Jin Tang,,,,,--,,,
3115952,Paulo Goncalves Silva,,11/10/1984,"5' 9""",,--,24.0,Brazil,
3115958,Hannah Cifers,Shockwave,26/6/1992,"5' 1""","62""",Orthodox,7748.0,USA,Striker
3115959,Sarah Alpar,Too Sweet,1/6/1991,"5' 4""","63""",Southpaw,7667.0,USA,
3115960,April Coutino,,,,,--,,,
3115961,Kyane Hampton,,,,,--,,,
3115982,Taeko Nagamine,,,,,--,,,
3115983,Kellyn Huehn,,,,,--,,,
3115984,Roseanne Blackburn,,,,,--,,,
3115985,Mandy Stewart,,,,,--,,,
3117355,John DeVall,,17/9/1985,"5' 10""",,--,,,
3117357,Erik Vo,The Evolution,4/7/1987,"5' 7""",,--,,USA,
3117363,Adam Schumacher,,,,,--,,,
3117374,Marion Reneau,The Belizean Bruiser,20/6/1977,"5' 6""","68""",Orthodox,3151.0,USA,
3117376,Julia Avila,Raging Panda,11/5/1988,"5' 7""","68""",Orthodox,7708.0,USA,Mixed Martial Artist
3117719,Yusuke Kawanago,Bancho,2/2/1983,"5' 9""",,--,,Japan,
3118896,Gilberto Aguilar,El Azteca,26/5/1980,"5' 0""","71""",--,,Mexico,
3119422,Johnny Rodriguez,,10/12/1987,"5' 7""",,--,,,
3119427,Marcus Hicks,The Loudmouth Assassin,,"6' 1""",,--,830.0,,
3119463,Steven Rodriguez,,,,,--,,,
3119464,David Glover,,,,,--,,,
3119810,Hiroshige Tanaka,Hanzo,12/12/1981,"5' 7""",,--,,Japan,
3119811,Ray Rodriguez,The Judge,10/12/1987,"5' 7""","70""",Orthodox,9407.0,USA,
3119812,Ernest de la Cruz,,,"5' 10""",,--,,,
3119813,Joseph Salas,,20/8/1982,"5' 10""",,--,,USA,
3119814,Daniel Lucas,,,"5' 9""",,--,,,
3120445,Ary Santos,No Mercy,5/6/1986,"5' 10""",,--,301.0,Brazil,
3120446,Geraldo Neto,Luan Santana,9/12/1990,"6' 0""",,--,1367.0,Brazil,
3120447,Leandro Vasconcelos,,3/5/1985,"5' 9""",,--,,,
3120448,Dimitry Zebroski,,,,,--,,,
3120449,Rafael Alves,The Turn,14/11/1990,"5' 8""","68""",Orthodox,2046.0,Brazil,Mixed Martial Artist
3120451,Rondinelli Rodrigues Gomes,,,,,--,,,
3120452,Nilton Eduardo Silva dos Santos,,,,,--,,,
3120453,Danielson Gomes dos Santos,,,,,--,,,
3120454,Caio Bittencourt,Leao,22/5/1991,"6' 0""","75""",Orthodox,9848.0,Brazil,
3120456,Alex Marcos Correira Ferreira,,,,,--,,,
3120457,Silvio Jose da Silva,Pantera,,"5' 10""",,--,1113.0,Brazil,
3120459,Victor Reyna,Kelevra,5/8/1986,"5' 11""","74""",Southpaw,8547.0,USA,Striker
3120462,Andre Kavanaugh,,,,,--,,,
3120896,Yao Zhikui,The Conqueror,7/2/1991,"5' 7""","64.5""",Orthodox,,China,
3120897,Rocky Lee,,8/4/1987,"5' 9""","68""",Orthodox,4367.0,Taiwan,Brazilian Jiu-Jitsu
3120915,Hakon Foss,Doden,5/7/1986,"6' 2""",,--,977.0,Norway,
3120924,Sang Kook Kim,,,,,--,,,
3120925,Muhammad Hanif bin Zainal,,,,,--,,,
3120926,Florian Garel,,,,,--,,,
3120931,Jason Jackson,,30/10/1990,"6' 1""","79""",Orthodox,10967.0,Jamaica,
3120932,David Hayes,,,,,--,,,
3121059,Tomas Siaucila,,,,,--,,,
3121805,Latral Perdue,,,,,--,,,
3121961,Darrick Minner,,28/4/1990,"5' 7""","69.5""",Orthodox,5647.0,USA,Brazilian Jiu-Jitsu
3121962,Anthony Jones,Superman,,"5' 8""",,--,,USA,
3122039,Zac Chavez,,,"5' 5""",,--,,,
3122040,Boston Salmon,Boom Boom,20/11/1990,"5' 9""","68""",Southpaw,61.0,USA,Striker
3122041,Eric Shelton,Showtime,2/2/1991,"5' 6""","68""",Orthodox,987.0,USA,Brazilian Jiu-Jitsu
3122042,Sid Bice,,,"5' 6""",,--,1005.0,,Muay Thai
3122043,Danny Mainus,,4/4/1984,"5' 7""",,--,426.0,,
3122045,Perceu Friza,,,,,--,,,
3122046,Marcel TongVan,,,,,--,,,
3122047,Stephen Gladhill,,,,,--,,,
3122837,Matt Sayles,,21/2/1994,"5' 7""","68.5""",Orthodox,147.0,USA,Striker
3123189,Josh Tulley,,,,,--,,,
3123190,Corey Barreiro,,29/7/1987,"6' 0""",,--,,USA,
3123193,Joe Fye,,,,,--,,,
3123194,Brian Camozzi,Mantis,24/6/1991,"6' 2""","78""",Orthodox,1005.0,USA,Striker
3123203,Dylan Stanfield,,,,,--,,,
3123204,Chris Floyd,,,,,--,,,
3123537,Damien Lapilus,The Walking Dead,22/5/1988,"5' 8""",,--,5951.0,France,Brazilian Jiu-Jitsu
3126373,Ulka Sasaki,Ulka,7/10/1989,"5' 10""","71""",Southpaw,8347.0,Japan,Brazilian Jiu-Jitsu
3127609,Marcin Bandel,Bomba,10/10/1989,"5' 10""","70""",Orthodox,7347.0,Poland,Brazilian Jiu-Jitsu
3127645,Cheick Kone,,22/12/1983,"6' 3""",,--,5527.0,Ivory Coast,Striker
3127646,Toni Tauru,Dynamite,11/12/1984,"5' 10""",,--,,Finland,Brazilian Jiu-Jitsu
3127950,Alioune Nahaye,,6/7/1991,"5' 7""",,--,7547.0,France,
3127951,Teemu Packalen,Pacu,22/5/1987,"6' 1""","75.5""",Orthodox,5967.0,Finland,Brazilian Jiu-Jitsu
3127952,Alexander Proder,,,,,--,,,
3127966,Dean Barry,The Sniper,7/3/1992,"5' 10""","72""",Orthodox,5087.0,Ireland,
3128086,Jason Gonzalez,Nicoya,28/2/1990,"6' 2""","74""",Southpaw,1075.0,USA,Jiu-Jitsu
3128221,Joby Sanchez,,24/6/1991,"5' 6""","68""",Orthodox,81.0,USA,Wrestling
3128222,Soslan Abanokov,,17/3/1989,"5' 7""","66""",--,1002.0,USA,
3128287,Kevin Michel,,,"5' 7""",,--,,,
3128290,Paul Amaro,,,"5' 8""",,--,,USA,
3128373,Alejandro Perez,Turbo,2/9/1989,"5' 6""","67""",Orthodox,22.0,Mexico,Striker
3128386,Takahiro Ashida,,29/8/1989,"5' 8""","70""",--,,Japan,
3128387,Mauricio dos Santos Jr.,,,,,--,,,
3128388,Ki-Bum Moon,,,,,--,,,
3128474,Josh Wick,The White Mamba,4/10/1994,"5' 9""","69""",Switch,3827.0,USA,
3129344,Kailin Curran,,11/4/1991,"5' 3""","65""",Orthodox,121.0,USA,
3130180,Nolan Ticman,,17/5/1988,"5' 6""","69""",Orthodox,,USA,
3130875,Gabriel Baino,,,"5' 5""",,--,,Brazil,
3130876,Robert Vasquez,,,,,--,,,
3130879,Marvin Blumer,,18/2/1982,"5' 9""",,--,3148.0,,
3132040,Shinsho Anzai,Animal,1/12/1985,"5' 7""","70.5""",Orthodox,5772.0,Japan,Striker
3132325,Yoo Jin Jung,Hello Kitty,7/1/1994,"5' 4""",,--,826.0,Korea,
3132326,Emi Tomimatsu,,13/4/1982,"5' 1""",,--,4167.0,Japan,
3132345,Khama Worthy,The Death Star,15/10/1986,"5' 11""","74""",Orthodox,8167.0,USA,Striker
3132496,Lamine Talbi,,,"6' 0""",,--,,,
3132513,Muslim Salikhov,King of Kung Fu,9/6/1984,"5' 11""","70""",Orthodox,7947.0,Russia,"Striker,Sanda"
3133988,Larissa Pacheco,,7/9/1994,"5' 6""","69""",Orthodox,5965.0,Brazil,
3134018,Cain Carrizosa,The Insane,22/7/1986,"6' 0""","74""",Orthodox,,USA,
3134254,Will Noland,IRON,28/10/1980,"6' 2""",,--,,,
3134255,Hyun Gwan Lee,,,,,--,,,
3134256,Yuji Saeki,,,,,--,,,
3134257,Jason Symak,,,,,--,,,
3134417,Nick Compton,,23/1/1982,"5' 10""",,--,,USA,
3134921,Mike Hanks,,,,,--,,,
3136282,Christian Holley,The Animal,13/5/1988,"5' 9""",,--,,,
3136286,Irene Aldana,,26/3/1988,"5' 9""","68.5""",Orthodox,5768.0,Mexico,Striker
3136287,Alexa Grasso,,9/8/1993,"5' 5""","66""",Orthodox,5768.0,Mexico,Striker
3136288,Jinh Yu Frey,,20/5/1985,"5' 3""","65""",Southpaw,8547.0,USA,Freestyle
3136289,JJ Aldrich,,29/9/1992,"5' 5""","67.5""",Southpaw,3827.0,USA,Striker
3136298,Michael Brightmon,,,"5' 10""",,--,,,
3136304,Jeremy Osheim,,,"6' 5""",,--,,,
3136320,Gabriel Checco,Zangief,3/4/1986,"6' 1""","71.5""",Switch,443.0,Brazil,
3136321,Carl Deaton,The Anishinaabe Kid,24/11/1989,"5' 7""","69""",Orthodox,12287.0,USA,
3137226,Chris Quitiquit,,16/7/1984,"5' 11""",,--,146.0,USA,
3137227,Juan Quesada,,,,,--,,,
3137228,Cody Orrison,,,,,--,,,
3137229,John Wadkins,,,,,--,,,
3137230,Ryan Reneau,,,,,--,,,
3137239,Thomas Webb,,14/4/1983,"5' 10""",,--,,,
3140871,Tom Breese,,26/9/1991,"6' 3""","74""",Southpaw,6867.0,England,Brazilian Jiu-Jitsu
3141716,Sharon Jacobson,The Dream Catcher,30/8/1983,"5' 1""","63""",--,,USA,
3141720,Karina Rodriguez,,28/8/1985,"5' 7""","67""",--,2986.0,Mexico,
3142495,Wayne Clark,,,,,--,,,
3142496,Alvaro Bobadilha,,,,,--,,,
3142497,Aguilano Brandao,,,,,--,,,
3142498,Barrington Douse,,,,,--,,,
3142505,Johnny Campbell,Cupcakes,25/3/1987,"5' 6""","66""",--,1149.0,USA,
3142506,Myung Hwan Lee,,,,,--,,,
3142507,Matthew Tran,,,"5' 7""",,--,,USA,
3142508,Matt Doherty,,,"5' 6""",,--,,,
3142515,Robbie Leroux,,,"5' 5""",,--,,,
3142553,Kelly Gray,,,,,--,,,
3143231,Claudio Rocha,,,"5' 6""",,--,,,
3143586,Dominic Blanco,,,,,--,,,
3143619,Shakir McKillip,HB,2/1/1992,"5' 11""",,--,1665.0,USA,
3143761,Raquel Pitbull,,,,,--,,,
3143762,Alenice Correa Costa,,,,,--,,,
3143763,Laura Goncalves Pacheco,,,,,--,,,
3143766,Thais Santana,,,,,--,,,
3143768,Edileusa Correa,,,,,--,,,
3143769,Marcia Silva,,,,,--,,,
3143770,Monique Bastos,,11/7/1992,,,--,,Brazil,
3143771,Dinha Wollstaein,,,,,--,,,
3143772,Lizianne Silveira da Conceicao,,,,,--,,,
3146329,Alexander Heinrich,,16/6/1986,"5' 9""",,--,,Germany,
3146330,Kamil Gniadek,,12/6/1994,"5' 10""",,--,,Poland,
3146332,Vitor Hugo Rodrigues Passos,,,,,--,,,
3146333,Ivan Ivan,,,,,--,,,
3146334,Jonathan Jonathan,,,,,--,,,
3146335,Fabiano Sales,,,,,--,,,
3146336,Tadeu Mendonca,,,,,--,,,
3146337,Rafael D'Alseco,,,,,--,,,
3146338,Fabio Ferreira,,,,,--,,,
3146339,Helio Abicassiz,,,,,--,,,
3146340,Alex Oliveira,Mao de Alicate,,"5' 11""",,Orthodox,,Brazil,
3146341,Valdir Silva Sabino,,,,,--,,,
3146342,Vinicius Bohrer,,,,,--,,,
3146345,Emiliano Sordi,He-Man,15/2/1991,"6' 2""","77""",Orthodox,301.0,Argentina,Striker
3146349,Carlos Leal,The Lion,4/5/1994,"5' 11""","75""",Orthodox,7914.0,Brazil,Striker
3146831,Stuart Austin,He-Man,3/8/1988,"6' 3""","76""",--,725.0,England,
3146844,Ev Ting,The Extraterrestrial,11/8/1989,"5' 7""",,--,,New Zealand,
3146845,Stephen Langdown,,22/12/1992,"5' 9""",,--,,Singapore,
3146944,Johnny Walker,,30/3/1992,"6' 6""","82""",Orthodox,2786.0,Brazil,Striker
3147140,Jonathan Kouame,,,,,--,,,
3147142,Elias Boudegzdame,Smile,17/10/1993,"5' 10""",,--,,Algeria,
3147148,Marcelo Silva,,,,,--,,,
3147160,Thiago Fernandes Lopes,,,,,--,,,
3147329,Daniel Kelly,,31/10/1977,"6' 0""","70.5""",Southpaw,5956.0,Australia,Brazilian Jiu-Jitsu
3147371,Tom Bagnasco,,,"6' 0""",,--,,,
3147489,Vince Murdock,,21/3/1991,"5' 6""","66""",Orthodox,82.0,USA,
3147491,Luis Garcia,,,,,--,,,
3147660,Fabio Marongiu,,8/2/1986,"6' 0""",,--,,Brazil,
3148980,Rasul Mirzaev,,30/3/1986,"5' 7""",,--,,,
3148981,Tony Reyes,,,,,--,,,
3149303,Stanislav Enchev,,,,,--,,,
3149327,Maikon Jonathan de Carvalho,,,,,--,,,
3149687,Christopher Brooks,,,,,--,,,
3149700,David Lopez,,,,,--,,,
3149703,Antonio Zamora,,,,,--,,,
3150679,Jocelyn Jones-Lybarger,,4/10/1985,"5' 7""","64.5""",Orthodox,,USA,
3150680,Dan Moret,The Hitman,21/11/1986,"6' 0""","72.5""",Southpaw,261.0,USA,Brazilian Jiu-Jitsu
3150681,Jordan Griffin,Native Psycho,28/2/1990,"5' 10""","73""",Southpaw,361.0,USA,"Brazilian Jiu-Jitsu,Freestyle"
3151289,Song Yadong,Kung Fu Kid,2/12/1997,"5' 8""","67""",Orthodox,82.0,China,Striker
3151934,Taylor Lapilus,Double Impact,8/4/1992,"5' 6""","73""",Southpaw,5951.0,France,Mixed Martial Artist
3151936,Souksavanh Khampasath,,29/5/1987,"5' 3""",,--,,France,
3151937,Steve Polifonte,,,,,--,,,
3151939,Magomed Bibulatov,Chaborz,22/8/1988,"5' 5""","65.5""",Orthodox,5782.0,Russia,Brazilian Jiu-Jitsu
3152203,Juan Archuleta,The Spaniard,13/9/1987,"5' 8""","69""",--,3226.0,USA,Striker
3152443,Bartosz Fabinski,The Butcher,26/4/1986,"6' 0""","75""",Orthodox,5787.0,Poland,Mixed Martial Artist
3152929,Leon Edwards,Rocky,25/8/1991,"6' 2""","74""",Southpaw,6867.0,England,Striker
3153098,Santa Cruz Soltero Jr.,,,,,--,,,
3153101,Sean Sivell,,,,,--,,,
3153102,Alain Sylvester,,,,,--,,,
3153103,Leo Constant,,,,,--,,,
3153106,Andrea Lee,KGB,11/2/1989,"5' 6""","69.5""",Orthodox,6689.0,USA,Muay Thai
3153108,Jamie Moyle,,17/3/1989,"5' 1""","65""",Orthodox,2246.0,USA,Brazilian Jiu-Jitsu
3153125,Charles Rosa,Boston Strong,24/8/1986,"5' 9""","69""",Switch,9967.0,USA,Brazilian Jiu-Jitsu
3153129,Keith Richardson,The Rockstar,29/11/1983,"5' 6""",,--,,USA,
3153135,Nicolas Specq,,,,,--,,,
3153151,Curtis Millender,Curtious,1/12/1987,"6' 2""","78""",Orthodox,1045.0,USA,Striker
3153154,Washington Nunes da Silva,,3/2/1983,"5' 10""",,--,5792.0,Brazil,
3153162,Jamiah Williamson,,,,,--,,,
3153210,Antonio Dos Santos,Junior Alpha,21/7/1988,"5' 10""","72""",Orthodox,401.0,Brazil,
3153230,Ivan Vladimir,,,,,--,,,
3153248,Chris Kelades,The Greek Assassin,21/2/1981,"5' 7""","68""",Orthodox,833.0,Canada,
3153250,Malcolm Gordon,X,19/5/1990,"5' 7""","71""",Switch,2927.0,Canada,Jiu-Jitsu
3153255,Jon Williams,,,,,--,,,
3153256,Carlos Ochoa,,,,,--,,,
3153257,Joe Madrid,The Barber,16/8/1990,"5' 6""",,--,7087.0,USA,
3153258,Michael Sharpneck,,,,,--,,,
3153259,Brett Shoenfelt,,7/7/1989,"5' 9""",,--,,USA,
3153260,Ramon Aleman,,,,,--,,,
3153261,Robert Gainey,,,,,--,,,
3153351,Vitor Eustaquio,,,,,--,,,
3153355,Uyran Carlos,,29/8/1988,"6' 0""",,--,10487.0,Brazil,
3153356,Zach Kellso,,,,,--,,,
3153357,Josh Weisman,,,,,--,,,
3153358,Mike Hernandez,,22/11/1985,"5' 5""",,--,5907.0,USA,
3153359,Brian Learn,,,,,--,,,
3153367,Matt Brown,,5/1/1982,"5' 8""","68""",--,,USA,
