id,name,nickname,date_of_birth,height,reach,stance,team_id,nationality,fighting_style
3153979,Eric Lunsford,,17/2/1990,"6' 3""",,--,,USA,
3153982,Andenilson Clementino,,,,,--,,,
3153983,Kinny Spotwood,,,,,--,,,
3153984,Jeff Karriman,,,,,--,,,
3153985,Blair Silversmith,,,,,--,,,
3153986,Anthony Dizy,La Masse,12/7/1988,"5' 7""","73""",--,,France,
3153994,Jamie Webb,,,,,--,,,
3154028,Andy Stock,,,,,--,,,
3154041,Lenka Smetankova,,,,,--,,,
3154116,Ken Hasegawa,,26/2/1987,"5' 11""","71.5""",--,3150.0,Japan,
3154228,Jose Quiñonez,Teco,28/7/1990,"5' 8""","69""",Southpaw,5968.0,Mexico,Boxing
3154256,Hyram Rodriguez,Surrender,20/6/1982,"5' 10""",,--,1013.0,Netherlands,
3154262,David Burrow,The Duke,11/10/1991,"5' 10""",,--,3367.0,,Brazilian Jiu-Jitsu
3154295,Severo Padilla,,,,,--,,,
3154296,Gino Davila,,,,,--,,,
3154297,James Gabriel,,,,,--,,,
3154298,Brian Castillo,,24/11/1988,"5' 10""",,--,,USA,
3154299,Ed Cline Jr.,,,"6' 2""",,--,,,
3154300,Brett Glass,,,,,--,,,
3154313,Cody Wilson,,20/1/1988,"6' 1""",,--,,USA,
3154389,Alatengheili,The Mongolian Knight,14/12/1991,"5' 5""","66""",Orthodox,5795.0,China,Mixed Martial Artist
3154390,Baasankhuu Damnlanpurev,,13/9/1984,"5' 6""",,--,,Mongolia,
3154673,Nad Narimani,Smiler,14/4/1987,"5' 8""","70""",Orthodox,82.0,England,Brazilian Jiu-Jitsu
3154674,Alex Enlund,,27/5/1987,"5' 9""",,Orthodox,3186.0,England,Brazilian Jiu-Jitsu
3154766,Gustavo Lopez,,27/6/1989,"5' 5""","67""",Orthodox,61.0,USA,
3154860,Jared Cannonier,The Killa Gorilla,16/3/1984,"5' 11""","77.5""",Switch,23.0,USA,Striker
3154884,Maurice Greene,The Crochet Boss,5/7/1986,"6' 7""","81""",Orthodox,7728.0,USA,Brazilian Jiu-Jitsu
3154885,Dale Sopi,,25/1/1991,"5' 11""",,--,910.0,,
3154898,Yana Santos,,11/11/1989,"5' 6""","68.5""",Orthodox,25.0,Russia,Striker
3154904,Brittney Elkin,,11/6/1986,"6' 0""","72""",--,9467.0,USA,
3154908,Rachael Ostovich,,25/2/1991,"5' 3""","62""",Orthodox,5708.0,USA,
3155286,James DeHerrera,,,"5' 6""",,--,,,
3155410,Diego Rivas,Pitbull,11/11/1991,"5' 8""","69""",Orthodox,5990.0,Chile,Brazilian Jiu-Jitsu
3155411,Rodolfo Rubio,Fito,29/1/1987,"5' 5""","66""",Orthodox,,Mexico,
3155420,Yair Rodriguez,El Pantera,6/10/1992,"5' 11""","71""",Orthodox,5993.0,Mexico,Striker
3155422,Marco Beltran,Psycho,18/5/1986,"5' 8""","69.5""",Orthodox,5778.0,Mexico,Brazilian Jiu-Jitsu
3155423,Leonardo Morales,Chimmy,22/12/1992,"5' 11""","68""",Southpaw,,Nicaragua,
3155424,Marlon Vera,Chito,2/12/1992,"5' 8""","70.5""",Switch,9167.0,Ecuador,Brazilian Jiu-Jitsu
3155425,Alex Perez,,21/3/1992,"5' 6""","65.5""",Orthodox,866.0,USA,Brazilian Jiu-Jitsu
3155426,Lewis Long,The Captain,10/4/1989,"5' 10""","70""",--,565.0,Wales,
3155846,Ji Yeon Kim,Firefist,18/10/1989,"5' 7""","72""",Orthodox,2246.0,Korea,Brazilian Jiu-Jitsu
3155852,Aline Sattelmayer,,17/12/1990,"5' 3""","64""",--,,Brazil,
3155859,Benjamin Brander,El Skeletto,23/8/1987,"5' 10""",,--,,Switzerland,
3155860,Theo Michailidis,,,,,--,,,
3155861,Karsten Lenjoint,,,,,--,,,
3155862,Marcin Wrzosek,,14/10/1987,"5' 9""",,--,,Poland,
3155863,Maksym Matus,,,,,--,,Ukraine,
3155864,Alex Brunnen,,,,,--,,,
3155865,Harvey Dines,,,,,--,,,
3155866,Pavel Kusch,,22/8/1988,"6' 0""",,--,5687.0,,
3155874,Trevor Ward,,6/6/1990,"6' 1""","71""",--,,USA,
3156283,Max Duarte,,,,,--,,,
3156509,Jorge de Oliveira,Blade,22/1/1980,"5' 8""","71""",Orthodox,,Brazil,Striker
3156511,Wendle Lewis,Kojo,,"5' 11""",,--,,England,
3156512,Adam Boussif,Boa,,"6' 0""",,--,,England,
3156514,Craig White,The Thundercat,1/7/1990,"6' 2""","76""",Orthodox,4847.0,England,Brazilian Jiu-Jitsu
3156518,Gaston Gomez Manzur,Cabeludo,5/3/1989,"5' 6""",,--,,Chile,
3156523,Janio Carvalho dos Santos,,,,,--,,,
3156524,Steve Muldrow,,,,,--,,,
3156525,Leonardo dos Santos,,,,,--,,,
3156526,Wellington Berguinho,,,,,--,,,
3156527,Di Everton,,,,,--,,,
3156531,Aaron Hamilton,,,,,--,,,
3156611,Nikolai Aleksakhin,,29/1/1991,"5' 9""","74""",--,7870.0,Russia,Striker
3156612,Jiří Procházka,,14/10/1992,"6' 3""","80""",Orthodox,4029.0,Czechia,Striker
3156614,Nemanja Uveric,,16/4/1988,,,--,3948.0,Serbia,
3156615,Svetislav Nikolajev,,,,,--,,,
3156663,Ibragim Chuzhigaev,The Million First,16/7/1991,"6' 0""","74.5""",--,5207.0,Russia,
3156669,Ed Figueroa,,,,,--,,,
3156670,Jose Chantes,,,,,--,,,
3156671,Omar Castillo,,,,,--,,,
3156672,Edgar Garcia Cabello,Ram,,,,--,,Mexico,
3156673,Alfredo Diaz,,,,,--,,,
3156674,Darnelio Jimenez,,,,,--,,,
3156675,Jair Diaz,,,,,--,,,
3156676,Daniel Morales,,24/12/1981,"5' 6""",,--,,,
3156677,Felipe Douglas,Buakaw,9/5/1992,"5' 10""",,--,25.0,Brazil,
3157005,Jorge Gamboa,,,,,--,,,
3157006,Alexis Gallardo,,,,,--,,,
3157008,Javier Munoz Umana,,,,,--,,,
3157020,Jason Carbajal,,,"5' 8""",,--,8027.0,USA,
3157394,Jack Guzman,,,,,--,,,
3157441,Lina Lansberg,Elbow Queen,13/3/1982,"5' 7""","65.5""",Orthodox,5887.0,Sweden,Striker
3157454,Julija Stoliarenko,,8/4/1993,"5' 7""","66""",Orthodox,8447.0,Lithuania,Brazilian Jiu-Jitsu
3157458,Klaudia Apenit,,,,,--,,,
3157665,Michael Zamora,,,,,--,,,
3157666,Brandon Samol,,,,,--,,,
3157667,Esteban Rivera,,,,,--,,,
3157669,Jose Fajardo,,,,,--,,,
3157919,Masio Fullen,El Lobo,6/10/1986,"5' 10""","70""",Orthodox,,Mexico,
3157920,Fabian Galvan,,,"5' 8""",,--,,Mexico,
3157928,Fernando Rodriguez,El Gato,,,,--,,Mexico,
3157943,Alex Torres,Rolo,29/5/1988,"5' 8""","70""",Orthodox,,Colombia,
3157944,Fredy Serrano,El Profe,22/9/1979,"5' 3""","65.5""",Orthodox,,Colombia,
3157945,Bentley Syler,,22/12/1982,"5' 4""","68""",Orthodox,25.0,Bolivia,
3157946,Eeva Siiskonen,,27/5/1982,"5' 6""",,--,3206.0,,
3157991,Tyler Beckley,,,,,--,,,
3157992,David Kleczkowski,,,,,--,,,
3157993,Eli Moreno,,,,,--,,,
3157994,Rudy Rosales,,,,,--,,,
3157995,Brian Brannon,,,,,--,,,
3158004,Luis Mora,,,,,--,,,
3158005,Noel Nocelo,,,,,--,,,
3158006,Atiq Jihad,,,,,--,,,
3158007,Ulices Briones,,,,,--,,,
3158008,Spencer Gutierrez,,,,,--,,,
3158009,Mahatma Garcia,,,,,--,,,
3158010,Roberto Garcia,,,,,--,,,
3158011,David Nunez,,,,,--,,,
3158012,Diego Contreras,,,,,--,,,
3158013,Felipe Guzman,,,,,--,,,
3158015,Jhon Zarate,,,"5' 10""",,--,,Colombia,
3158016,Sebastian Echazu,,,,,--,,,
3158017,Patrick Thomas,,4/9/1987,"5' 9""",,--,,,
3158018,Daniel Isaac Guerra,,,,,--,,,
3158019,Wilber Paniagua,,,,,--,,,
3158080,Andria Wawro,,25/2/1978,"5' 8""",,--,789.0,,
3158298,Schon Ellis,,18/1/1988,,,--,,,
3158445,Thibaud Larchet,,,,,--,,,Brazilian Jiu-Jitsu
3158450,Aymard Guih,Barakuda,29/4/1988,"5' 8""",,--,,Ivory Coast,
3158456,Valentin Nikolov,,,,,--,,,
3159585,Jonathan Wilson,Jonny Bravo,17/7/1987,"6' 1""","75""",Southpaw,1075.0,USA,Striker
3160645,He Nannan,,23/5/1991,"5' 7""",,--,1021.0,China,
3160646,Kaiwen,The Underdog,16/10/1995,"5' 9""","72""",Switch,5187.0,China,
3160774,Timofey Nastyukhin,,24/11/1989,"5' 7""",,--,,Russia,
3161478,Arsen Galstyan,,,,,--,,,
3161479,Aquil Stratt,,,,,--,,,
3161480,Alex Pulotu,,,,,--,,,
3161481,Daniel Ynojos,,,,,--,,,
3161673,John Hackleman Jr.,,,,,--,,,
3161674,Paul Gemmati,,,,,--,,,
3161675,Cordell Williams,,,,,--,,,
3161677,Evva Johnson,,,"5' 6""",,--,,,
3161687,Jeffry Madrigal,,,,,--,,,
3161692,Mariana Morais,The Razor,3/5/1995,"5' 4""","66""",--,5771.0,Brazil,Brazilian Jiu-Jitsu
3161693,Jessica Miele,,28/3/1985,"5' 7""","69""",--,,USA,
3161695,Gabrielle Holloway,Gabanator,15/4/1990,"5' 3""","65.5""",--,,USA,
3161696,Arlene Blencowe,Angerfist,11/4/1983,"5' 6""","64.5""",--,81.0,Australia,
3161697,Kate Da Silva,,26/12/1982,"5' 6""",,--,,New Zealand,
3161700,Misha Nassiri,,,,,--,,,
3161786,David Zawada,Sagat,1/8/1990,"6' 0""","75""",Orthodox,25.0,Germany,Striker
3161787,Tomasz Narkun,,3/12/1989,"6' 3""","76.5""",--,,Poland,Brazilian Jiu-Jitsu
3161790,Lukasz Rajewski,Raju,26/5/1989,"5' 9""",,--,,Poland,
3161799,Yuki Yamamoto,,28/1/1988,"5' 8""",,--,2707.0,,
3161997,Satoshi Inaba,,21/6/1984,"5' 8""",,--,,Japan,
3162010,Shamil Rafikov,,,,,--,,Russia,
3162017,Matt Pellino,,,,,--,,,
3162105,Makwan Amirkhani,Mr. Finland,8/11/1988,"5' 10""","72""",Southpaw,2786.0,Finland,Brazilian Jiu-Jitsu
3162140,Thomas Denham,,,"5' 11""",,--,,,
3162502,Damion Hill,The Wolverine,4/1/1992,"5' 9""","72""",--,,USA,
3162568,Derrick Williams,,,,,--,,,
3162580,Mike Morales,,,,,--,,,
3162792,Wulijiburen,Beast Master,1/3/1990,"5' 9""","69""",Orthodox,,China,Brazilian Jiu-Jitsu
3163417,Yuri Andrei,Urao,18/5/1985,"6' 2""",,--,,Brazil,
3163431,Alexandre Almeida,Capitao,21/8/1988,"5' 8""","69""",--,61.0,Brazil,Brazilian Jiu-Jitsu
3163530,Darren Mima,The Mean One,8/2/1984,"5' 6""","66""",--,3848.0,USA,
3163589,Zidov Dominik,,,,,--,,,
3163637,Cody Garbrandt,No Love,7/7/1991,"5' 8""","65.5""",Orthodox,82.0,USA,Striker
3163765,Matias Vasquez,The Demon,28/7/1987,"5' 6""",,--,,Chile,
3163771,Andre Harrison,The Bull,16/5/1988,"5' 8""","69""",--,1073.0,USA,
3163772,Chris Padilla,Taco,14/9/1995,"5' 9""","74""",Orthodox,10028.0,USA,Mixed Martial Artist
3164006,Sergey Guzev,,12/12/1982,"6' 1""",,--,,Ukraine,
3164007,Fuad Gadyrov,,,,,--,,,
3164008,Luis Henrique,KLB,21/8/1993,"6' 2""","74""",Orthodox,5965.0,Brazil,Striker
3164009,Vladimir Fedin,,24/5/1987,"6' 0""",,--,,Russia,
3164010,Viktor Kiyko,,,,,--,,,
3164011,Kleber Bagaunca,,,,,--,,,
3164030,Calvin Kattar,,26/3/1988,"5' 11""","72""",Orthodox,7587.0,USA,Striker
3164041,Christophe Van Dijck,,5/7/1985,"6' 0""",,--,966.0,Belgium,
3164050,Tom Duquesnoy,Fire Kid,21/6/1993,"5' 7""","68""",Orthodox,81.0,France,
3164052,Kari Paivinen,,,,,--,,,
3164097,Fumiya Sasaki,,3/8/1984,"5' 7""",,--,,Japan,
3164189,Demoreo Dennis,Super,21/10/1987,"6' 3""","76""",--,,USA,
3164449,Donavon Frelow,,20/1/1985,"5' 6""","64""",Orthodox,381.0,USA,
3164480,Ron Scolesdang,,8/8/1985,"5' 7""",,--,,,
3164764,Michał Andryszak,Longer,12/4/1992,"6' 5""","80""",--,7347.0,Poland,
3164766,Critonas Vlassis,,,,,--,,,
3164767,Alexis Savvidis,,18/8/1995,"5' 9""",,--,,,
3164768,Panagiotis Tsiztos,,,,,--,,,
3164769,Giorgos Papouasvili,,,,,--,,,
3164770,Christos Kenztos,,,,,--,,,
3164771,Bruce Lutchmedial,,,,,--,,,
3164772,Marco Groh,,,,,--,,,
3164799,Yuki Motoya,,14/9/1989,"5' 7""","68""",--,4031.0,Japan,
3164813,Sami Amin,,23/12/1981,"5' 6""",,--,,,
3164870,David Lindsay,,,,,--,,,
3164877,Michael Rodriguez,,11/10/1990,,,--,,USA,
3165010,Hakeem Dawodu,Mean,2/7/1991,"5' 8""","73.5""",Orthodox,992.0,Canada,Striker
3165020,Danny Navarro,,27/5/1983,"5' 10""",,--,1075.0,,Brazilian Jiu-Jitsu
3165026,Julian Hernandez,,,,,--,,,
3165120,Mike Malott,Proper,7/11/1991,"6' 1""","73""",Orthodox,9850.0,Canada,Mixed Martial Artist
3165400,Ryan Roddy,,,,,--,,,
3165508,James Saunders,,,,,--,,,
3165523,Tim Johnson,,13/3/1985,"6' 3""","78""",Southpaw,790.0,USA,
3165598,Lance Peterson,,23/7/1978,,,--,,,
3165599,Scott Hough,,7/8/1977,"6' 2""",,--,,USA,
3165600,Travis Willey,,,,,--,,,
3165848,Josh Quayhagen,,30/8/1986,"5' 11""",,--,,,
3165857,Brandon Seyler,,1/9/1989,"5' 7""",,--,,USA,
3165901,Dan Cion,,,,,--,,,
3165904,Brandon Sayles,Man Of War,23/4/1981,"6' 5""","76""",--,9367.0,USA,
3166073,Garreth McLellan,Soldier Boy,9/1/1982,"6' 0""","72""",Southpaw,,South Africa,Brazilian Jiu-Jitsu
3166102,Rivaldo Junior,,1/12/1983,"5' 7""",,--,,,
3166120,Rodney Allison,,23/7/1990,"6' 1""",,--,,USA,
3166126,Dricus Du Plessis,Stilknocks,14/1/1994,"6' 1""","76""",Switch,11487.0,South Africa,Mixed Martial Artist
3166132,Warren Allison,,,,,--,,,
3166638,Drew Reed,,,,,--,,,
3167155,Vinicius Lima,,19/11/1991,"6' 4""",,--,,,
3167160,Aspen Ladd,,1/3/1995,"5' 6""","66""",Orthodox,3046.0,USA,Striker
3167314,Levan Makashvili,The Hornet,7/1/1989,"5' 8""","68.5""",Orthodox,,Georgia,
3168962,Latoya Walker,,30/9/1979,"5' 5""",,--,,,
3170314,Stephen Watt,,,,,--,,,
3170315,Starr Roberts Jr.,,,"5' 9""",,--,,,
3170334,John Milledge,,,"5' 11""",,--,,,
3170347,Taila Santos,,22/6/1993,"5' 6""","67.5""",Orthodox,12430.0,Brazil,Striker
3170348,Maia Stevenson,,19/3/1982,"5' 4""","62.5""",Orthodox,3226.0,USA,Brazilian Jiu-Jitsu
3171474,Andreas Michailidis,The Spartan,18/7/1988,"6' 0""","76""",Orthodox,8207.0,Greece,Mixed Martial Artist
3172102,Tom Shoaff,Your Local Ninja,,"6' 0""",,--,,USA,
3172104,Alex Figueroa,,,,,--,,,
3172105,Chris Johnson,The Jungle,9/5/1994,"5' 6""",,--,1014.0,USA,
3172112,Belal Muhammad,Remember the Name,9/7/1988,"5' 11""","72""",Orthodox,5993.0,Palestine,Striker
3172618,Marcel Adur,,17/12/1991,"5' 9""",,--,7914.0,Brazil,
3172619,Micah Terrill,,20/1/1984,"6' 0""","74""",--,,USA,
3172620,Jonavin Webb,Spyder,28/4/1989,"5' 10""","71""",Orthodox,3567.0,USA,
3173110,Igor Bayer,,15/3/1985,"5' 9""",,--,,Russia,
3173112,Gennady Karnaukhov,,,,,--,,,
3173326,Keegan Hornstra,,,,,--,,,
3203284,Bilal Williams,,,"6' 1""",,--,2806.0,USA,
3249894,Carlos Hernandez,,25/10/1993,"5' 8""","67""",Orthodox,5993.0,USA,Freestyle
3250001,Marko Damiani,,,,,--,,USA,
3250046,Nick Bustamante,,,"5' 9""",,--,2766.0,USA,Brazilian Jiu-Jitsu
3250066,Cody Sons,,,,,--,,USA,
3250441,Randy Costa,The Zohan,6/7/1994,"5' 9""","73""",Switch,10967.0,USA,Striker
3254937,Vincent Eazelle,,7/12/1980,"5' 11""",,--,,,
3254940,Garrett Gross,Glory to God,8/8/1988,"5' 9""","69""",Orthodox,6227.0,USA,Striker
3254941,Jimmy Fritz,,,,,--,,,
3254942,Justin Brock,,,,,--,,,
3254948,Wesley Bull,,,,,--,,Brazil,
3254987,Teddy Holder,,,"6' 2""",,--,,,
3264073,Michael McBride,,9/3/1986,"6' 1""","75""",Orthodox,,USA,
3281606,Maryna Moroz,Iron Lady,8/9/1991,"5' 7""","67""",Orthodox,25.0,Ukraine,Brazilian Jiu-Jitsu
3309918,Karine Silva,Killer,2/12/1993,"5' 5""","67""",Orthodox,4087.0,Brazil,Brazilian Jiu-Jitsu
3309931,Ilona Avdeeva,,,,,--,,,
3309962,Feier Huang,King Kong Barbie,12/3/1994,"5' 5""","67""",--,,China,
3309969,Yana Kuzioma,,,,,--,,,
3332412,Islam Makhachev,,27/10/1991,"5' 10""","70.5""",Southpaw,5994.0,Russia,"Wrestling,Sambo"
3347074,Bobby Moffett,The Wolfman,1/6/1990,"5' 10""","74""",Orthodox,23.0,USA,Brazilian Jiu-Jitsu
3347075,Melvin Blumer,,18/2/1982,"5' 9""",,--,3148.0,,
3347172,Izabela Badurek,,11/7/1991,"5' 4""",,Orthodox,,Poland,Brazilian Jiu-Jitsu
3412097,Shaine Moffitt,Skeletor,20/2/1990,"5' 10""",,--,,USA,
3412098,Jordan Hernandez,,23/10/1993,"5' 7""",,--,,,
3412099,William Osborne,,,,,--,,,
3412100,Robert Flaherty,,,,,--,,,
3412101,Chad Obermiller,,13/9/1979,"6' 0""",,--,,,
3412102,Justin Morrison,,,,,--,,,
3412103,Hector Velez,,,,,--,,,
3412104,DeAndrew Jones,,23/11/1993,"5' 6""",,--,,USA,
3412105,James Smith,,,,,--,,,
3417396,Alex Oliveira,Cowboy,21/2/1988,"5' 11""","76""",Orthodox,7874.0,Brazil,Striker
3431291,Jeff Rick,,,"5' 7""",,--,,,
3431292,Charles Barron,,,,,--,,,
3431293,Ron Matthews,,,,,--,,,
3431294,Tony DeDolph,,,"6' 0""",,--,,,
3431295,Ryoji Yoshizawa,,,,,--,,,
3431296,Tomohiko Hori,,2/5/1982,"5' 7""",,--,,,
3431297,Mike Halton,,,"5' 6""",,--,,,
3431298,Larry Koneizka,,,,,--,,,
3439112,Zaira Dishekova,Golden Girl,7/5/1996,"5' 5""",,--,7947.0,Russia,
3439113,Marzena Horoszko,,,,,--,,,
3439114,Weronika Zygmunt,,,"5' 2""","62""",--,1685.0,Poland,
3439115,Martyna Czech,,,,,--,,,
3439116,Anna Urbanowicz,,,,,--,,,
3439117,Anna Januszewska,,,,,--,,,
3488497,Adam Kowalski,,6/6/1983,"6' 1""",,--,,Poland,
3490023,Brice Ritani-Coe,,,"6' 2""",,--,,,
3509230,Rashad Coulter,Daywalker,27/11/1981,"6' 0""","76""",Orthodox,6088.0,USA,Striker
3571152,Derek Loffer,,9/2/1988,"5' 9""",,--,,,
3571349,Gino Escamilla,,,,,--,,,
3571368,Robert Neal,,,"6' 0""",,--,,,
3571469,Cody Walker,,15/1/1988,"6' 1""",,--,,USA,
3571515,Ricardo Ramos,,1/8/1995,"5' 9""","72""",Orthodox,82.0,Brazil,Brazilian Jiu-Jitsu
3571527,Justin Rader,Darth,,"5' 6""",,--,625.0,,
3599472,Ben Fodor,,25/5/1988,"6' 0""",,--,,,
3599515,Livinha Souza,The Brazilian Gangsta,11/3/1991,"5' 3""","63""",Orthodox,5975.0,Brazil,Brazilian Jiu-Jitsu
3601753,Edgar Verdin,,10/7/1987,"6' 0""",,--,,,
3601766,Michael Lytle,,,"5' 8""",,--,,,
3601767,Tristan Grimsley,,6/7/1984,"5' 8""",,--,,,
3611366,Te Edwards,Tango,11/9/1990,"5' 8""","72""",Orthodox,23.0,USA,Striker
3655073,Krzysztof Klaczek,The Cage Master,5/5/1989,"5' 7""","70""",--,,Poland,
3674413,Gabriel Castro,,,,,--,,,
3676024,Sijara Eubanks,SarJ,27/4/1985,"5' 4""","67""",Orthodox,3867.0,USA,Striker
3722418,Jeremy Petley,Ninja,3/3/1985,"5' 8""",,--,10347.0,England,
3722419,Kamil Bazelak,,9/1/1975,"5' 11""",,--,,Poland,
3722422,Tai Tuivasa,Bam Bam,16/3/1993,"6' 2""","75""",Southpaw,5969.0,Australia,"Striker,Street Fighting"
3722431,Jason Novelli,Flipside,8/6/1979,"6' 0""","75.5""",Orthodox,282.0,USA,
3728368,Damian Stasiak,Webster,20/2/1990,"5' 8""","70""",Orthodox,2205.0,Poland,
3728400,Aliyar Sarkerov,,,,,--,,,
3734006,Lucas Caio,,8/6/1990,,,--,,Brazil,
3734391,Mike Grundy,,3/1/1987,"5' 7""","72""",Orthodox,907.0,England,Brazilian Jiu-Jitsu
3734512,Alikhan Magomedov,,,,,--,,,
3821329,Pawel Zelazowski,,,,,--,,,
3821545,Eric Calderon,,5/1/1982,"6' 0""",,--,,USA,
3821549,Nate Landwehr,The Train,6/6/1988,"5' 9""","72""",Orthodox,2046.0,USA,Striker
3821556,Whitney Jean-Francois,,,,,--,,,
3821560,Steven Wampler,,,,,--,,,
3821561,Robert Gittens,,,,,--,,,
3871760,Reece McLaren,Lightning,17/9/1991,"5' 6""",,--,4687.0,Australia,Brazilian Jiu-Jitsu
3887344,Magomed Mustafaev,The Sniper,2/8/1988,"5' 8""","71""",Orthodox,5207.0,Russia,"Grappling,Freestyle"
3887606,Ryan Spann,Superman,24/8/1991,"6' 5""","79""",Orthodox,6088.0,USA,Brazilian Jiu-Jitsu
3890629,Danny Chavez,The Colombian Warrior,14/3/1987,"5' 8""","67""",Orthodox,2046.0,USA,Boxing
3890654,Michael Graves,,8/1/1991,"5' 10""","71""",Orthodox,25.0,USA,
3890718,Marcos Beristain,Sonrics,23/9/1991,,,--,,Mexico,
3891781,Eric Daughetee,,,,,--,,,
3891788,Josh Karney,,,,,--,,,
3891789,Andrew Force,,,,,--,,,
3891790,Trevor Michaelis,,,"5' 9""",,--,,,
3892370,Augusto Mendes,Tanquinho,3/3/1983,"5' 6""","65""",Orthodox,23.0,Brazil,Brazilian Jiu-Jitsu
3892371,Kenneth Glenn,,2/8/1985,"5' 6""","67""",--,,USA,
3892389,Maxim Divnich,,7/11/1988,"5' 8""",,--,4007.0,,
3892397,Kamil Szymuszowski,,25/10/1989,"6' 1""",,--,,Poland,
3892404,Eduardo Ramon,,15/3/1991,"5' 11""",,--,,Brazil,
3892462,Wang Guan,The Dongbei Tiger,14/3/1986,"5' 9""","71""",Orthodox,25.0,China,Striker
3892475,Rolando Dy,Dy Incredible,11/8/1991,"5' 9""","69.5""",Orthodox,5849.0,Philippines,Striker
3892477,Mark Abelardo,Tyson,18/10/1991,"5' 5""",,--,9267.0,New Zealand,
3893325,Andrzej Grzebyk,Double Champ,25/11/1990,"6' 0""","76""",--,1907.0,Poland,
3893354,Daniel Skibinski,Skiba,28/8/1990,"5' 10""","71.5""",--,7347.0,Poland,
3893366,Tomasz Romanowski,Tommy,22/2/1989,"5' 10""","69""",--,,Poland,
3894823,Jared Gordon,Flash,6/9/1988,"5' 9""","68""",Orthodox,10967.0,USA,Striker
3895507,Marat Medzhidov,,,,,--,,,
3895508,Sakhil Askarov,,,,,--,,,
3895509,Dmitry Korobeynikov,,22/4/1984,"5' 9""",,--,,,
3895510,Vadim Ogar,,25/5/1991,"5' 8""",,--,1002.0,Russia,
3895511,Artyom Egorov,,,,,--,,,
3895512,Islam Begidov,,22/3/1989,"5' 8""",,--,,Russia,
3895513,Guseyn Omarov,,,,,--,,,
3895514,Lom-Ali Nalgiev,,24/2/1991,"5' 8""",,--,,Russia,
3895515,Abubakar Nurmagomedov,,13/11/1989,"5' 11""","72""",Orthodox,22.0,Russia,Wrestling
3895518,Amirkhan Adaev,,,,,--,,,
3895524,Thanh Le,,28/8/1985,"5' 9""","74.5""",Orthodox,,USA,
3895536,Soslenis Carvalho,Grilinho,12/1/1991,"5' 4""",,--,7527.0,Brazil,
3895544,Bruno Silva,Bulldog,16/3/1990,"5' 4""","65""",Orthodox,5795.0,Brazil,Brazilian Jiu-Jitsu
3895652,Ericka Almeida,,5/3/1989,"5' 5""","68.5""",Orthodox,3607.0,Brazil,
3895656,Maiara Alves Amanajas,,,,,--,,,
3895657,Ana Claudia Fatia,,,,,--,,,
3895658,Vanessa Guimaraes,Vanessinha,30/1/1990,"5' 1""",,--,,,
3895659,Mylla Souza Torres,,,,,--,,,
3895660,Cristiane Maria da Silva,,,,,--,,,
3895686,Fabricio Sarraff,Bill,9/10/1992,"5' 6""",,--,9848.0,Brazil,
3895687,Marcelo Almeida,,,,,--,,,
3895688,Antonio Evandro Silva de Almeida,,,,,--,,,
3895689,Rodrigo Praia,,23/9/1991,"5' 6""",,--,,Brazil,
3895690,Stenio Barbosa,,,,,--,,,
3895691,Javier Ocampo,,,,,--,,,
3895692,Heliton Santos,,12/6/1990,"5' 6""",,--,,Brazil,
3895693,Adson Jander,,,,,--,,,
3895694,Josenaldo Silva,Naldo,26/8/1986,"5' 8""",,--,5549.0,,
3895695,Samuel Xavier,,,,,--,,,
3895696,Alvaro Paixao,,,,,--,,,
3895697,Imeson Cavalcante de Oliveira,,,,,--,,,
3895698,Rafael Soldado,,,,,--,,,
3895699,Ivaniel Cavalcante,,,,,--,,,
3895700,Francisco Assis,,,,,--,,,
3895855,Joilton Lutterbach,Peregrino,5/11/1992,"6' 0""","74""",Orthodox,5467.0,Germany,Kickboxing
3896698,Mario Israel,,27/3/1984,"5' 7""",,--,948.0,Brazil,
3896920,Henrique Shiguemoto,,22/6/1989,"5' 11""","72""",Orthodox,4947.0,Brazil,
3896927,Agustin Zas,,,"5' 6""",,--,,Uruguay,
3896929,Luis Felipe Filgueira da Silva,Buda,,"5' 9""",,--,,Brazil,
3896932,Paulo Barbosa,Paulinho,,,,--,,Brazil,
3896934,Jafel Filho,Pastor,5/5/1993,"5' 7""","68.5""",Orthodox,301.0,Brazil,Grappling
3896935,Bruno Korea,,28/6/1991,"5' 6""","65""",--,5965.0,Brazil,Brazilian Jiu-Jitsu
3897005,Joaquim Silva,Netto BJJ,5/2/1989,"5' 8""","69""",Southpaw,25.0,Brazil,Brazilian Jiu-Jitsu
3897134,Renato da Silva Jr.,Rasta,26/6/1983,"5' 11""",,--,,Brazil,
3897139,Andre Ricardo,Dede,7/10/1991,"5' 11""",,--,1367.0,Brazil,
3897220,Rico Farrington,The Triggerman,19/6/1989,"6' 4""","79""",Southpaw,,USA,
3897242,Nikolas Motta,Iron,8/2/1993,"5' 9""","70""",Orthodox,61.0,Brazil,Kickboxing
3897436,Darren Till,The Gorilla,24/12/1992,"6' 0""","74.5""",Southpaw,907.0,England,Striker
3898368,Luciano Oliveira,Lula,19/10/1991,"5' 8""",,--,301.0,Brazil,
3899036,Chuka Willis,The Lion King,9/5/1993,"5' 11""","74""",--,,Nigeria,
3899091,Joey Estrada,,19/5/1992,"5' 7""",,--,5647.0,USA,
3899947,Ricco Ralston,,27/8/1987,"6' 1""",,--,,,
